,2012-02-29,2012-05-31
BusinessDevelopment,706000.000,88681.000
CapitalExpendituresIncurredButNotYetPaid,6030.000,
DirectOperatingMaintenanceSuppliesCosts,8841.000,658.000
EarningsPerShareBasic,-0.050,-0.010
EmployeeBenefitsAndShareBasedCompensation,,1350.000
EquipmentExpense,,8297.000
FinancialServicesCosts,,1387.000
GeneralAndAdministrativeExpense,3353.000,3727.000
IncreaseDecreaseInAccountsPayable,261199.000,
IncreaseDecreaseInAccruedSalaries,57917.000,
IncreaseDecreaseInInterestPayableNet,-11924.000,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,706000.000,
InterestExpense,366.000,
InterestPaid,12290.000,
LegalFees,132296.000,113026.000
MarketingAndAdvertisingExpense,406.000,1833.000
NetCashProvidedByUsedInContinuingOperations,-16910.000,
NetCashProvidedByUsedInFinancingActivities,22940.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,22940.000,
NetCashProvidedByUsedInInvestingActivities,-6030.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6030.000,
NetIncomeLoss,-1030102.000,-779054.000
NonoperatingIncomeExpense,-366.000,
OperatingExpenses,1029736.000,779054.000
OperatingIncomeLoss,-1029736.000,-779054.000
OtherGeneralAndAdministrativeExpense,,4141.000
PaymentsToAcquireMachineryAndEquipment,6030.000,
ProceedsFromIssuanceOfCommonStock,66390.000,
ProceedsFromRepaymentsOfNotesPayable,-43450.000,
SalariesAndWages,57917.000,
SalariesWagesAndOfficersCompensation,,207000.000
SuppliesAndPostageExpense,,220.000
TravelAndEntertainmentExpense,91761.000,196204.000
UtilitiesCosts,10955.000,10366.000
WeightedAverageNumberOfSharesOutstandingBasic,22362398.000,69101574.000
