,2011-02-27,2011-05-29,2011-08-28
AccountsPayableCurrent,52053000.000,47045000.000,53348000.000
AccountsReceivableGrossCurrent,,,130627000.000
AccruedIncomeTaxesCurrent,3595000.000,1125000.000,574000.000
AccruedIncomeTaxesNoncurrent,,,10602000.000
AccruedLiabilitiesCurrent,55098000.000,57443000.000,65088000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,316559000.000,325185000.000,334614000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-28697000.000,-22188000.000,-20364000.000
AdditionalPaidInCapital,60301000.000,61313000.000,61636000.000
AllowanceForDoubtfulAccountsReceivable,,,4263000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3777000.000,3815000.000,4263000.000
Assets,742497000.000,739173000.000,749192000.000
AssetsCurrent,429776000.000,428792000.000,439144000.000
BuildingsAndImprovementsGross,104028000.000,104660000.000,104871000.000
CashCashEquivalentsAndShortTermInvestments,192204000.000,169462000.000,180291000.000
CommonStockParOrStatedValuePerShare,2.500,2.500,2.500
CommonStockSharesAuthorized,24000000.000,24000000.000,24000000.000
CommonStockSharesOutstanding,9138212.000,9070912.000,9069126.000
CommonStockValue,30126000.000,30144000.000,30145000.000
ConstructionInProgressGross,30051000.000,34207000.000,39709000.000
CostMethodInvestments,3784000.000,3784000.000,3784000.000
DeferredCompensationLiabilityClassifiedNoncurrent,,,1623000.000
DeferredTaxAssetsNetCurrent,23595000.000,23425000.000,23485000.000
DeferredTaxAssetsNetNoncurrent,11289000.000,11289000.000,11289000.000
DeferredTaxLiabilitiesNoncurrent,2826000.000,2849000.000,2878000.000
DueFromAffiliateCurrent,,,1507000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,2185000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,1307000.000,1322000.000,1330000.000
InventoryFinishedGoodsNetOfReserves,,,36517000.000
InventoryNet,73015000.000,84781000.000,73732000.000
InventoryRawMaterialsAndSuppliesNetOfReserves,,,29435000.000
InventoryWorkInProcessNetOfReserves,,,7780000.000
Land,48764000.000,49050000.000,49137000.000
Liabilities,247513000.000,243414000.000,250156000.000
LiabilitiesAndStockholdersEquity,742497000.000,739173000.000,749192000.000
LiabilitiesCurrent,118760000.000,113865000.000,127602000.000
LongTermDebt,,,32642000.000
LongTermDebtCurrent,8014000.000,8252000.000,8471000.000
LongTermDebtNoncurrent,23886000.000,23952000.000,24171000.000
MachineryAndEquipmentGross,380021000.000,385854000.000,393257000.000
OtherAssetsCurrent,15671000.000,11730000.000,18089000.000
OtherAssetsNoncurrent,49287000.000,44667000.000,40582000.000
OtherLiabilitiesNoncurrent,102041000.000,102748000.000,95505000.000
OtherReceivablesGrossCurrent,,,15676000.000
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,,,82306000.000
ProductWarrantyAccrual,,,3861000.000
PropertyPlantAndEquipmentGross,562864000.000,573771000.000,586974000.000
PropertyPlantAndEquipmentNet,246305000.000,248586000.000,252360000.000
ReceivablesNetCurrent,125291000.000,139394000.000,143547000.000
RetainedEarningsAccumulatedDeficit,500521000.000,498788000.000,500066000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,20102.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,42.580
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,20.280
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,890000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,21052.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,45.230
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,890000.000
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,,,665000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,494984000.000,495759000.000,499036000.000
TreasuryStockShares,2912230.000,2986730.000,2989016.000
TreasuryStockValue,67267000.000,72298000.000,72447000.000
UnbilledReceivablesCurrent,,,21651000.000
UnrecognizedTaxBenefits,,,9956000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,854000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,4110000.000
