,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-17215000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1851000.000,-850000.000,-1674000.000,-194000.000,91000.000,2006000.000,-558000.000,-758000.000
AdditionalPaidInCapital,175329000.000,172265000.000,173062000.000,173872000.000,174437000.000,174796000.000,175188000.000,175578000.000
Assets,1801981000.000,1804901000.000,1812664000.000,1876315000.000,1977824000.000,1990804000.000,1887843000.000,1737289000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,4998000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,115528000.000,152115000.000,98694000.000,98573000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,117312000.000,155030000.000,99089000.000,98871000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,42629000.000,45530000.000,32570000.000,32555000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,42783000.000,45669000.000,32608000.000,32577000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,322181000.000,328787000.000,242325000.000,188110000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,320848000.000,329635000.000,241333000.000,186840000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,521606000.000,545469000.000,381598000.000,319238000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,41268000.000,19037000.000,8009000.000,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,41270000.000,19039000.000,8011000.000,
AvailableForSaleSecuritiesDebtSecurities,316496000.000,332285000.000,453735000.000,441738000.000,522213000.000,549373000.000,381041000.000,318288000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,522213000.000,549373000.000,381041000.000,318288000.000
AvailableForSaleSecuritiesPledgedAsCollateral,,,,,,,,26100000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,-2584000.000,-1650000.000,-1401000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,-3491000.000,-2215000.000,-2212000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,-907000.000,-565000.000,-811000.000
BankOwnedLifeInsurance,12451000.000,12562000.000,12670000.000,12776000.000,12883000.000,12991000.000,13097000.000,13198000.000
CashAndCashEquivalentsAtCarryingValue,46530000.000,41582000.000,40202000.000,42629000.000,42286000.000,42387000.000,46024000.000,49865000.000
CashAndDueFromBanks,46530000.000,41582000.000,40202000.000,42629000.000,42286000.000,42387000.000,46024000.000,49865000.000
CashSurrenderValueOfLifeInsurance,,,,,,,13100000.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,
CommonStockSharesIssued,28756480.000,29220079.000,29220079.000,29267465.000,29267184.000,29266050.000,29271630.000,29293489.000
CommonStockSharesOutstanding,28410079.000,29220079.000,29220079.000,29249796.000,29226928.000,29220271.000,29225851.000,29146099.000
CommonStockValue,288000.000,292000.000,292000.000,292000.000,292000.000,292000.000,292000.000,292000.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,0.019,
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.036,
DeferredIncomeTaxLiabilities,11353000.000,12259000.000,7370000.000,8437000.000,9115000.000,2261000.000,,1500000.000
DeferredTaxAssetsGross,,,,,,,1369000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,1369.000,
DeferredTaxAssetsNet,,,,,,,1369000.000,1534000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,945.000,
DeferredTaxAssetsOther,,,,,,,1353.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,1279.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,,7677.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,,4285.000,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,234.000,
DeferredTaxLiabilities,,,,,9100000.000,2300000.000,,
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,,,,,-2234.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,,,,,-1166.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,-701.000,
DeferredTaxLiabilitiesOther,,,,,,,-477.000,
DeferredTaxLiabilitiesTaxDeferredIncome,,,,,,,-318.000,
Deposits,1406714000.000,1414602000.000,1425269000.000,1471035000.000,1570387000.000,1599892000.000,1507832000.000,1358568000.000
DepositsSavingsDeposits,490062000.000,485289000.000,486000000.000,492323000.000,505111000.000,483293000.000,478052000.000,448652000.000
FDICIndemnificationAsset,,,,63984000.000,55469000.000,50471000.000,45345000.000,40903000.000
FairValueDisclosureOffbalanceSheetRisksAmountLiability,,,,,169856000.000,162801000.000,163046000.000,168063000.000
FederalHomeLoanBankAdvancesLongTerm,97626000.000,87774000.000,87719000.000,101682000.000,99611000.000,84583000.000,77054000.000,97026000.000
FederalHomeLoanBankStock,,,,,,,9300000.000,
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,,13507000.000,15404000.000,14600000.000,21100000.000
FiniteLivedCoreDepositsGross,,,,,,,12798000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,-9906000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,515000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,1502000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,542000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,1357000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,1474000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,1502000.000,
FiniteLivedIntangibleAssetsGross,,,,,,,16798000.000,
FiniteLivedIntangibleAssetsNet,,,,,,,6892000.000,
FiniteLivedTradeNamesGross,,,,,,,4000000.000,
Goodwill,60720000.000,60720000.000,60720000.000,60720000.000,60720000.000,60720000.000,60720000.000,60720000.000
IntangibleAssetsNetExcludingGoodwill,15135000.000,14511000.000,13887000.000,13293000.000,12743000.000,12205000.000,6892000.000,6516000.000
InterestBearingDepositsInBanks,111350000.000,128270000.000,21230000.000,31280000.000,54980000.000,34095000.000,120850000.000,68035000.000
InterestBearingDomesticDepositChecking,98695000.000,102901000.000,107077000.000,114311000.000,115020000.000,112895000.000,124765000.000,113970000.000
InterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,,,,,205000.000,105000.000,76000.000,72000.000
InterestRateFairValueHedgeAssetAtFairValue,,,,,61000.000,35000.000,30000.000,31000.000
InterestReceivableAndOtherAssets,,,,39509000.000,36339000.000,34173000.000,30171000.000,28976000.000
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust,26805000.000,26805000.000,26805000.000,26805000.000,26805000.000,26805000.000,26805000.000,26805000.000
Liabilities,1584442000.000,1584316000.000,1589557000.000,1648737000.000,1746647000.000,1754241000.000,1653725000.000,1503761000.000
LiabilitiesAndStockholdersEquity,1801981000.000,1804901000.000,1812664000.000,1876315000.000,1977824000.000,1990804000.000,1887843000.000,1737289000.000
LoansAndLeasesReceivableAllowance,,,,,18344000.000,18239000.000,,
LoansAndLeasesReceivableGrossCarryingAmountCovered,,,,127736000.000,114722000.000,106144000.000,102431000.000,97683000.000
LoansReceivableCommercialRealEstate,900601000.000,902268000.000,918356000.000,992440000.000,1021521000.000,1049642000.000,1043021000.000,1011896000.000
NoninterestBearingDomesticDepositChecking,429528000.000,473059000.000,482156000.000,516945000.000,609320000.000,675488000.000,636455000.000,540109000.000
NotionalAmountOfInterestRateCashFlowHedgeDerivatives,,,,,37100000.000,37100000.000,37100000.000,37100000.000
NotionalAmountOfInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,,240000000.000,240000000.000,240000000.000,240000000.000
NotionalAmountOfInterestRateDerivatives,,,,,37100000.000,37100000.000,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,11987000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,2857000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1284000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,1414000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,1631000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,2040000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,2761000.000,
OtherDeferredCostsNet,,,,,6200000.000,6600000.000,6900000.000,6700000.000
OtherForeclosedAssets,5636000.000,12361000.000,14616000.000,12868000.000,9530000.000,5218000.000,3900000.000,2919000.000
OtherInvestments,,,,,,,1500000.000,
OtherLiabilities,8301000.000,9176000.000,8637000.000,6965000.000,6859000.000,6873000.000,8134000.000,7335000.000
OtherRealEstateCovered,,,,,9500000.000,5200000.000,3900000.000,2900000.000
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsCreditLossesOnDebtSecuritiesHeld,,,,,3008000.000,2396000.000,1449000.000,
PledgedAssetsSeparatelyReportedLoansPledgedForFederalHomeLoanBankAtFairValue,,,,,742100000.000,803600000.000,787600000.000,796000000.000
PreferredStockSharesAuthorized,2500000.000,2500000.000,2500000.000,2500000.000,2500000.000,2500000.000,2500000.000,2500000.000
PreferredStockValue,,26000000.000,26000000.000,26000000.000,26000000.000,26000000.000,26000000.000,26000000.000
PropertyPlantAndEquipmentGross,,,,,,,35302000.000,
PropertyPlantAndEquipmentNet,18628000.000,18719000.000,18480000.000,18633000.000,18294000.000,18184000.000,18087000.000,17593000.000
RealEstateAcquiredThroughForeclosure,20029000.000,18406000.000,20349000.000,18709000.000,16124000.000,15201000.000,14895000.000,14165000.000
RelatedPartyDepositLiabilities,,,,,,,692000.000,
RetainedEarningsAccumulatedDeficit,21977000.000,22878000.000,25427000.000,27699000.000,30572000.000,33724000.000,33451000.000,33528000.000
SecuritiesSoldUnderAgreementsToRepurchase,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,10000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedIntrinsicValue,,,,,,,3.930,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,791982.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,,,,,,,1.630,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,,3000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,8.110,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,434802.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,1884000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,7.640,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,523876.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,1696000.000,
StockholdersEquity,,,,,,,234118000.000,233528000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,217539000.000,220585000.000,223107000.000,227578000.000,231177000.000,236563000.000,234118000.000,233528000.000
SupplementalUnemploymentBenefitsSalaryContinuation,,,,,,,938000.000,
TimeDepositMaturitiesYearFive,,,,,,,3949000.000,
TimeDepositMaturitiesYearFour,,,,,,,7366000.000,
TimeDepositMaturitiesYearOne,,,,,,,170521000.000,
TimeDepositMaturitiesYearThree,,,,,,,16756000.000,
TimeDepositMaturitiesYearTwo,,,,,,,69968000.000,
TimeDeposits,,,,,,,268560000.000,
TimeDeposits100000OrMore,298750000.000,273606000.000,275175000.000,275931000.000,274142000.000,266040000.000,209249000.000,200614000.000
TimeDepositsLessThan100000,89679000.000,79747000.000,74861000.000,71525000.000,66794000.000,62176000.000,59311000.000,55223000.000
TreasuryStockShares,346401.000,0.000,,17669.000,40256.000,45779.000,45779.000,147390.000
TreasuryStockValue,3061000.000,,,91000.000,215000.000,255000.000,255000.000,-1112000.000
ValuationAllowanceAmount,,,,,0.000,0.000,,
