,2012-04-29,2012-07-29,2012-10-28,2013-05-05,2013-11-03,2014-05-04
AmortizationOfFinancingCosts,,579000.000,578000.000,,,
AmortizationOfFinancingCostsAndDiscounts,751000.000,,,576000.000,635000.000,632000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,25176000.000,,,27991000.000,,22808000.000
ComprehensiveIncomeNetOfTax,11074000.000,593000.000,-1601000.000,9986000.000,-6756000.000,13558000.000
CostOfRevenue,30954000.000,29388000.000,26221000.000,32364000.000,28707000.000,37053000.000
CostsAndExpenses,140407000.000,139575000.000,133628000.000,145490000.000,143222000.000,166592000.000
CurrentFederalTaxExpenseBenefit,,,,,,8854000.000
CurrentForeignTaxExpenseBenefit,,,,,,151000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,1231000.000
DebtIssuanceCosts,,,,1500000.000,,
DeferredIncomeTaxExpenseBenefit,1107000.000,,,868000.000,,-3035000.000
DepreciationAndAmortization,14795000.000,15032000.000,15746000.000,16910000.000,15683000.000,17287000.000
FoodAndBeverageCostOfSales,19207000.000,17523000.000,15716000.000,20151000.000,17715000.000,23858000.000
FoodAndBeverageRevenue,79144000.000,71431000.000,63159000.000,80911000.000,69236000.000,92982000.000
GainLossOnSaleOfPropertyPlantEquipment,-335000.000,,,-504000.000,,-293000.000
GeneralAndAdministrativeExpense,9017000.000,8840000.000,12242000.000,9724000.000,8983000.000,10465000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,14725000.000,315000.000,-10541000.000,14523000.000,-8679000.000,20710000.000
IncomeTaxExpenseBenefit,3741000.000,-372000.000,-8920000.000,4494000.000,-1936000.000,7201000.000
IncomeTaxesPaidNet,23000.000,,,10000.000,,104000.000
IncreaseDecreaseInAccountsPayable,-5465000.000,,,-6062000.000,,4260000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,1118000.000,,,3616000.000,,1462000.000
IncreaseDecreaseInAccruedLiabilities,4571000.000,,,3696000.000,,8153000.000
IncreaseDecreaseInDeferredCharges,558000.000,,,287000.000,,29000.000
IncreaseDecreaseInDeferredLiabilities,513000.000,,,-876000.000,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,,-1754000.000
IncreaseDecreaseInInventories,-471000.000,,,-184000.000,,966000.000
IncreaseDecreaseInOtherOperatingAssets,539000.000,,,-8451000.000,,232000.000
IncreaseDecreaseInOtherOperatingLiabilities,1749000.000,,,-105000.000,,7128000.000
IncreaseDecreaseInPrepaidExpense,-402000.000,,,-81000.000,,1760000.000
InterestAndFeeIncomeOtherLoans,,71000.000,71000.000,82000.000,69000.000,68000.000
InterestCostsCapitalized,,-156000.000,-232000.000,41000.000,,
InterestCostsCapitalizedAdjustment,,,,,98000.000,106000.000
InterestExpense,8342000.000,8051000.000,7979000.000,8142000.000,7787000.000,7521000.000
InterestExpenseDebtExcludingAmortization,,7699000.000,7704000.000,7689000.000,7319000.000,7063000.000
InterestPaidNet,2194000.000,,,2095000.000,,1667000.000
LaborAndRelatedExpense,36610000.000,35359000.000,33735000.000,37439000.000,36170000.000,42790000.000
NetCashProvidedByUsedInFinancingActivities,-375000.000,,,-608000.000,,-375000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-375000.000,,,-608000.000,,-375000.000
NetCashProvidedByUsedInInvestingActivities,-5041000.000,,,-9574000.000,,-29571000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5041000.000,,,-9574000.000,,-29571000.000
NetCashProvidedByUsedInOperatingActivities,30592000.000,,,38173000.000,,52754000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,30592000.000,,,38173000.000,,52754000.000
NetIncomeLoss,10984000.000,687000.000,-1621000.000,10029000.000,-6743000.000,13509000.000
OperatingIncomeLoss,23067000.000,8366000.000,-2562000.000,22665000.000,-892000.000,28231000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,90000.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,49000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-94000.000,20000.000,-43000.000,-13000.000,
OtherCostAndExpenseOperating,48881000.000,50397000.000,44595000.000,48181000.000,51346000.000,56553000.000
OtherCostOfOperatingRevenue,11747000.000,11865000.000,10505000.000,12213000.000,10992000.000,13195000.000
OtherNoncashIncomeExpense,-66000.000,,,-311000.000,,16000.000
OtherSalesRevenueNet,84330000.000,76510000.000,67907000.000,87244000.000,73094000.000,101841000.000
PaymentsToAcquirePropertyPlantAndEquipment,5095000.000,,,9679000.000,,29583000.000
PreOpeningCosts,150000.000,559000.000,1089000.000,872000.000,2333000.000,2444000.000
ProceedsFromDebtNetOfIssuanceCosts,,,,148500000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,54000.000,,,105000.000,,12000.000
RelatedPartyTaxExpenseDueToAffiliatesCurrent,,,,2123000.000,,
RepaymentsOfSecuredDebt,375000.000,,,608000.000,,375000.000
Revenues,163474000.000,147941000.000,131066000.000,168155000.000,142330000.000,194823000.000
SalesRevenueNet,163474000.000,147941000.000,131066000.000,168155000.000,142330000.000,194823000.000
ShareBasedCompensation,292000.000,,,277000.000,,274000.000
StraightLineRentAdjustments,,,,,,4040000.000
