,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,219000.000,,,,116000.000
AllocatedShareBasedCompensationExpense,,,1432000.000,,,1580000.000,,,,,,,,979000.000,,,,1523000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,2061000.000,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,,,4037000.000,0.000,,,,,,,,,,,
AmortizationOfDeferredLoanOriginationFeesNet,,,76000.000,,,,,,,,,,,68000.000,,,,104000.000
AmortizationOfFinancingCosts,,,,80000.000,82000.000,,,,,764000.000,761000.000,860000.000,864000.000,,871000.000,873000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,885000.000,,,,1337000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,37048.000,11681.000,11026.000,917.000,11964.000,16848.000,43473.000,-48402.000,31575.000,24659.000,51643.000,107993.000,75050.000,41163.000,0.000,-109847.000,19851.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,0.730,1.550,,0.770,0.770,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,0.730,1.550,,0.760,0.770,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,20538000.000,43490000.000,,25605000.000,25776000.000,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,30636000.000,34381000.000,,44160000.000,44478000.000,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,,0.000,,,,,,,,,,,,
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,409000.000,389000.000,,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,2588000.000,2588000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,18433000.000,,-8959000.000,,,-3122000.000,,,,,,,,15522000.000,,,,853000.000
CommonStockDividendsPerShareCashPaid,0.615,,0.650,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,0.650,0.650,0.670,0.695,0.735,0.735,0.735,0.770,0.770,0.850,0.850,0.900,,,,0.950
ComprehensiveIncomeNetOfTax,19488000.000,,18758000.000,17485000.000,12579000.000,17974000.000,20116000.000,41733000.000,28343000.000,22578000.000,26335000.000,31917000.000,29920000.000,31083000.000,24400000.000,33463000.000,40415000.000,35420000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,180000.000,178000.000,306000.000,335000.000,283000.000,266000.000,355000.000,377000.000,384000.000,386000.000,406000.000,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,18154000.000,20294000.000,42039000.000,28678000.000,22861000.000,26601000.000,32272000.000,30297000.000,31467000.000,24786000.000,33869000.000,40415000.000,35420000.000
ConstructionAndDevelopmentCosts,,,,,,,,,,,,,,,,,,74592000.000
DebtInstrumentConvertibleConversionRatio1,,,,,,,,,,,,,,13.926,,,,14.130
DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,,,,,,,,,,,,,,,,,,5302000.000
DebtInstrumentConvertibleNumberOfEquityInstruments,,,,,,,,,,,,,,2785200.000,,,,2826680.000
Depreciation,,,,,,,,,,,,,,,14695000.000,15240000.000,,16154000.000
DepreciationAndAmortizationDiscontinuedOperations,,,,,,,0.000,0.000,,0.000,0.000,,,,,,,
DepreciationNonproduction,2884000.000,,3365000.000,,,4415000.000,,,,,,,,13733000.000,,,,16154000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,1235000.000,1223000.000,1247000.000,0.000,,844000.000,562000.000,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,,,,0.000,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,,,0.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,,,,,,,,,0.000,0.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,,,,,,,,0.000,0.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,1241000.000,1223000.000,1247000.000,0.000,915000.000,844000.000,562000.000,,,,,,,,,,
DividendsCommonStockCash,17041000.000,,-18061000.000,,,19375000.000,,,,,,,,34563000.000,,,,38930000.000
EarningsPerShareBasic,0.690,0.680,0.660,0.610,0.520,0.560,0.710,1.530,0.940,0.770,0.760,0.830,0.890,0.850,1.160,0.840,1.030,1.110
EarningsPerShareDiluted,0.690,0.680,0.660,0.610,0.520,0.560,0.710,1.530,0.940,0.760,0.760,0.830,0.890,0.850,1.160,0.830,1.030,1.100
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,,,25000.000,82000.000,210000.000,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,,,6189000.000,6131000.000,14836000.000,,,,,,,,,,
EscrowDepositsRelatedToPropertySales,3475000.000,,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,,0.000,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,0.000,,,,,,,,,,,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,,,,,,,,,0.000,,,,,,,
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,1254000.000,,,,0.000,,,,,,,,,,,,,
GainLossOnSaleOfOtherInvestments,,,,,,,,,,,,,,,,,,10088000.000
GainLossOnSaleOfProperties,,,,,,,,,,,,,,1654000.000,,,,50000.000
GainLossOnSaleOfPropertiesNetOfApplicableIncomeTaxes,2299000.000,1048000.000,0.000,0.000,0.000,,,19370000.000,,,,,,,,,,
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,,,,,,,,,,,,,,,,1657000.000,,
GainsLossesOnSalesOfInvestmentRealEstate,,,,,,,,,,,,,1126000.000,1654000.000,2928000.000,0.000,0.000,50000.000
GeneralAndAdministrativeExpense,3774000.000,1209000.000,2786000.000,1593000.000,1639000.000,3089000.000,2325000.000,1757000.000,2083000.000,1850000.000,2164000.000,2514000.000,1691000.000,2929000.000,2120000.000,2169000.000,2555000.000,4108000.000
IncomeLossFromContinuingOperations,,,,,,14828000.000,19076000.000,22812000.000,21783000.000,25294000.000,25250000.000,31182000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,14351000.000,14986000.000,19185000.000,22940000.000,18757000.000,25525000.000,25569000.000,31820000.000,33103000.000,31685000.000,18600000.000,33468000.000,35014000.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,15565000.000,16525000.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.560,0.600,0.620,0.560,0.520,0.530,0.680,0.820,0.740,0.770,0.760,0.830,0.890,,,,,1.110
IncomeLossFromContinuingOperationsPerDilutedShare,0.560,0.600,0.620,0.560,0.520,0.530,0.680,0.820,0.740,0.760,0.760,0.830,0.890,0.850,,,,1.100
IncomeLossFromDiscontinuedOperationsNetOfTax,3528000.000,2283000.000,1223000.000,1247000.000,0.000,915000.000,844000.000,19932000.000,5993000.000,0.000,0.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.130,0.080,0.040,0.050,0.000,0.030,0.030,0.710,0.200,0.000,0.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.130,0.080,0.040,0.050,0.000,0.030,0.030,0.710,0.200,0.000,0.000,,,,,,,
