,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30
AmortizationOfIntangibleAssets,,,,21374.000,216752.000,3251.000,3251.000
CashAcquiredFromAcquisition,,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-646245.000,,-218081.000,,
ComprehensiveIncomeNetOfTax,1974014.000,1930323.000,951463.000,418984.000,-1130632.000,-2282742.000,-2282742.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,47177.000,-47234.000,198787.000,-192935.000,-106786.000,293835.000,293835.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-52235.000,-30163.000,-21273.000,-588.000,-82968.000,-111641.000,-111641.000
CostOfGoodsSold,51682375.000,44046505.000,84752706.000,111193306.000,5893746.000,4448240.000,4448240.000
DeferredIncomeTaxExpenseBenefit,,,-19777.000,,,,
Depreciation,,,,,71773.000,72063.000,72063.000
DepreciationAndAmortization,,,430077.000,,75024.000,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,,,,,,-887255.000,-887255.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,-293138.000,-293138.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,-0.080,-0.080
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,-0.080,-0.080
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,,,2066624.000,2066624.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,126.000,126.000
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,61594868.000,61594868.000
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,,,2468538.000,2468538.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,1874421.000,1874421.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,594117.000,594117.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,64063406.000,64063406.000
EarningsPerShareBasic,0.090,0.110,0.030,0.030,-0.050,-0.090,-0.090
EarningsPerShareDiluted,0.090,0.110,0.030,0.030,-0.050,-0.090,-0.090
EffectOfExchangeRateOnCashAndCashEquivalents,,,-2962.000,,33.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.405,-1.342,-1.342
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,0.371,-2.433,-2.433
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,,,-0.082,2.191,2.191
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,-0.245,-0.041,-0.041
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,,,,0.021,-1.398,-1.398
EquityMethodInvestmentSummarizedFinancialInformationCostOfSales,,,,,,18222696.000,18222696.000
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,,,,,,194680.000,194680.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,,,-171107.000,-171107.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,,,18417376.000,18417376.000
FiniteLivedIntangibleAssetsFutureAmortizationExpense,,,,,549854.000,,
ForeignCurrencyTransactionGainLossBeforeTax,-21051.000,-30378.000,-2161.000,558669.000,191758.000,,
FutureAmortizationExpenseAfterYearFive,,,,,48848.000,,
FutureAmortizationExpenseYearFive,,,,,19580.000,,
FutureAmortizationExpenseYearFour,,,,,28003.000,,
FutureAmortizationExpenseYearOne,,,,,222905.000,,
FutureAmortizationExpenseYearThree,,,,,90194.000,,
FutureAmortizationExpenseYearTwo,,,,,140324.000,,
GainLossOnDispositionOfAssets,,,857.000,,,,
GainLossOnPriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,,,13711.000,13711.000
GainsLossesOnSalesOfAssets,-64.000,0.000,0.000,0.000,0.000,,
GeneralAndAdministrativeExpense,1663774.000,1708923.000,3394640.000,2792615.000,,,
GrossProfit,5881890.000,6702100.000,6155558.000,5987592.000,1471484.000,2316641.000,2316641.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,0.000,0.000,0.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,1490165.000,1677702.000,819399.000,558791.000,-1293691.000,-187222.000,-187222.000
