,2011-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,147036000.000
AccountsReceivableNet,9432000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,9840000.000
AdditionalPaidInCapital,2505565000.000
Assets,4153845000.000
BusinessAcquisitionContingentConsiderationPotentialCashPayment,12018000.000
CashAndCashEquivalentsAtCarryingValue,51207000.000
CommonStockParOrStatedValuePerShare,0.100
CommonStockSharesAuthorized,200000000.000
CommonStockSharesIssued,126623729.000
CommonStockSharesOutstanding,126623729.000
CommonStockValue,12662000.000
ConversionOfStockAmountConverted,0.000
DevelopmentInProcess,21866000.000
EquityMethodInvestments,41875000.000
IntangibleAssetsNetExcludingGoodwill,155383000.000
InvestmentBuildingAndBuildingImprovements,3796893000.000
Land,342161000.000
Liabilities,1748833000.000
LiabilitiesAndStockholdersEquity,4153845000.000
LineOfCredit,245000000.000
MinorityInterest,32915000.000
MortgageLoansOnRealEstate,262675000.000
NoncashOrPartNoncashAcquisitionDebtAssumed,0.000
OtherAssets,169124000.000
PreferredStockParOrStatedValuePerShare,1.000
PreferredStockSharesAuthorized,5000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
RealEstateHeldforsale,4946000.000
RealEstateInvestmentPropertyAccumulatedDepreciation,701717000.000
RealEstateInvestmentPropertyAtCost,4160920000.000
RealEstateInvestmentPropertyNet,3459203000.000
RealEstateInvestments,3763753000.000
SecuredDebt,365164000.000
StockholdersEquity,2279522000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2312437000.000
TemporaryEquityRedemptionValue,92575000.000
UnsecuredDebt,991633000.000
