,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,67626000.000,51325000.000,55358000.000,52159000.000,52799000.000,46051000.000,49915000.000,60430000.000,56536000.000,47748000.000,61680000.000,49142000.000,51447000.000,40318000.000,46986000.000,40564000.000,48291000.000,45389000.000,43709000.000,37849000.000
AccountsReceivableNetCurrent,98888000.000,73250000.000,90627000.000,83744000.000,87222000.000,66680000.000,72743000.000,80263000.000,83020000.000,71399000.000,75709000.000,82450000.000,80486000.000,61463000.000,71255000.000,70941000.000,72483000.000,59313000.000,70053000.000,67735000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
AccruedIncomeTaxesCurrent,3609000.000,3773000.000,4478000.000,4227000.000,6668000.000,7571000.000,8514000.000,5624000.000,5507000.000,1551000.000,1611000.000,719000.000,72000.000,732000.000,471000.000,580000.000,1358000.000,1010000.000,858000.000,904000.000
AccruedIncomeTaxesNoncurrent,1751000.000,1681000.000,1829000.000,1721000.000,1819000.000,1806000.000,1902000.000,1804000.000,1806000.000,3823000.000,3821000.000,3836000.000,3716000.000,3114000.000,3026000.000,2485000.000,2274000.000,2248000.000,1501000.000,1263000.000
AccruedLiabilitiesCurrent,31509000.000,30339000.000,31098000.000,28926000.000,28102000.000,32610000.000,38000000.000,33329000.000,37832000.000,20328000.000,22559000.000,24211000.000,25638000.000,22236000.000,22476000.000,23861000.000,27183000.000,23803000.000,20430000.000,23450000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,113933000.000,,,,117471000.000,,,,118032000.000,,,,129107000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,6000000.000,,,,5500000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5765000.000,-7225000.000,-7051000.000,-6878000.000,-6705000.000,-7706000.000,-7546000.000,-7385000.000,-7138000.000,-5628000.000,-5130000.000,-4713000.000,-5219000.000,-6758000.000,-7331000.000,-7465000.000,-8179000.000,-7557000.000,-6406000.000,-6798000.000
AdditionalPaidInCapital,66113000.000,60488000.000,54992000.000,49391000.000,41922000.000,33710000.000,25517000.000,17075000.000,8377000.000,,,,21944000.000,21944000.000,21944000.000,21944000.000,21944000.000,21944000.000,21944000.000,21944000.000
AllowanceForDoubtfulAccountsReceivableCurrent,962000.000,1143000.000,1150000.000,723000.000,950000.000,682000.000,1818000.000,959000.000,1118000.000,1003000.000,981000.000,902000.000,913000.000,684000.000,903000.000,820000.000,1001000.000,1303000.000,1540000.000,1346000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,7200000.000,7100000.000,,7500000.000,8500000.000,10300000.000,,11500000.000,12200000.000,13400000.000,14800000.000,17100000.000,19300000.000,24900000.000,25300000.000,26300000.000,28300000.000
