,2011-12-31,2012-12-31
AccretionExpense,375302.000,402471.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,105000.000,105000.000
AmortizationOfFinancingCosts,,314080.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1001965.000,-106195.000
CostOfGoodsSold,16899398.000,11373568.000
DebtInstrumentIncreaseAccruedInterest,-345969.000,
DepreciationDepletionAndAmortization,1111844.000,765363.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,0.000,
EarningsPerShareBasic,-0.090,-0.090
EarningsPerShareDiluted,-0.090,-0.090
GainLossOnDispositionOfAssets,,-3235.000
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,-851526.000
GeneralAndAdministrativeExpense,2096697.000,
ImpairmentOfInvestments,10980.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-10316294.000,-10254344.000
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxesPaid,0.000,0.000
IncreaseDecreaseInAccountsPayable,467629.000,248067.000
IncreaseDecreaseInAccountsReceivable,-97021.000,-320587.000
IncreaseDecreaseInAccruedLiabilities,413059.000,
IncreaseDecreaseInDeferredRevenue,-45948.000,121328.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,8623030.000,54896.000
IncreaseDecreaseInDerivativeLiabilities,9275951.000,0.000
IncreaseDecreaseInInterestPayableNet,2340860.000,3545059.000
IncreaseDecreaseInOtherDeposits,-22986.000,22500.000
IncreaseDecreaseInOtherOperatingLiabilities,,521139.000
IncreaseDecreaseInPrepaidExpense,13452.000,12314.000
IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,-4365857.000,-2886577.000
InterestExpense,3743336.000,4125119.000
InterestPaid,559407.000,151893.000
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,
LossOnCashFlowHedgeIneffectiveness,0.000,
NetCashProvidedByUsedInFinancingActivities,-321019.000,79230.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-321019.000,79230.000
NetCashProvidedByUsedInInvestingActivities,-753910.000,-43697.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-753910.000,-43697.000
NetCashProvidedByUsedInOperatingActivities,72964.000,-141728.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,72964.000,-141728.000
NetIncomeLoss,-10316294.000,-10254344.000
NonoperatingIncomeExpense,-4697082.000,-4784287.000
OperatingExpenses,,1472942.000
OperatingIncomeLoss,-5619212.000,-5470057.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-10316294.000,
OtherNonoperatingIncomeExpense,84357.000,137462.000
PaymentsForCapitalImprovements,753910.000,43697.000
PaymentsOfDebtIssuanceCosts,0.000,
ProceedsFromRelatedPartyDebt,0.000,87500.000
ProceedsFromStockOptionsExercised,0.000,
ProvisionForDoubtfulAccounts,0.000,
RepaymentsOfLongTermCapitalLeaseObligations,16590.000,770.000
RepaymentsOfLongTermDebt,304429.000,7500.000
Revenues,14488727.000,8141816.000
SalesRevenueNet,14488727.000,8141816.000
ShareBasedCompensation,290202.000,177894.000
StockIssuedDuringPeriodSharesConversionOfUnits,280357.000,
StockOptionPlanExpense,185202.000,72894.000
UnrealizedGainLossOnDerivatives,-1038103.000,54896.000
WeightedAverageNumberOfDilutedSharesOutstanding,113608523.000,114944800.000
WeightedAverageNumberOfSharesOutstandingBasic,113608523.000,114944800.000
