,2011-09-30
AccountsPayableAndAccruedLiabilitiesNoncurrent,33190.000
AccountsPayableCurrent,17463.000
AccountsReceivableGrossCurrent,22364.000
AccruedLiabilitiesCurrent,76301.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-34878.000
AdditionalPaidInCapital,5186553.000
Assets,2120439.000
AssetsCurrent,722284.000
AssetsNoncurrent,1372266.000
CashAndCashEquivalentsAtCarryingValue,595188.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,250000000.000
CommonStockSharesIssued,78930892.000
CommonStockSharesOutstanding,76555493.000
CommonStockValue,7893.000
ConvertibleLongTermNotesPayable,455074.000
CustomerAdvancesCurrent,20000.000
DeferredRevenueCurrent,100370.000
DepositsAssetsNoncurrent,5862.000
DueToRelatedPartiesCurrent,556663.000
Goodwill,1333214.000
InventoryNet,68594.000
Liabilities,1259082.000
LiabilitiesAndStockholdersEquity,2120439.000
LiabilitiesCurrent,770817.000
LiabilitiesNoncurrent,488265.000
MinorityInterest,209970.000
PrepaidExpenseAndOtherAssetsCurrent,21131.000
PrepaidExpenseOtherNoncurrent,33190.000
PropertyPlantAndEquipmentNet,25888.000
PropertyPlantAndEquipmentOther,60766.000
RestrictedCashAndCashEquivalentsAtCarryingValue,15008.000
RetainedEarningsAccumulatedDeficit,-4543059.000
StockholdersEquity,651387.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,861357.000
