,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableAndOtherAccruedLiabilities,,15281000.000,18223000.000,13562000.000,11536000.000,10750000.000,9866000.000,7519000.000,6089000.000,5766000.000,1629000.000,2346000.000
AccountsPayableCurrentAndNoncurrent,2990000.000,,,,,,,,,,,
AccountsPayableOtherCurrentAndNoncurrent,2764000.000,2873000.000,3243000.000,3773000.000,3676000.000,2804000.000,2251000.000,2684000.000,1662000.000,2733000.000,1868000.000,1498000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,400000.000,,
AccruedIncomeTaxes,3671000.000,3782000.000,3979000.000,4082000.000,3770000.000,3804000.000,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,9331000.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,4916000.000,5297000.000,5824000.000,5880000.000,3374000.000,210000.000,226000.000,239000.000
AdditionalPaidInCapitalCommonStock,462144000.000,464285000.000,463497000.000,455540000.000,452299000.000,451850000.000,453938000.000,454779000.000,457540000.000,456003000.000,455910000.000,455591000.000
AgedFailsToDeliver,,,,,,1914000.000,,,,,,
Assets,1821243000.000,2395188000.000,3303556000.000,4679841000.000,2790753000.000,1447716000.000,1229638000.000,625396000.000,143890000.000,108958000.000,95964000.000,91024000.000
CashAndCashEquivalentsAtCarryingValue,46436000.000,41199000.000,36672000.000,32688000.000,52733000.000,28482000.000,44868000.000,40412000.000,88498000.000,63375000.000,51353000.000,57466000.000
CashAndSecuritiesSegregatedUnderSecuritiesExchangeCommissionRegulation,,,,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,
CashEquivalentsAtCarryingValue,,,,,3100000.000,3000000.000,3100000.000,3200000.000,3300000.000,3300000.000,3800000.000,3500000.000
CommissionsPayableToBrokerDealersAndClearingOrganizations,1020905000.000,1393621000.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,133714786.000,133714786.000,133714786.000,133769219.000,133769219.000,133769219.000,133769219.000,133769219.000,6688387.000,6688387.000,6688387.000,6688387.000
CommonStockSharesOutstanding,127831586.000,127489924.000,120883601.000,127072570.000,125731141.000,124570033.000,124440655.000,122942752.000,6158340.000,6196143.000,6174990.000,6183489.000
CommonStockValue,1337000.000,1337000.000,1337000.000,1337000.000,1337000.000,1337000.000,1337000.000,1337000.000,1337000.000,1337000.000,1337000.000,1337000.000
CustomerAdvancesAndDeposits,,,,,344000.000,429000.000,360000.000,,,,,
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,,,,400000.000,,,,400000.000,
DeferredIncomeTaxLiabilities,2377000.000,1629000.000,1622000.000,1746000.000,,,,,,,,
DeferredRentCreditCurrent,,,,,,,,,1750000.000,2160000.000,2160000.000,
DeferredTaxAssetsDeferredIncome,,,,,,,92000.000,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,-823000.000,,,,,
DeferredTaxAssetsGross,,,,,,,33261000.000,,,,76344000.000,
DeferredTaxAssetsInvestments,,,,,,,-863000.000,,,,-4050000.000,
DeferredTaxAssetsNet,30028000.000,30254000.000,30766000.000,27193000.000,581000.000,2654000.000,,0.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,18747000.000,,,135000000.000,72996000.000,
DeferredTaxAssetsOther,,,,,,,1323000.000,,,,417000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,-337000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,12061000.000,,,,5007000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,2230000.000,,,,1143000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,,,,,,,831000.000,,,,831000.000,
DeferredTaxAssetsValuationAllowance,,,,,32100000.000,,33261000.000,,,,76344000.000,
DepositsWithClearingOrganizationsAndOthersSecurities,,,,,19182000.000,10826000.000,9566000.000,8266000.000,7056000.000,7056000.000,7056000.000,500000.000
DraftsPayable,,,,,1199000.000,452000.000,133000.000,1068000.000,144000.000,1191000.000,238000.000,103000.000
DueFromRelatedParties,1307000.000,1266000.000,1337000.000,1337000.000,1362000.000,1372000.000,1474000.000,1474000.000,1500000.000,1546000.000,856000.000,872000.000
DueToRelatedPartiesCurrentAndNoncurrent,5019000.000,5035000.000,4939000.000,4956000.000,594000.000,594000.000,2944000.000,2984000.000,1163000.000,1025000.000,475000.000,474000.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,23526000.000,23187000.000,26274000.000,10596000.000,15540000.000,17203000.000,34199000.000,9568000.000,2116000.000,3003000.000,1907000.000,1932000.000
EscrowDeposit,,,,,,,,,,,,0.000
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,,,,,0.000,0.000,0.000,,0.000
FairValueAssetsLevel2ToLevel1TransfersAmount,,,,,,,,0.000,0.000,0.000,,0.000
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,,,,,,,,0.000,0.000,0.000,,0.000
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,,,,,,,,0.000,0.000,0.000,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,41569000.000,48450000.000,23418000.000,22398000.000,20995000.000,17884000.000,18889000.000,
FairValueOfSecuritiesReceivedAsCollateralThatCanBeResoldOrRepledged,,,,,1900000000.000,100000000.000,137900000.000,20800000.000,,,,
FinancialInstrumentsOwnedAndPledgedAsCollateralAtFairValue,1169365000.000,1521751000.000,1553610000.000,1456154000.000,762817000.000,1099916000.000,1095431000.000,478427000.000,0.000,0.000,0.000,
FinancialInstrumentsOwnedPrincipalInvestmentsAtFairValue,16098000.000,19023000.000,18310000.000,18440000.000,19090000.000,19253000.000,20478000.000,21597000.000,20995000.000,17884000.000,18889000.000,19476000.000
FinancialInstrumentsSoldNotYetPurchasedAtFairValue,154189000.000,188093000.000,184996000.000,233499000.000,110333000.000,262274000.000,132730000.000,21713000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,2477000.000,2477000.000,2425000.000,2325000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,622000.000,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,248000.000,124000.000,,371000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,301000.000,301000.000,507000.000,406000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,337000.000,337000.000,559000.000,459000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,337000.000,337000.000,595000.000,495000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,364000.000,364000.000,595000.000,495000.000,,,,
