,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,208.000,,208.000,,208.000,,,,,,,,,,
AdvertisingExpense,5010.000,514.000,1847.000,6653.000,3713.000,6846.000,0.000,0.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,29673.000,,,56494.000,,,,103722.000,122308.000,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,208.000,,1570.000,,,,,,,,11917.000
AssetImpairmentCharges,62982.000,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareAdditions,,,,,,,,,,,,,,,,,84299.000
CapitalizedComputerSoftwareAmortization,,,18276.000,,18276.000,,18276.000,,18276.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,7572.000,,,,-79285.000,,,,-97700.000,,,,2306385.000,,,,
CostOfGoodsSold,74032.000,130062.000,42768.000,98116.000,77495.000,107467.000,210685.000,140959.000,173913.000,140082.000,70165.000,106556.000,,117717.000,137490.000,,139773.000
CostOfGoodsSoldDirectLabor,,,,,,,,,,,,,,49905.000,75575.000,,59970.000
CostOfRevenue,,,,,,,,,,,,,93144.000,,,,
CostOfServices,,17936.000,3099.000,,,,,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,-155766.000,-295618.000,,,-114422.000,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,155766.000,295618.000,,,114422.000,,,,,,,,,,,,
Depreciation,,,,,,858.000,454.000,,341.000,917.000,589.000,263.000,,,,,
DepreciationDepletionAndAmortization,1838.000,,570.000,,18913.000,,,,20186.000,,,,33172.000,,,,58509.000
DepreciationExpense,,1245.000,,,,,,,,,,,,,,,
