,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AssetManagementCosts,181801.000,165810.000,132147.000,115435.000,108204.000,88793.000,78719.000,70044.000,59424.000,48867.000,14097.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-796679.000,,,,-236363.000,,,,-641063.000,
CostsAndExpenses,,,,,,,,543391.000,451247.000,,301617.000,68520.000
FloorBrokerageExchangeAndClearanceFees,64145.000,28133.000,25910.000,25578.000,33918.000,33762.000,25588.000,26604.000,21713.000,16650.000,1060.000,
GainLossOnInvestments,,-418989.000,206085.000,-46881.000,16299.000,-42624.000,-28385.000,-27339.000,-9049.000,-7136.000,-5893.000,
GainLossOnSaleOfInvestments,,,-18981254.000,,,,-11855334.000,,,,-36108777.000,
GeneralAndAdministrativeExpense,221603.000,210418.000,269902.000,235939.000,228526.000,176606.000,264551.000,222310.000,211852.000,184814.000,223603.000,68520.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-177.000,,,,832.000,,,,-451.000,
IncreaseDecreaseInAccruedLiabilities,,,-3926.000,,,,-1897.000,,,,,
IncreaseDecreaseInOtherAccruedLiabilities,,,-5748.000,,,,-2780.000,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-1281.000,,,,-1708.000,,,,,
IncreaseDecreaseInPayablesToBrokerDealers,,,903.000,,,,-2373.000,,,,4743.000,
InvestmentIncomeInterest,43725.000,163259.000,138886.000,111542.000,119648.000,74727.000,58480.000,43073.000,37626.000,28622.000,17977.000,43.000
InvestmentIncomeInterestAndDividend,,-255730.000,344971.000,64661.000,135947.000,32103.000,30095.000,15734.000,28577.000,21486.000,12084.000,43.000
InvestmentIncomeInvestmentExpense,923272.000,859837.000,700482.000,618421.000,576716.000,445822.000,411406.000,368946.000,280006.000,253879.000,94364.000,43.000
InvestmentIncomeNet,-879547.000,-1115567.000,-355511.000,-553760.000,-440769.000,-413719.000,-381311.000,-353212.000,-251429.000,-232393.000,-82280.000,
MarketingExpense,495821.000,452207.000,360401.000,314823.000,295102.000,242161.000,214688.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-5205434.000,,,,-3472272.000,,,,-9513529.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5205434.000,,,,-3472272.000,,,,-9513529.000,
NetCashProvidedByUsedInOperatingActivities,,,4408755.000,,,,3235909.000,,,,8872466.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,4408755.000,,,,3235909.000,,,,8872466.000,
NetIncomeLoss,-6587387.000,-3518508.000,-1119378.000,-532060.000,-775390.000,-2754710.000,444072.000,564003.000,-2707555.000,158476.000,-824171.000,
NetIncomeLossPerOutstandingLimitedPartnershipUnit,,,,-23.830,-37.150,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,38.130,-201.800,,-145.640,
ProceedsFromIssuanceOrSaleOfEquity,,,168289.000,,,,0.000,,,,,
ProceedsFromOtherEquity,,,46214.000,,,,0.000,,,,,
ProfessionalFees,165987.000,151889.000,119946.000,105191.000,99182.000,74884.000,54154.000,48046.000,40892.000,33539.000,4703.000,
TradingGainsLosses,-5707840.000,-2402941.000,-763867.000,21700.000,-334621.000,-2340991.000,825383.000,917215.000,-2456126.000,390869.000,-741891.000,
TradingSecuritiesRealizedGainLoss,-5805200.000,-5835071.000,1306488.000,186766.000,885634.000,-3176725.000,1058298.000,-301443.000,-705066.000,-761771.000,72539.000,-32184.000
TradingSecuritiesUnrealizedHoldingGainLoss,161505.000,3460263.000,-2044445.000,-139488.000,-1186337.000,869496.000,-207327.000,1245262.000,-1729347.000,1169290.000,-813370.000,32184.000
UnrealizedGainLossOnCommodityContracts,,,-2044445.000,,-1186337.000,,-207327.000,,,,-813370.000,
WeightedAverageLimitedPartnershipUnitsOutstanding,29255.848,28883.770,25211.350,22323.185,20869.228,-46536.085,16685.516,14790.956,13416.740,-30772.667,5658.993,
