,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AdjustmentForAmortization,,225.000,225.000,225.000,225.000,,225.000,225.000,225.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,0.000,,-17.000,-17.000,
CashPeriodIncreaseDecrease,,,,,,,,,-17.000
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,,,,,0.000,,0.000,0.000,0.000
DepreciationDepletionAndAmortization,,,,,,,225.000,225.000,225.000
EarningsPerShareBasicAndDiluted,,,,,-0.000,,-0.000,0.000,-0.000
FutureAmortizationExpenseYearOne,,,,,225.000,,,,
GeneralAndAdministrativeExpense,,,,,0.000,,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,10878.000,7500.000,7410.000
IncomeTaxesPaid,,,,,,,,,0.000
IncomeTaxesPaidNet,,,,,0.000,,0.000,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,12361.000,,0.000,,1225.000,220.000,0.000
IncreaseDecreaseInAccountsReceivable,,,,,0.000,,0.000,0.000,0.000
IncreaseDecreaseInDueToOfficersAndStockholders,,,,,,,,7038.000,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,,,,,,46599.000,
InterestPaid,,,,,0.000,,,,
InterestPaidNet,,,,,,,0.000,0.000,0.000
LeveragedBuyoutProfessionalFeesAndOther,141.000,,,,,,,,
LossContingencyAccrualCarryingValueProvision,,,-23305.000,-5978.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,9618.000,5961.000,6029.000,6642.000,9411.000,7038.000,7168.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,9618.000,5961.000,6029.000,6642.000,9411.000,7038.000,7168.000
NetCashProvidedByUsedInInvestingActivities,,,,,0.000,,0.000,0.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,0.000,,0.000,0.000,0.000
NetCashProvidedByUsedInOperatingActivities,,,-10719.000,-5978.000,-6046.000,-26659.000,-9428.000,-7055.000,-7185.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-10719.000,-5978.000,-6046.000,-26659.000,-9428.000,-7055.000,-7185.000
NetIncomeLoss,,,,,-6046.000,,-10878.000,-7500.000,-7410.000
PaymentsForLoans,,,,,,,0.000,0.000,0.000
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,,,,,,9411.000,7038.000,7168.000
ProceedsFromIssuanceOfCommonStock,,,,,0.000,,0.000,0.000,0.000
ProceedsFromLoans,,,,,,,0.000,0.000,0.000
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,,,,0.000,,0.000,0.000,0.000
ProfessionalFees,,,,,6046.000,,10653.000,7275.000,7185.000
ProfitLoss,,,,,-6271.000,,-10878.000,-7500.000,-7410.000
ProvisionForDoubtfulAccounts,,,,,0.000,,0.000,0.000,0.000
RepaymentsOfRelatedPartyDebt,,,,,,,,0.000,
Revenues,0.000,,,,0.000,,0.000,0.000,0.000
SalesRevenueNet,0.000,,,,0.000,,0.000,0.000,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,12500000.000,,12500000.000,12500000.000,12500000.000
