,2011-09-30,2011-12-31
AccountsPayableCurrent,2420412.000,3942230.000
AccountsReceivableNetCurrent,10011601.000,8442861.000
AccruedIncomeTaxesCurrent,622803.000,622803.000
AccruedLiabilitiesCurrent,510085.000,925073.000
AdditionalPaidInCapital,42662855.000,42763640.000
AllowanceForDoubtfulAccountsReceivableCurrent,204645.000,357622.000
Assets,34821497.000,40764295.000
AssetsCurrent,24241337.000,29343935.000
BankLoans,1550613.000,4287097.000
CashAndCashEquivalentsAtCarryingValue,1455241.000,1265058.000
CommonStockParOrStatedValuePerShare,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,16978455.000,16978455.000
CommonStockSharesOutstanding,16978455.000,16978455.000
CommonStockValue,169785.000,169785.000
DueToRelatedPartiesCurrent,23793597.000,24840111.000
Goodwill,6424314.000,6424314.000
IntangibleAssetsNetExcludingGoodwill,3545662.000,4251539.000
InventoryNet,12517762.000,19342463.000
LiabilitiesAndStockholdersEquity,34821497.000,40764295.000
LiabilitiesCurrent,28897510.000,34617314.000
OtherAssetsCurrent,156733.000,193551.000
PreferredStockParOrStatedValuePerShare,0.010,0.010
PreferredStockSharesAuthorized,3333333.000,3333333.000
PropertyPlantAndEquipmentNet,610184.000,744507.000
RestrictedCashAndCashEquivalentsAtCarryingValue,100000.000,100002.000
RetainedEarningsAccumulatedDeficit,-36908653.000,-36786444.000
StockholdersEquity,5923987.000,6146981.000
