,2015-09-30,2015-12-31,2016-03-31
AdjustmentForAmortization,37901.000,25070.000,24505.000
CashAndCashEquivalentsPeriodIncreaseDecrease,13853838.000,,
ComprehensiveIncomeNetOfTax,929181.000,711785.000,3045723.000
CostOfGoodsSold,7905107.000,7802077.000,6894055.000
CurrentIncomeTaxExpenseBenefit,1125562.000,1039903.000,873937.000
DebtConversionConvertedInstrumentSharesIssued1,1593538.000,,
DeferredFederalIncomeTaxExpenseBenefit,-56930.000,-54015.000,-63146.000
DeferredIncomeTaxExpenseBenefit,-56930.000,,
Depreciation,568014.000,3851.000,2919.000
DepreciationDepletionAndAmortization,605915.000,609776.000,581193.000
EarningsPerShareBasicAndDiluted,0.300,0.180,0.210
EffectOfExchangeRateOnCashAndCashEquivalents,-1029044.000,,
EffectiveIncomeTaxRateContinuingOperations,0.230,0.320,0.242
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.250,0.250,0.250
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,-0.008,-0.014,-0.020
FairValueAdjustmentOfWarrants,-348199.000,,
ForeignCurrencyTransactionGainLossBeforeTax,-5934.000,3699.000,
GeneralAndAdministrativeExpense,778625.000,1363588.000,670288.000
GrossProfit,5445761.000,4789583.000,4310809.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,4649315.000,3082137.000,3356291.000
IncomeTaxExpenseBenefit,1068632.000,985888.000,810791.000
IncomeTaxesPaidNet,833464.000,,
IncreaseDecreaseDueFromOtherRelatedParties,159600.000,,
IncreaseDecreaseInAccountsPayableTrade,860878.000,,
IncreaseDecreaseInAccountsReceivable,-134164.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,795076.000,,
IncreaseDecreaseInCustomerDeposits,1596.000,,
IncreaseDecreaseInDueToOtherRelatedParties,75000.000,,
IncreaseDecreaseInInventories,148072.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-506997.000,,
IncreaseDecreaseInPrepaidExpensesOther,-13410.000,,
InterestAndDebtExpense,,,224144.000
InterestExpense,268165.000,217505.000,251372.000
InterestExpenseLesseeAssetsUnderCapitalLease,43454.000,36945.000,27228.000
InterestPaidNet,195659.000,,
InvestmentIncomeInterest,19903.000,26134.000,28372.000
MarketableSecuritiesRealizedGainLoss,348199.000,-205425.000,36663.000
NetCashProvidedByUsedInFinancingActivities,10834385.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,10834385.000,,
NetCashProvidedByUsedInInvestingActivities,-218055.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-218055.000,,
NetCashProvidedByUsedInOperatingActivities,4266552.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,4266552.000,,
NetIncomeLoss,3580683.000,2096249.000,2545500.000
NonoperatingIncomeExpense,126827.000,-237596.000,-198895.000
OperatingExpenses,923273.000,1469850.000,755623.000
OperatingIncomeLoss,4522488.000,3319733.000,3555186.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-2651502.000,-1384464.000,500223.000
OtherNonoperatingIncomeExpense,49334.000,155842.000,-12558.000
PaymentsForConstructionInProcess,68752.000,,
PaymentsToAcquireMachineryAndEquipment,149303.000,,
PensionAndOtherPostretirementBenefitContributions,34800.000,41111.000,30667.000
ProceedsFromBankDebt,5027400.000,,
ProceedsFromIssuanceInitialPublicOffering,11510157.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,-204924.000,,
ProceedsFromShortTermCapitalLeaseObligations,-311248.000,,
RecyclingRevenue,,1919020.000,1556473.000
RepaymentsOfBankDebt,5187000.000,,
Revenues,13350868.000,12591660.000,11204864.000
SalesRevenueNet,13350868.000,12591660.000,11204864.000
SellingExpense,144648.000,106262.000,85335.000
ShareBasedCompensation,135000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.011,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,0.940,,
ShippingHandlingAndTransportationCosts,81611.000,58403.000,49794.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,26800000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,11869938.000,11869938.000,11970616.000
