,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30
AccountsPayableCurrent,363000.000,313000.000,227000.000,279000.000,383000.000,384000.000,519000.000,313000.000,289000.000,363000.000,230000.000,307000.000,397000.000,385000.000,398000.000,425000.000,225000.000,259000.000,190000.000,164000.000,455000.000,751000.000,494000.000
AccountsReceivableNetCurrent,865000.000,796000.000,943000.000,770000.000,817000.000,864000.000,867000.000,1081000.000,765000.000,656000.000,700000.000,785000.000,643000.000,385000.000,680000.000,1018000.000,907000.000,931000.000,502000.000,528000.000,806000.000,851000.000,1384000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,29000.000,,7000.000,18000.000,29000.000,,7000.000,18000.000,29000.000,,7000.000,18000.000,29000.000,0.000,10000.000,21000000.000,32000.000,43000.000
AccruedEmployeeBenefitsCurrent,,,,,,367000.000,383000.000,451000.000,443000.000,385000.000,516000.000,539000.000,562000.000,387000.000,500000.000,575000.000,661000.000,445000.000,390000.000,447000.000,461000000.000,344000.000,372000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,,10000.000,10000.000,125000.000,0.000,,,0.000,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,23000.000,7000.000,11000.000,14000.000,16000.000,11000.000,15000.000,9000.000,13000.000,11000.000,15000.000,17000.000,10000.000,0.000,,,,
AccruedLiabilitiesCurrent,782000.000,454000.000,,,582000.000,437000.000,418000.000,722000.000,562000.000,469000.000,590000.000,605000.000,631000.000,440000.000,520000.000,632000.000,1344000.000,542000.000,404000.000,497000.000,490000.000,443000.000,472000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,2427000.000,,,,2664000.000,,,,2887000.000,,,,3095000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,13000.000,23000.000,15000.000,10000.000,14000.000,13000.000,14000.000,14000.000,15000.000,15000.000,15000.000,15000.000,17000.000,8000.000,17000.000,1000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,2749000.000,2749000.000,,2751000.000,2759000.000,2759000.000,,2759000.000,1834000.000,1834000.000
AdditionalPaidInCapitalCommonStock,2736000.000,2736000.000,2736000.000,2736000.000,2737000.000,2743000.000,2743000.000,2743000.000,2743000.000,2743000.000,2743000.000,2743000.000,2749000.000,,,2749000.000,,,,2759000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,2000.000,2000.000,2000.000,95000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2.000,2.000,2000.000,2.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
Assets,12179000.000,12217000.000,12224000.000,12213000.000,12488000.000,12299000.000,12116000.000,12380000.000,12506000.000,12435000.000,12598000.000,12707000.000,12895000.000,13376000.000,13275000.000,13595000.000,13604000.000,12638000.000,12162000.000,12201000.000,12322000.000,8959000.000,8864000.000
AssetsCurrent,11456000.000,11517000.000,11459000.000,11493000.000,11824000.000,11680000.000,11489000.000,11752000.000,11844000.000,11802000.000,11984000.000,12142000.000,12368000.000,12873000.000,12787000.000,13129000.000,13106000.000,12159000.000,11708000.000,11757000.000,11843000.000,8441000.000,8354000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,,,,6740000.000,6491000.000,,
AvailableForSaleSecurities,,,,,,,,5173000.000,6006000000.000,6013000.000,6206000.000,6261000.000,6408000.000,,,6971000.000,7224000.000,6712000.000,6490000.000,6740000.000,6491000.000,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,5160000.000,,,,6260000.000,,,,6970000.000,,,,6738000.000,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,,996000.000,249000000.000,747000.000,747000.000,,,,,,,,,1648000.000,1397000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,,1001000.000,251595000.000,747443000.000,746996.000,,6406000.000,6720000.000,6970000.000,,997000.000,1396000.000,1753000.000,1646000.000,1392000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,,,,5160000.000,6006000000.000,6013000.000,6206000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,,4164000.000,5757000000.000,5266000.000,5459000.000,6260000.000,6408000.000,6720000.000,6970000.000,6970000.000,,,,5092000.000,5094000.000,2739000.000,1992000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,4172000.000,5763519000.000,5267188000.000,5457566.000,6261000.000,,,,6971000.000,6215000.000,5314000.000,4731000.000,5094000.000,5090000.000,2739000.000,1993000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,,,,,,,,,,7212000.000,6710000.000,6484000.000,6740000.000,6482000.000,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,,,,13000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,991000.000,920000.000,671000.000,1297000.000,753000.000,711000.000,377000.000,625000.000,792000.000,698000.000,489000.000,820000.000,929000.000,446000.000,795000.000,634000.000,507000.000,888000.000,1130000.000
CashFDICInsuredAmount,,,,,,,,250000.000,,,,250000.000,,,,250000.000,,,,250000.000,,,
CommitmentsAndContingencies,,0.000,,,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,2267775.000,2267775.000,2267775.000,2267775.000,2269775.000,2177832.000,2177832.000,2177832.000,2177832.000,2177832.000,2177832.000,2177832.000,2185832.000,2185832.000,2185832.000,2185832.000,2187132.000,2571234.000,2571234.000,,2232977.000,1901950.000,1901950.000
CommonStockSharesOutstanding,2267775.000,2267775.000,2267775.000,2267775.000,2269775.000,2177832.000,2177832.000,2177832.000,2177832.000,2177832.000,2177832.000,2177832.000,2185832.000,2185832.000,2185832.000,2185832.000,2187132.000,2298004.000,2232977.000,2232977.000,2232977.000,1901950.000,1901950.000
CommonStockValue,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,23000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000
CustomerDepositsCurrent,141000.000,135000.000,101000.000,25000.000,21000.000,67000.000,66000.000,271000.000,504000.000,296000.000,196000.000,94000.000,6000.000,97000.000,95000.000,20000.000,25000.000,24000.000,15000.000,28000.000,17000.000,43000.000,12000.000
DeferredTaxAssetsGross,,,,,,6840000.000,7167000.000,1221000.000,1239000.000,1253000.000,1470000.000,1177000.000,1166000.000,1181000.000,1181000.000,1130000.000,1145000.000,1263000.000,1311000.000,1289000.000,1225000.000,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,5272000.000,5259000.000,5259000.000,5363000.000,5263000.000,5214000.000,4946000.000,4540000.000,3928000.000,3916000.000,3984000.000,3918000.000,3805000.000,3805900.000,,
DeferredTaxAssetsInventory,,,,,,856000.000,920000.000,831000.000,849000.000,863000.000,860000.000,930000.000,919000.000,934000.000,934000.000,1044000.000,1059000.000,1166000.000,1197000.000,1170000.000,1160000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,5421000.000,5761000.000,5330000.000,5330000.000,5330000.000,5434000.000,5309000.000,5246000.000,4978000.000,4572000.000,3959000.000,3959000.000,3959000.000,3959000.000,3846000.000,3814000.000,,
DeferredTaxAssetsOther,,,,,,494000.000,663000.000,389000.000,389000.000,389000.000,609000.000,246000.000,246000.000,246000.000,246000.000,85000.000,85000.000,96000.000,113000.000,118000.000,64000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,6840000.000,7167000.000,1221000.000,1239000.000,1253000.000,1253000.000,1177000.000,1166000.000,1181000.000,1181000.000,1130000.000,1145000.000,1263000.000,1311000.000,1289000.000,1225000.000,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,5272000.000,5259000.000,5259000.000,5363000.000,5263000.000,5214000.000,4946000.000,4540000.000,3928000.000,3916000.000,3984000.000,3918000.000,3805000.000,3805900.000,,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
DividendsPayableCurrent,,,,,,,,,,,,,109000.000,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,,,109000.000,109000.000,,,547000.000,,,,,,
InventoryAdjustments,,,,,,2131000.000,2136000.000,2187000.000,2233000.000,2271000.000,2263000.000,2447000.000,2421000.000,2457000.000,2518000.000,-2748000.000,2768000.000,2909000.000,2950000.000,-3078500.000,3045000.000,-3190000.000,-3252000.000
InventoryFinishedGoods,,,,,,543000.000,608000.000,750000.000,903000.000,1203000.000,1635000.000,1782000.000,1363000.000,1232000.000,1317000.000,1077000.000,927000.000,1079000.000,1016000.000,980000.000,942000.000,996000.000,939000.000
InventoryFinishedGoodsNetOfReserves,,,,,,4000.000,64000.000,141000.000,248000.000,523000.000,963000.000,1074000.000,681000.000,521000.000,541000.000,357000.000,201000.000,310000.000,243000.000,165500.000,118000.000,173000.000,116000.000
InventoryGross,,,,,,5592000.000,6076000.000,6220000.000,6384000.000,6540000.000,6779000.000,6763000.000,6738000.000,7386000.000,7012000.000,6945000.000,6616000.000,6809000.000,6743000.000,6749000.000,6895000.000,6965000.000,6935000.000
InventoryNet,3116000.000,3177000.000,2965000.000,2982000.000,3076000.000,3461000.000,3940000.000,4033000.000,4151000.000,4269000.000,4516000.000,4316000.000,4317000.000,4929000.000,4494000.000,4197000.000,3848000.000,3900000.000,3793000.000,3671000.000,3850000.000,3776000.000,3683000.000
InventoryRawMaterials,,,,,,1974000.000,2393000.000,2131000.000,1756000.000,1908000.000,2401000.000,1878000.000,1902000.000,2060000.000,2165000.000,2124000.000,1634000.000,2022000.000,2012000.000,1854000.000,1927000.000,2009000.000,2051000.000
InventoryRawMaterialsNetOfReserves,,,,,,1524000.000,1943000.000,1759000.000,1384000.000,1560000.000,2053000.000,1431000.000,1455000.000,1613000.000,1770000.000,1720000.000,1227000.000,1550000.000,1578000.000,1365000.000,1472000.000,1383000.000,1364000.000
InventoryWorkInProcess,,,,,,3075000.000,3075000.000,3339000.000,3725000.000,3429000.000,2743000.000,3103000.000,3473000.000,4094000.000,3530000.000,3744000.000,4055000.000,3708000.000,3715000.000,3915000.000,4026000.000,3960000.000,3945000.000
InventoryWorkInProcessNetOfReserves,,,,,,1933000.000,1933000.000,2133000.000,2519000.000,2186000.000,1500000.000,1811000.000,2181000.000,2795000.000,2346000.000,2120000.000,2420000.000,2040000.000,1972000.000,2140000.000,2260000.000,2220000.000,2203000.000
Liabilities,2447000.000,2046000.000,1960000.000,1986000.000,2099000.000,1994000.000,1412000.000,1584000.000,1448000.000,1208000.000,1020000.000,1014000.000,1143000.000,922000.000,1013000.000,1077000.000,1594000.000,825000.000,609000.000,689000.000,962000.000,1237000.000,978000.000
LiabilitiesAndStockholdersEquity,12179000.000,12217000.000,12224000.000,12213000.000,12488000.000,12299000.000,12116000.000,12380000.000,12506000.000,12435000.000,12598000.000,12707000.000,12895000.000,13376000.000,13275000.000,13595000.000,13604000.000,12638000.000,12162000.000,12201000.000,12322000.000,8959000.000,8864000.000
LiabilitiesCurrent,2309000.000,1918000.000,1832000.000,1858000.000,1981000.000,1876000.000,1294000.000,1584000.000,1448000.000,1208000.000,1020000.000,1014000.000,1143000.000,922000.000,1013000.000,1077000.000,1594000.000,825000.000,609000.000,689000.000,962000.000,1237000.000,978000.000
LongTermDebtNoncurrent,138000.000,128000.000,128000.000,128000.000,118000.000,118000.000,118000.000,,,0.000,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,1470000.000,1370000.000,1370000.000,,1073000.000,3302000.000,3201000.000,,3095000.000,2890000.000,2789000.000,,2573000.000,2467000.000,2360000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,369000.000,297000.000,197000.000,94000.000,381000.000,303000.000,203000.000,102000.000,415000.000,415000.000,209000.000,105000.000,427000.000,320000.000,214000.000,107000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,454000.000,454000.000,467000.000,467000.000,467000.000,468000.000,481000.000,481000.000,481000.000,481000.000
