,2011-03-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,17196000.000,21121000.000,26844000.000,17244000.000,20920000.000,20772000.000,22425000.000,20286000.000,19290000.000,22061000.000,25109000.000,23900000.000,25675000.000,25621000.000,30367000.000,28583000.000,35014000.000,32874000.000,39622000.000,32932000.000,36825000.000,36159000.000,38702000.000,20739000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,180343000.000,201414000.000,204540000.000,248366000.000,264923000.000,328214000.000,293910000.000,294118000.000,247265000.000,212557000.000,219143000.000,227902000.000,236780000.000,231983000.000,227422000.000,221586000.000,213102000.000,187920000.000,136095000.000,121805000.000,122403000.000,120733000.000,105786000.000,119539000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,1305893000.000,1296550000.000,1288346000.000,1287314000.000
AdditionalPaidInCapitalCommonStock,1088955000.000,1221472000.000,1257653000.000,1319356000.000,1380445000.000,1400514000.000,1367199000.000,1359879000.000,1336738000.000,1329124000.000,1329792000.000,1329994000.000,1330648000.000,1327595000.000,1325340000.000,1325633000.000,1317486000.000,1310402000.000,1310563000.000,1309723000.000,,,,
Assets,10718227000.000,12537559000.000,12844622000.000,13674430000.000,14410565000.000,15015554000.000,14469263000.000,14490104000.000,14184763000.000,14138910000.000,14015968000.000,14141819000.000,14369438000.000,14323452000.000,14389069000.000,14531882000.000,14541285000.000,14302115000.000,14446366000.000,14109939000.000,14303357000.000,13905814000.000,13576876000.000,13710713000.000
AvailableForSaleSecurities,,,,,,,,,3335112000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,230172000.000,781405000.000,319388000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,299881000.000,374159000.000,458370000.000,123993.000,,,,,3223176000.000,2896754000.000,2125294000.000,1687243000.000,2369534000.000,1802563000.000,937977000.000,1777506000.000,1505427000.000,5066496000.000,2409663000.000,1554682000.000,1927986000.000,5468895000.000,4445721000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,296755000.000,369226000.000,451749000.000,97944.000,199206000.000,751645000.000,292582000.000,3310351000.000,3198273000.000,2857724000.000,2085181000.000,1020846000.000,1680345000.000,1095724000.000,407266000.000,1259485000.000,933211000.000,4468844000.000,1818868000.000,922011000.000,1114807000.000,4418674000.000,3418911000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,3126000.000,4933000.000,6621000.000,26049.000,30966000.000,29760000.000,26806000.000,24761000.000,24903000.000,39030000.000,40113000.000,666397000.000,689189000.000,706839000.000,530711000.000,518021000.000,572216000.000,597652000.000,590795000.000,632671000.000,813179000.000,1050221000.000,1026810000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,16000.000,26000.000,31000.000,,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,198.000,74000.000,120000.000,96000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,698000.000,1301000.000,842000.000,,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,399.000,167000.000,1963000.000,505000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,682000.000,1275000.000,811000.000,,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,201.000,93000.000,1843000.000,409000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,162936000.000,121167000.000,426717000.000,513572000.000,433241000.000,500741000.000,425445000.000,471510000.000,207431000.000,235102000.000,413356000.000,486293000.000,500900000.000,438622000.000,307526000.000,205615000.000,198600000.000,100502000.000,54185000.000,52054000.000,129171000.000,83697000.000,56732000.000,124638000.000
CommonStockCapitalSharesReservedForFutureIssuance,,1180441.000,1047951.000,858668.000,831668.000,829668.000,528018.000,528018.000,500018.000,519987.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,74994000.000,85256000.000,88287000.000,92951.000,97456000.000,98956000.000,96229000.000,95532000.000,95761000.000,95761000.000,95807000.000,95767000.000,95767000.000,95811000.000,95848000.000,95812000.000,95790000.000,95825000.000,95825000.000,95947000.000,95947000.000,95989000.000,95989000.000,96063000.000
CommonStockSharesOutstanding,74994000.000,85256000.000,70259000.000,88287.000,88287000.000,88287000.000,96229000.000,95532000.000,95761000.000,95761000.000,95807000.000,95767000.000,95767000.000,95811000.000,95848000.000,95812000.000,95790000.000,95825000.000,95825000.000,95947000.000,95947000.000,95989000.000,95989000.000,96063000.000
CommonStockValue,750000.000,853000.000,883000.000,929000.000,975000.000,990000.000,962000.000,955000.000,957000.000,957000.000,958000.000,958000.000,958000.000,958000.000,958000.000,958000.000,958000.000,958000.000,958000.000,959000.000,959000.000,960000.000,960000.000,961000.000
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
