,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-5000.000,,,,-1000.000,,,,-1000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,390000.000,,,,122000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,16000.000,,
AdvertisingExpense,16000.000,27000.000,28000.000,29000.000,46000.000,26000.000,25000.000,25000.000,55000.000,29000.000,32000.000,29000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,250000.000,,,,,,,,,,,
AmortizationOfIntangibleAssets,,39000.000,39000.000,39000.000,39000.000,34000.000,34000.000,34000.000,33000.000,30000.000,29000.000,30000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,288000.000,262000.000,288000.000,,,,
BankOwnedLifeInsuranceIncome,,38000.000,38000.000,37000.000,39000.000,43000.000,50000.000,51000.000,51000.000,50000.000,48000.000,50000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,35910000.000,,,,3281000.000,,,,-1845000.000,,
CommonStockDividendsPerShareCashPaid,,,0.280,,,,0.240,,,,0.250,
ComprehensiveIncomeNetOfTax,967000.000,727000.000,555000.000,763000.000,667000.000,597000.000,878000.000,885000.000,814000.000,791000.000,760000.000,993000.000
DepreciationDepletionAndAmortization,,55000.000,,,,53000.000,,,,50000.000,,
EarningsPerShareBasic,,0.260,0.250,0.270,0.250,0.180,0.280,0.310,0.280,0.270,0.290,0.350
EarningsPerShareDiluted,,0.260,0.250,0.270,0.250,0.180,0.280,0.310,0.280,0.270,0.290,0.340
FederalDepositInsuranceCorporationPremiumExpense,29000.000,31000.000,38000.000,33000.000,32000.000,33000.000,34000.000,33000.000,34000.000,37000.000,36000.000,36000.000
