,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,103376000.000,104917000.000,110527000.000,110380000.000,90359000.000,116575000.000,93810000.000,107742000.000,83102000.000
AccruedInvestmentIncomeReceivable,69497000.000,70777000.000,71038000.000,71322000.000,64295000.000,65252000.000,65236000.000,65361000.000,56701000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,89233000.000,132218000.000,173025000.000,166957000.000,185146000.000,202229000.000,265232000.000,244172000.000,192753000.000
AdditionalPaidInCapital,1905144000.000,1911979000.000,1890763000.000,1847034000.000,1807287000.000,1729311000.000,1715748000.000,1721241000.000,1724261000.000
AlternativeInvestmentsFairValueDisclosure,,,275576000.000,249971000.000,224282000.000,252159000.000,265468000.000,293193000.000,290861000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,2223597000.000,
Assets,10250379000.000,10497364000.000,10472330000.000,10185847000.000,10575778000.000,10696586000.000,10734010000.000,10677078000.000,10834172000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,5256460000.000,5450409000.000,5290124000.000,5288120000.000,5452922000.000,5413866000.000,5349407000.000,4819126000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,891020000.000,972146000.000,854323000.000,574092000.000,531366000.000,272773000.000,353177000.000,457220000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,887145000.000,966524000.000,852098000.000,564608000.000,522863000.000,268932000.000,347208000.000,444516000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,3875000.000,5622000.000,2225000.000,9484000.000,8503000.000,3841000.000,5969000.000,12704000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,673434000.000,769907000.000,700580000.000,645888000.000,691689000.000,689450000.000,740922000.000,618522000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,698045000.000,808277000.000,741380000.000,692793000.000,745704000.000,755944000.000,806024000.000,673265000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,1894171000.000,1797981000.000,1599497000.000,1616668000.000,1692557000.000,1677049000.000,1801004000.000,1615648000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,1945235000.000,1841567000.000,1638593000.000,1669327000.000,1740190000.000,1738464000.000,1858945000.000,1666694000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,438593000.000,486576000.000,476176000.000,463583000.000,429819000.000,434561000.000,432032000.000,366485000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,451020000.000,557058000.000,543092000.000,518787000.000,502286000.000,516635000.000,511379000.000,428052000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,5189543000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,570539000.000,650968000.000,692310000.000,714604000.000,668520000.000,652856000.000,461129000.000,596225000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,575601000.000,654477000.000,697266000.000,720056000.000,673639000.000,656827000.000,463931000.000,600785000.000
AvailableForSaleSecuritiesDebtSecurities,5290684000.000,5403312000.000,5662869000.000,5501925000.000,5518102000.000,5709850000.000,5728640000.000,5647303000.000,5068520000.000
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions,,483.000,650.000,524.000,364.000,332.000,199.000,262.000,263.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,397000.000,409000.000,320000.000,266000.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,248000.000,435000.000,239000.000,231000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,30728000.000,36283000.000,39669000.000,21649000.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,22060000.000,12826000.000,11962000.000,10514000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,30331000.000,35874000.000,39349000.000,21383000.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,21812000.000,12391000.000,11723000.000,10283000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,177580000.000,248743000.000,251470000.000,251631000.000,278988000.000,327600000.000,309858000.000,259908000.000
CashAndCashEquivalentsAtCarryingValue,1001051000.000,987057000.000,869975000.000,922844000.000,844743000.000,763957000.000,405809000.000,440298000.000,958108000.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,200000000.000,,,,,,,,
CommonStockSharesIssued,105733610.000,105794521.000,104323873.000,102101950.000,100707484.000,96853334.000,95985461.000,96059645.000,96192368.000
CommonStockSharesOutstanding,105733610.000,105749521.000,104323873.000,102101950.000,100707484.000,96853334.000,95985461.000,96059645.000,96192368.000
CommonStockValue,105734000.000,105795000.000,104324000.000,102102000.000,100707000.000,96853000.000,95985000.000,96060000.000,96192000.000
DeferredIncomeTaxLiabilities,,,,31309000.000,,,,34102000.000,
DeferredPolicyAcquisitionCosts,149197000.000,171517000.000,166353000.000,145850000.000,176199000.000,170904000.000,166128000.000,146328000.000,169239000.000
DeferredTaxAssetsGross,,,,53461000.000,,,,66129000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,-2283000.000,
DeferredTaxAssetsNet,,,,7809000.000,,,,,
DeferredTaxAssetsNetCurrent,,,,39118000.000,,,,31819000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,14845000.000,,,,25383000.000,
DeferredTaxAssetsOther,,,,865000.000,,,,924000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,15475000.000,,,,14863000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,,,,9256000.000,,,,10309000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsUnearnedPremiumsReserve,,,,11493000.000,,,,13269000.000,
DeferredTaxAssetsValuationAllowance,,,,14343000.000,,,,34310000.000,
DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,,,,3055000.000,,,,3970000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,,3398000.000,,,,4207000.000,
DeferredTaxLiabilitiesOther,,,,1327000.000,,,,0.000,
DeferredTaxLiabilitiesOtherComprehensiveIncome,,,,12243000.000,,,,16878000.000,
DeferredTaxLiabilitiesTaxDeferredIncome,,,,6515000.000,,,,8077000.000,
DepositContractsLiabilities,147424000.000,147428000.000,147493000.000,151035000.000,151058000.000,158412000.000,139518000.000,132910000.000,132617000.000
