,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-11-08,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedInvestmentIncomeReceivable,2508000.000,2872000.000,2417000.000,2396000.000,2057000.000,2033000.000,2044000.000,,1901000.000,1933000.000,1991000.000,1806000.000,1897000.000,1799000.000,1896000.000,1819000.000,1778000.000,1853000.000,2247000.000,2315000.000,2299000.000
AccruedLiabilitiesCurrentAndNoncurrent,10550000.000,10652000.000,10389000.000,10019000.000,10554000.000,11030000.000,11150000.000,,10824000.000,11497000.000,13006000.000,12150000.000,21153000.000,12378000.000,14290000.000,12623000.000,12248000.000,13427000.000,14494000.000,14075000.000,13393000.000
AccruedLiabilitiesFairValueDisclosure,,,,1358000.000,1377000.000,996000.000,1086000.000,,792000.000,751000.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,20510000.000,,,,21208000.000,,,21846000.000,,,,8941000.000,,,,9135000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1221000.000,961000.000,1065000.000,1952000.000,1607000.000,1524000.000,22000.000,,249000.000,544000.000,726000.000,960000.000,1261000.000,531000.000,824000.000,305000.000,924000.000,1254000.000,1313000.000,-991000.000,-533000.000
AdditionalPaidInCapitalCommonStock,33003000.000,33473000.000,33525000.000,33525000.000,34109000.000,34109000.000,34109000.000,,34883000.000,34883000.000,34883000.000,35318000.000,35318000.000,35318000.000,35318000.000,35318000.000,35868000.000,35867000.000,46788000.000,46788000.000,47201000.000
Assets,824116000.000,804177000.000,853874000.000,795954000.000,769223000.000,834908000.000,752112000.000,,747368000.000,825535000.000,777177000.000,778668000.000,867985000.000,800373000.000,808466000.000,796285000.000,883517000.000,826449000.000,970230000.000,954640000.000,1036732000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,79647000.000,83781000.000,88064000.000,84159000.000,86642000.000,91189000.000,86578000.000,92505000.000,102870000.000,97991000.000,103979000.000
AvailableForSaleSecurities,86041000.000,85670000.000,91130000.000,103489000.000,94965000.000,99515000.000,89949000.000,,84068000.000,88858000.000,80748000.000,85236000.000,89974000.000,84963000.000,87891000.000,91651000.000,87979000.000,94406000.000,104860000.000,96490000.000,103172000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,1461000.000,1695000.000,1978000.000,1345000.000,1465000.000,981000.000,1445000.000,1901000.000,1995000.000,495000.000,607000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,360000.000,240000.000,68000.000,541000.000,216000.000,519000.000,44000.000,,5000.000,1996000.000,1414000.000
AvailableForSaleSecuritiesAmortizedCost,,,,100529000.000,92530000.000,97206000.000,89915000.000,,83689000.000,88034000.000,79647000.000,83781000.000,88064000.000,84159000.000,86642000.000,91189000.000,86578000.000,92505000.000,102870000.000,97991000.000,103979000.000
