,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,69000000.000,16000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,1911000.000
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,,,,,,,,25000.000,,
AmortizationOfDebtDiscountPremium,,,43000.000,,,,-92000.000,,,,-30000.000,,
AmortizationOfFinancingCosts,,,,,,,,,3000.000,,5000.000,5000.000,
AmortizationOfFinancingCostsAndDiscounts,,,17000.000,,,,20000.000,,,,5000.000,,
AmortizationOfIntangibleAssets,359000.000,289000.000,289000.000,289000.000,289000.000,336000.000,263000.000,301000.000,301000.000,301000.000,343000.000,364000.000,364000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,2273417.000,2222368.000,,4259198.000,2012800.000,652677.000,-5240046.000,8637457.000,8556000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,246000.000,,,,-1635000.000,,,,-9036000.000,,
ComprehensiveIncomeNetOfTax,,,,4831000.000,300000.000,,1660000.000,1008000.000,2533000.000,1606000.000,-3349000.000,-2862000.000,-3268000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,4438000.000,,,,,,,,,,
CostsAndExpenses,30106000.000,27007000.000,28555000.000,30003000.000,29466000.000,32238000.000,32101000.000,32672000.000,30722000.000,29642000.000,28617000.000,29046000.000,27381000.000
DebtInstrumentUnusedBorrowingCapacityFee,,,,38000.000,38000.000,,38000.000,37000.000,,,,,
DeferredIncomeTaxExpenseBenefit,,,56000.000,,,,,,,,,,
Depreciation,,,406000.000,,,,542000.000,,,,498000.000,,
EarningsPerShareBasic,0.010,0.100,0.080,0.110,0.000,0.020,0.060,0.030,0.030,0.020,-0.070,-0.050,-0.040
EarningsPerShareDiluted,0.010,0.090,0.070,0.110,0.000,0.020,0.060,0.030,0.020,0.020,-0.070,-0.050,-0.040
EffectOfExchangeRateOnCashAndCashEquivalents,,,793000.000,,,,-682000.000,,,,-121000.000,,
EmployeeBenefitsAndShareBasedCompensation,,,,1838000.000,2210000.000,,1746000.000,2345000.000,1701000.000,1532000.000,1418000.000,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,598000.000,711000.000,,525000.000,689000.000,524000.000,448000.000,458000.000,603000.000,576000.000
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,119000.000,150000.000,,236000.000,336000.000,235000.000,180000.000,136000.000,95000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,1664000.000,,,,710000.000,,,,70000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,1664000.000,,,,710000.000,,,,70000.000,,
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,,,,,,,,,,,4500000.000,,
FinitelivedIntangibleAssetsAcquired1,,,,,,,,,,,4538000.000,,
GainLossOnSaleOfInvestments,,,,,,,416000.000,,,,,,
GeneralAndAdministrativeExpense,5304000.000,4885000.000,5847000.000,5711000.000,5360000.000,5590000.000,5880000.000,6168000.000,5156000.000,5478000.000,5693000.000,6344000.000,5422000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,4582000.000,,
GoodwillImpairmentLoss,,,,,,,,,,,0.000,,
GoodwillTranslationAdjustments,,,,,,,,,,,83000.000,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,1681000.000,,89000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1297000.000,7648000.000,5835000.000,7060000.000,2832000.000,2704000.000,3057000.000,2187000.000,1373000.000,2559000.000,-4630000.000,-2147000.000,-2570000.000
IncomeTaxExpenseBenefit,716000.000,2926000.000,1958000.000,1499000.000,2725000.000,1946000.000,38000.000,874000.000,138000.000,1325000.000,-1260000.000,185000.000,-547000.000
IncomeTaxesPaidNet,,,1427000.000,,,,225000.000,,,,48000.000,,
IncreaseDecreaseInAccountsPayable,,,187000.000,,,,-713000.000,,,,-415000.000,,
IncreaseDecreaseInAccountsReceivable,,,798000.000,,,,-8186000.000,,,,-10872000.000,,
IncreaseDecreaseInDeferredLiabilities,,,,,,,-116000.000,,,,102000.000,,
IncreaseDecreaseInDeferredRevenue,,,-324000.000,,,,-991000.000,,,,-2852000.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-1304000.000,,,,-893000.000,,,,-1301000.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,-1470000.000,,,,-453000.000,,,,-1789000.000,,
IncreaseDecreaseInOtherDeferredLiability,,,13000.000,,,,-52000.000,,,,-17000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,8000.000,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,175000.000,,,,124000.000,,,,944000.000,,
IncreaseDecreaseInRestructuringReserve,,,-42000.000,,,,-21000.000,,,,-137000.000,,
InterestAndDebtExpense,,,,,,,,57000.000,3000.000,,,,
InterestCostsIncurred,,,,,,,,,,,5000.000,5000.000,5000.000
InterestExpense,,,,,0.000,,,,,,,,
InterestExpenseDebt,233000.000,136000.000,139000.000,61000.000,55000.000,106000.000,60000.000,60000.000,37000.000,28000.000,13000.000,15000.000,24000.000
InterestPaid,,,131000.000,,,,38000.000,,,,17000.000,,
LicenseCosts,461000.000,424000.000,465000.000,492000.000,482000.000,479000.000,573000.000,551000.000,539000.000,459000.000,484000.000,512000.000,483000.000
LicensesRevenue,12442000.000,11815000.000,13392000.000,15693000.000,13304000.000,15497000.000,15480000.000,16155000.000,14338000.000,14576000.000,6218000.000,7335000.000,6164000.000
LineOfCreditFacilityCommitmentFeeAmount,,,,,,,125000.000,,,,,,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,,,,,0.005,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-200000.000,,,,-7173000.000,,,,-13004000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-200000.000,,,,-7173000.000,,,,-13004000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-2037000.000,,,,-3426000.000,,,,2248000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2037000.000,,,,-3426000.000,,,,2248000.000,,
NetCashProvidedByUsedInOperatingActivities,,,1690000.000,,,,9646000.000,,,,1841000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1690000.000,,,,9646000.000,,,,1841000.000,,
NetIncomeLoss,581000.000,4722000.000,3877000.000,5561000.000,107000.000,758000.000,3019000.000,1313000.000,1235000.000,1234000.000,-3370000.000,-2332000.000,-2023000.000
OperatingIncomeLoss,3632000.000,6802000.000,6281000.000,6225000.000,2713000.000,3338000.000,2817000.000,2230000.000,1569000.000,2764000.000,-4531000.000,-2533000.000,-3112000.000
OperatingLeasesRentExpenseNet,,,,,,,1100000.000,1.100,1100000.000,2199998.900,1100000.000,1100000.000,1100000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,793000.000,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeTax,,,,-927000.000,317000.000,,,,,,,,
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,,,845000.000,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,-889000.000,257000.000,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,-1335000.000,-250000.000,1243000.000,369000.000,10000.000,-533000.000,-1191000.000
OtherComprehensiveIncomeLossNetOfTax,,,,-730000.000,193000.000,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,561000.000,,,,,,,,,,
OtherComprehensiveIncomeLossTax,,,-284000.000,-197000.000,124000.000,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,52000.000,-38000.000,60000.000,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,,,-24000.000,-55000.000,55000.000,3000.000,11000.000,3000.000,-54000.000
OtherNonoperatingIncomeExpense,-2102000.000,982000.000,-307000.000,896000.000,174000.000,-528000.000,300000.000,17000.000,-159000.000,-177000.000,-86000.000,401000.000,566000.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,,,-11000.000,,,,146000.000,,
PaymentsForRepurchaseOfCommonStock,,,5000000.000,30000000.000,,,10000000.000,,,,9542000.000,,
PaymentsForRestructuring,,,,,,,,,,,235000.000,,
PaymentsOfDebtIssuanceCosts,,,,17000.000,17000.000,,20000.000,20000.000,,,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,,,3945000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,2049000.000,,,,161000.000,,,,52000.000,,
PaymentsToAcquireShortTermInvestments,,,8052000.000,,,,14869000.000,,,,1250000.000,,
ProceedsFromIssuanceOfCommonStock,,,3169000.000,,,,2179000.000,,,,1324000.000,,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,8072000.000,,,,11593000.000,,,,7641000.000,,
RepaymentsOfLinesOfCredit,,,33000.000,,,,12000.000,,,,4764000.000,,
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,6269000.000,5830000.000,5805000.000,5803000.000,6060000.000,6328000.000,6560000.000,6382000.000,6422000.000,5893000.000,7061000.000,6218000.000,5883000.000
RestrictedStockExpense,,,,282000.000,341000.000,,336000.000,498000.000,453000.000,434000.000,514000.000,1238000.000,
RestructuringCharges,437000.000,158000.000,18000.000,15000.000,21000.000,442000.000,68000.000,523000.000,246000.000,227000.000,106000.000,201000.000,212000.000
RestructuringReserveAccrualAdjustment,,,,,,,-23000.000,,,,-8000.000,,
RestructuringReserveSettledWithCash,,,,,,,66000.000,,,,,,
Revenues,33738000.000,33809000.000,34836000.000,36228000.000,32179000.000,35576000.000,34918000.000,34902000.000,32291000.000,32406000.000,24086000.000,26513000.000,24269000.000
SalesRevenueNet,33738000.000,33809000.000,34836000.000,36228000.000,32179000.000,35576000.000,34918000.000,34902000.000,32291000.000,32406000.000,24086000.000,26513000.000,24269000.000
SalesRevenueServicesNet,21296000.000,21994000.000,21444000.000,20535000.000,18875000.000,20079000.000,19438000.000,18747000.000,17953000.000,17830000.000,17868000.000,19178000.000,18105000.000
SellingAndMarketingExpense,10371000.000,10423000.000,10874000.000,12870000.000,12067000.000,13981000.000,13774000.000,14316000.000,13862000.000,13648000.000,11363000.000,11538000.000,11341000.000
ShareBasedCompensation,,,1459000.000,,,,1746000.000,,,,1418000.000,1907000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,6.400,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,,,129167.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageExpectedDividend,,,,,,,0.000,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,,,1700000.000,,,,279000.000,151000.000,132000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,8.010,,,2.710,,,,2.830,2.120,1.810
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,100000.000,,,,,,,,,
StockOptionPlanExpense,,,,1313000.000,1490000.000,,971000.000,1214000.000,737000.000,579000.000,591000.000,414000.000,
TechnologyServicesCosts,5224000.000,4998000.000,5257000.000,4823000.000,5187000.000,5082000.000,4983000.000,4431000.000,4196000.000,3636000.000,3567000.000,3869000.000,3676000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,81000.000,,,,112000.000,,,,,,
