,2011-06-30,2011-09-30
CostOfServices,221000.000,182000.000
DepreciationAndAmortization,15000.000,14000.000
EarningsPerShareBasicAndDiluted,0.000,0.000
GrossProfit,539000.000,234000.000
InterestExpense,9000.000,9000.000
LicenseAndServicesRevenue,760000.000,416000.000
NetIncomeLoss,54000.000,-239000.000
OperatingExpenses,476000.000,464000.000
OperatingIncomeLoss,63000.000,-230000.000
OtherGeneralExpense,8000.000,
SellingGeneralAndAdministrativeExpense,453000.000,450000.000
WeightedAverageNumberOfDilutedSharesOutstanding,145381000.000,
WeightedAverageNumberOfSharesOutstandingBasic,145250000.000,
