,2015-03-31,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AdjustmentOfWarrantsGrantedForServices,,,60000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-9741.000,,21256.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.010,0.000,0.000,0.000
GeneralAndAdministrativeExpense,20757.000,36663.000,246330.000,167057.000,121121.000,257043.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,54068.000,,9348.000,,,
IncreaseDecreaseInDeferredCharges,,,-10644.000,,,
IncreaseDecreaseInDerivativeAssets,,,224540.000,,,
IncreaseDecreaseInPrepaidExpense,,,-13451.000,,,
IncreaseDecreaseInPrepaidExpensesOther,-113932.000,,,,,
InterestExpense,,4490.000,219444.000,63784.000,6538.000,552033.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,113750.000,,,
NetCashProvidedByUsedInFinancingActivities,83000.000,,110074.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,83000.000,,110074.000,,,
NetCashProvidedByUsedInOperatingActivities,-92741.000,,-88818.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-92741.000,,-88818.000,,,
NetIncomeLoss,-20737.000,-41153.000,-472361.000,-182819.000,-58114.000,-1101948.000
OperatingExpenses,20757.000,36663.000,246330.000,167057.000,121121.000,279974.000
OperatingIncomeLoss,,-36663.000,-243830.000,-167057.000,-121121.000,-279973.000
OtherExpenses,,,228531.000,15762.000,63007.000,695961.000
OtherNonoperatingIncomeExpense,,-4490.000,,,,
ProceedsFromConvertibleDebt,83000.000,,0.000,,,
ProceedsFromIssuanceOfWarrants,,,60000.000,,,
ProceedsFromNotesPayable,,,145000.000,,,
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,,-10500.000,,,
ProceedsFromRelatedPartyDebt,-12140.000,,,,,
ProfitLoss,-20737.000,,-472361.000,,,
Revenues,20.000,0.000,2500.000,0.000,0.000,1.000
SalesRevenueNet,20.000,0.000,2500.000,0.000,0.000,1.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,70515450.000,73949450.000,82332735.000,86732665.000,91454000.000,-115279968.000
