,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,93100000.000,130319000.000,137415000.000,68647000.000,82282000.000,57208000.000,34717000.000,22192000.000,34753000.000,38741000.000,44049000.000,51472000.000
AccountsReceivableNetCurrent,41634000.000,47026000.000,46378000.000,41495000.000,32962000.000,23607000.000,27476000.000,16916000.000,25485000.000,25638000.000,43638000.000,33823000.000
AccruedIncomeTaxesCurrent,,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
AccruedLiabilitiesCurrent,17870000.000,12487000.000,13576000.000,17766000.000,21525000.000,24484000.000,25462000.000,18216000.000,21781000.000,21229000.000,64150000.000,38864000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,972000.000,600000.000,,,,,,,,
AccruedRoyaltiesCurrent,,,,,,,3196000.000,,,,8557000.000,
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,1624000.000,2100000.000,2500000.000,3000000.000,3500000.000,1000000.000,,,,,,
AccumulatedCapitalizedInterestCosts,,,,,,,2800000.000,200000.000,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,-65000.000,,-548000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-65000.000,-190000.000,-548000.000,-758000.000,-566000.000,-139000.000,,,,,,
AdditionalPaidInCapitalCommonStock,1391523000.000,1390848000.000,1391004000.000,1825650000.000,1826768000.000,1827896000.000,1829082000.000,1830552000.000,1832501000.000,1958043000.000,1958731000.000,1960788000.000
AssetRetirementObligationsNoncurrent,9534000.000,10050000.000,17400000.000,17942000.000,18488000.000,19092000.000,3401000.000,3487000.000,3639000.000,4599000.000,4806000.000,5054000.000
Assets,1890877000.000,1888685000.000,1884946000.000,2181468000.000,2153898000.000,2119179000.000,1266412000.000,1173165000.000,1100590000.000,1202991000.000,1197859000.000,1200290000.000
AssetsCurrent,538677000.000,307801000.000,154279000.000,390239000.000,306511000.000,281348000.000,269384000.000,206967000.000,144706000.000,208780000.000,249630000.000,198101000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,20673000.000,30520000.000,3618000.000,3162000.000,21971000.000,21965000.000,184000.000,184000.000,468000.000,468000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,131857000.000,,,,1022771000.000,,,,1131378000.000,
CapitalizedCostsAssetRetirementCosts,4000000.000,1700000.000,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000,700000.000,700000.000,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,1846581000.000,,,,2008768000.000,,,,2072130000.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,1714724000.000,,,,985997000.000,,,,940752000.000,
CapitalizedCostsProvedProperties,,,1044469000.000,,,,1288609000.000,,,,1545860000.000,
CapitalizedCostsUnprovedProperties,,,802112000.000,,,,720159000.000,,,,526270000.000,
CapitalizedExploratoryWellCosts,0.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,493420000.000,254743000.000,67517000.000,295359000.000,257622000.000,227869000.000,184405000.000,135821000.000,114056000.000,177669000.000,201229000.000,160458000.000
