,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-06-30,2013-09-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,892156.000,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,778740.000,,
AccountsPayableCurrent,84573.000,84141.000,,934350.000,899989.000,778740.000,892156.000,995748.000
AccountsReceivableGrossCurrent,,,,,,698000.000,698000.000,
AccountsReceivableNet,,,,524262.000,464376.000,,,
AccountsReceivableNetCurrent,,,,,,28000.000,28000.000,99051.000
AccruedLiabilitiesCurrent,2599459.000,801110.000,,850748.000,875840.000,1432274.000,683229.000,1717924.000
AdditionalPaidInCapital,26456631.000,30649006.000,,31204766.000,37088406.000,46980306.000,48642007.000,52685476.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,670000.000,670000.000,
AlternativeExcessNetCapital,,,,,,,-5101765.000,
Assets,175001.000,184064.000,,3126362.000,3047951.000,28000.000,28000.000,538153.000
AssetsCurrent,175001.000,184064.000,,569329.000,490918.000,28000.000,28000.000,538153.000
CashAndCashEquivalentsAtCarryingValue,1501.000,564.000,23034.000,41797.000,26542.000,0.000,0.000,94176.000
CommonStockParOrStatedValuePerShare,,,,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,50000000.000,,50000000.000,50000000.000,50000000.000,50000000.000,2500000000.000
CommonStockSharesIssued,547167.000,2167747.000,,10567747.000,12921297.000,15520799.000,27706061.000,2047508.000
CommonStockSharesOutstanding,547167.000,2167747.000,,10567747.000,12921297.000,15520799.000,27706061.000,2047508.000
CommonStockValueOutstanding,55.000,317.000,,1057.000,1292.000,1552.000,2771.000,205.000
ConvertibleLongTermNotesPayable,,,,,,45012.000,0.000,
ConvertibleNotesPayable,,,,,,203557.000,216711.000,325722.000
ConvertibleNotesPayableCurrent,,,,,,158545.000,216711.000,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.100
DebtInstrumentUnamortizedDiscount,,,,,,,164790.000,
DeferredFuelCost,,,,,,,,344926.000
DerivativeAssetFairValueGrossLiability,,,,,,,264110.000,
DerivativeFairValueOfDerivativeLiability,,,,,,,264110.000,
DerivativeFairValueOfDerivativeNet,,,,,,,,63330.000
DerivativeInstrumentsAndHedgesLiabilities,,,,,,,,-8370.000
DueToRelatedParties,332508.000,,,,,,,
DueToRelatedPartiesCurrent,,29254.000,,66754.000,66754.000,147227.000,164227.000,123012.000
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,334082.000,264110.000,718291.000
Goodwill,,,,2557033.000,2557033.000,,,
InterestPayableCurrent,,,,,,101988.000,,
Liabilities,3936106.000,1640005.000,,4913068.000,4872599.000,6067680.000,5393875.000,8299152.000
LiabilitiesAndStockholdersEquity,175001.000,184064.000,,3126362.000,3047951.000,28000.000,28000.000,538153.000
LiabilitiesCurrent,3936106.000,1640005.000,,4913068.000,4872599.000,5688586.000,5129765.000,8299152.000
LiabilitiesNoncurrent,,,,,,379094.000,264110.000,
LinesOfCreditCurrent,,,,,,,,501000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,1042572.000,
LongTermNotesPayable,,,,,,0.000,,
NotesAndLoansReceivableNetCurrent,,183500.000,,,,,,
NotesAndLoansReceivableNetNoncurrent,173500.000,,,,,,,
NotesPayable,,,,,,,1042572.000,
NotesPayableCurrent,,,,,,1678300.000,1042572.000,1044092.000
NotesPayableRelatedPartiesClassifiedCurrent,,493500.000,,1479200.000,1448000.000,1493500.000,2130870.000,2208106.000
NotesPayableRelatedPartiesCurrent,712566.000,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,1493500.000,2130870.000,
NotesPayableRelatedPartiesNoncurrent,,,,,,0.000,,
PreferredStockParOrStatedValuePerShare,,,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,200.000,,200.000,200.000,200.000,200.000,200.000
PreferredStockSharesIssued,200.000,200.000,,200.000,200.000,200.000,200.000,200.000
PreferredStockSharesOutstanding,200.000,200.000,,200.000,200.000,200.000,200.000,200.000
PreferredStockValueOutstanding,,,,,,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,3270.000,,,,
RetainedEarningsAccumulatedDeficit,-30217791.000,-32105264.000,,-32992529.000,-38914346.000,-53021538.000,-54010653.000,-60446680.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,370000.000,370000.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,1.340,,0.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,160795.000,181379.000,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,370000.000,370000.000,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,,1.340,
ShortTermBorrowings,,,,,,,,23380.000
ShortTermNonBankLoansAndNotesPayable,207000.000,232000.000,,1582016.000,1582016.000,,,665257.000
StockholdersEquity,-3761105.000,-1455941.000,,-1786706.000,-1824648.000,-6039680.000,-5365875.000,-7760999.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3761105.000,-1455941.000,,-1786706.000,-1824648.000,-6039680.000,-5365875.000,-7760999.000
