,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30
CapitalizedComputerSoftwareAmortization,,,27380.000,58927.000,58927.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,19119.000,,-51370.000,,
CostOfServices,79033.000,75252.000,82141.000,106982.000,97020.000,57851.000
CostOfServicesDirectLabor,,,80039.000,104506.000,97020.000,57851.000
CostsAndExpenses,80641.000,75602.000,,,,
DepreciationAndAmortization,38862.000,41807.000,40269.000,71851.000,70664.000,71020.000
EarningsPerShareBasic,-0.050,,,,,
EarningsPerShareBasicAndDiluted,,-0.020,-0.010,-0.010,-0.010,-0.010
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1324386.000,-758153.000,-542526.000,-570867.000,-592208.000,-594843.000
IncomeTaxExpenseBenefit,,-800.000,,,0.000,
IncomeTaxesPaid,,800.000,,,,
IncreaseDecreaseInAccountsPayable,,133975.000,,44453.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,54000.000,,,,
IncreaseDecreaseInAccountsReceivable,,7397.000,,-36125.000,,
IncreaseDecreaseInAccruedLiabilities,,96132.000,,70160.000,,
IncreaseDecreaseInCustomerDeposits,,,,-9957.000,,
IncreaseDecreaseInPrepaidExpense,,34907.000,,-7119.000,,
InterestExpense,-579.000,-663.000,337.000,,,
InterestIncomeOther,,,,-69.000,-17564.000,-46609.000
LeaseAndRentalExpense,,,,27052.000,27052.000,29757.000
MarketingAndAdvertisingExpense,,,,5187.000,9413.000,8406.000
NetCashProvidedByUsedInFinancingActivities,,168388.000,,131845.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,168388.000,,131845.000,,
NetCashProvidedByUsedInInvestingActivities,,-27901.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-27901.000,,,,
NetCashProvidedByUsedInOperatingActivities,,-121368.000,,-183215.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-121368.000,,-183215.000,,
NetIncomeLoss,-1324386.000,-758953.000,-542526.000,-570867.000,-592208.000,-594843.000
NonoperatingIncomeExpense,-927.000,1137.000,-25.000,315.000,-17655.000,-47937.000
OperatingExpenses,1514816.000,892933.000,703378.000,638531.000,648559.000,592140.000
OperatingIncomeLoss,-1323459.000,-759290.000,-542501.000,-571182.000,-574553.000,-546906.000
OtherCostOfServices,1608.000,350.000,2102.000,2476.000,0.000,
OtherNonoperatingIncomeExpense,-348.000,1800.000,312.000,384.000,-91.000,-1328.000
OtherSellingGeneralAndAdministrativeExpense,,14162.000,,,,
PaymentsForSoftware,,-20151.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,-7750.000,,,,
ProceedsFromIssuanceOfCommonStock,,81988.000,,100000.000,,
ProceedsFromNotesPayable,,,,31845.000,284000.000,
ProceedsFromRelatedPartyDebt,,90000.000,,,,
ProfessionalFees,225836.000,276569.000,159899.000,90423.000,130833.000,97999.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,7333.000,,0.000,
RepaymentsOfNotesPayable,,-3600.000,,,,
Revenues,191357.000,133643.000,160877.000,67349.000,74006.000,45234.000
SaleLeasebackTransactionMonthlyRentalPayments,,,,9017.000,,
SalesRevenueNet,191357.000,133643.000,160877.000,67349.000,74006.000,45234.000
SellingGeneralAndAdministrativeExpense,1169477.000,484793.000,413736.000,364088.000,340629.000,356864.000
ShareBasedCompensation,,,,151067.000,,
StockIssuedDuringPeriodSharesIssuedForServices,,,241933.000,,,
StockIssuedDuringPeriodValueIssuedForCash,,,,-21334.000,,
StockIssuedDuringPeriodValueIssuedForServices,,,61127.000,,,
StockOptionPlanExpense,,274452.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,40463993.000,41889590.000,44111354.000,44962170.000
WeightedAverageNumberOfSharesIssuedBasic,29284864.000,30990555.000,,,,
