,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,1634000.000,1700000.000,1008000.000,1515000.000,999000.000,633000.000,777000.000,1097000.000,1441000.000,1572000.000,1475000.000,1409000.000,1589000.000,1753000.000,1273000.000,1197000.000,725000.000
AccountsReceivableNetCurrent,5045000.000,4871000.000,2998000.000,3352000.000,2789000.000,2507000.000,2781000.000,2609000.000,3179000.000,3395000.000,2679000.000,2372000.000,2992000.000,2562000.000,1925000.000,1767000.000,1401000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,59000.000,,,,83000.000,,43000.000
AccruedLiabilitiesCurrent,1390000.000,1122000.000,1231000.000,953000.000,1230000.000,1108000.000,1149000.000,1484000.000,1471000.000,1442000.000,1513000.000,1715000.000,1651000.000,1681000.000,1540000.000,1340000.000,1371000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,16000.000,,,,47000.000,,,,74000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6641000.000,6540000.000,6591000.000,6335000.000,6342000.000,6397000.000,6434000.000,6469000.000,6500000.000,6531000.000,6552000.000,5940000.000,5997000.000,6086000.000,6174000.000,6257000.000,6340000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-883000.000,-882000.000,-872000.000,-879000.000,-860000.000,-870000.000,-885000.000,-868000.000,-881000.000,-912000.000,-925000.000,-926000.000,-921000.000,-865000.000,-632000.000,-562000.000,-575000.000
AdditionalPaidInCapitalCommonStock,44008000.000,44146000.000,44232000.000,44889000.000,45374000.000,45547000.000,45730000.000,45935000.000,46102000.000,46284000.000,46442000.000,46565000.000,46686000.000,50025000.000,50157000.000,50321000.000,50376000.000
AdvancesOnInventoryPurchases,,,,,,,,,,,415000.000,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,68000.000,53000.000,43000.000,41000.000,42000.000,35000.000,39000.000,38000.000,48000.000,54000.000,45000.000,60000.000,62000.000,41000.000,32000.000,10000.000,13000.000
