,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments,,,,,,,,,,,,,,,,,,,,,-898000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,,,,,,,,,3171000.000
AmortizationOfDeferredCharges,,,,,,,,,,,,,,,,,,,,,1707000.000,,,,0.000
AmortizationOfESOPAward,4880000.000,,,,5840000.000,,,,5935000.000,,,,3140000.000,,,,3691000.000,,,,4522000.000,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,,,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,333819.000,389536.000,,501274.000,593344.000,655168.000,-1573177.000,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,3000000.000,,,,,,,,,,,,400000.000,,,,400000.000
CashAcquiredFromAcquisition,,,,,3500000.000,,,,,,,,,,,,,,,,,,,,1943000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,39688000.000,,,,-180211000.000,,,,64773000.000,,,,-152645000.000,,,,13828000.000,,,,-33536000.000,,,,19259000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,-14017000.000,,,,0.000,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,88532000.000,,,,-5987000.000,,,,0.000,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,-11815000.000,,,,24298000.000,,,,0.000,,,,,,,,,,,,
ChangeInUnrealizedGainLossOnHedgedItemInForeignCurrencyFairValueHedge,,,,,0.000,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,39077000.000,10787000.000,18329000.000,-1006000.000,-13154000.000,19349000.000,32725000.000,-1101000.000,11772000.000,22221000.000,25347000.000,38479000.000,-21901000.000,3352000.000,4533000.000,-56881000.000,-29330000.000,-58205000.000,-39464000.000,-94792000.000,4573000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,136000.000,-44000.000,-369000.000,-50000.000,-848000.000,48000.000,910000.000,823000.000,2253000.000,6650000.000,5893000.000,8946000.000,1272000.000,-8723000.000,9133000.000,6821000.000,6481000.000,3704000.000,5625000.000,3200000.000,6669000.000
