,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-3000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,6000000.000,,,,8000000.000,,,,10000000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,7000000.000,6000000.000,,6000000.000,,,,,11000000.000,8000000.000,,9000000.000,8000000.000,8000000.000,6000000.000,9000000.000,7000000.000,8000000.000,7000000.000,7000000.000,8000000.000,7000000.000,8000000.000,8000000.000,9000000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,4000000.000,,27000000.000,27000000.000,25000000.000,139000000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,15309000.000,12696000.000,,15650000.000,13920000.000,9356000.000,-28624000.000,10963000.000,10002000.000,5063000.000,-20966000.000,8995000.000,2854000.000,2854000.000,-11844000.000,8947000.000,5042000.000,4982000.000,-13631000.000,4468000.000,3335000.000,1610000.000,-7754000.000,4743000.000,5287000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,123000000.000,,,,0.000,,,0.000,0.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,47000000.000,,,,17000000.000,,,,-9000000.000,,,,-22000000.000,,,,15000000.000,,,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-47000000.000,,,,-182000000.000,,,,-322000000.000,,,,-426000000.000,,,,79000000.000,,,,-662000000.000,,,,-175000000.000,
CashFlowHedgeGainLossReclassifiedToEarningsNet,,,,,,,8000000.000,,,,,,,,,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,4000000.000,,,,45000000.000,,,,43000000.000,,,,-46000000.000,,,,-41000000.000,,,,-38000000.000,
CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers,,,,,,,,,,,,,,,,,,,,,,,,,546000000.000,
