,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,318000000.000,504000000.000,447000000.000,367587000.000,418745000.000,557170000.000,457704000.000,373492000.000,462099000.000,714198000.000,517268000.000,430261000.000
AccountsReceivableNetCurrent,,,,,,,,24890000.000,26920000.000,36927000.000,23215000.000,26381000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,60000000.000,,,,56594000.000,,,,89655000.000,
AccruedIncomeTaxesCurrent,1000000.000,1000000.000,26000000.000,4758000.000,873000.000,6285000.000,44640000.000,36402000.000,,,78334000.000,108345000.000
AccruedInsuranceCurrent,,,71000000.000,,,,65716000.000,,,,77317000.000,
AccruedLiabilitiesCurrent,,,,,,,,,,,397497000.000,348807000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,38000000.000,,,,42577000.000,,,,49869000.000,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,63000000.000,61000000.000,62400000.000,,64900000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,51000000.000,53000000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1165000000.000,1169000000.000,1193000000.000,1219266000.000,1238069000.000,1259921000.000,1282727000.000,1309312000.000,1325603000.000,1347027000.000,1074972000.000,1094767000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1000000.000,-2000000.000,-12000000.000,-7489000.000,-14712000.000,-14624000.000,-22056000.000,-7847000.000,-12606000.000,-16256000.000,-14224000.000,-19496000.000
AdditionalPaidInCapitalCommonStock,545000000.000,549000000.000,558000000.000,566873000.000,577104000.000,582833000.000,592420000.000,549124000.000,493096000.000,468627000.000,233129000.000,142986000.000
Assets,1773000000.000,2030000000.000,2005000000.000,1922748000.000,1863958000.000,2083139000.000,2023277000.000,1938683000.000,2000971000.000,2291469000.000,2147640000.000,2009781000.000
AssetsCurrent,1240000000.000,1488000000.000,1462000000.000,1380188000.000,1319306000.000,1544885000.000,1499713000.000,1338248000.000,1407339000.000,1693427000.000,1542805000.000,1414849000.000
CashAndCashEquivalentsAtCarryingValue,90000000.000,194000000.000,378000000.000,272568000.000,70368000.000,114746000.000,409391000.000,171870000.000,114849000.000,149970000.000,298813000.000,197863000.000
CommonStockParOrStatedValuePerShare,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068
CommonStockSharesAuthorized,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000
CommonStockSharesIssued,204000000.000,204000000.000,206000000.000,207466000.000,208011000.000,208922000.000,208996000.000,207725000.000,205824000.000,204584000.000,193311000.000,188849000.000
CommonStockSharesOutstanding,204000000.000,204000000.000,206000000.000,207466000.000,208011000.000,208922000.000,208996000.000,207725000.000,205824000.000,204584000.000,193311000.000,188849000.000
CommonStockValue,14000000.000,14000000.000,14000000.000,13914000.000,13952000.000,13970000.000,13979000.000,13898000.000,13770000.000,13703000.000,12948000.000,12656000.000
DebtInstrumentCarryingAmount,,,3148000000.000,,,,2792150000.000,2785925000.000,2821700000.000,2779700000.000,2773475000.000,2761025000.000
DebtInstrumentUnamortizedDiscount,,,4000000.000,,,,,,,,,
DebtInstrumentUnamortizedPremium,,,5000000.000,,,,,,,,,
DebtWeightedAverageInterestRate,,,,,,,,,,,0.037,
DeferredFinanceCostsGross,,,95000000.000,,,,88800000.000,,,,,
DeferredFinanceCostsNet,,,41000000.000,,,,27783000.000,,,,25391000.000,
DeferredFinanceCostsNoncurrentNet,48000000.000,46000000.000,41000000.000,38336000.000,33800000.000,31711000.000,,,,,,
DeferredIncomeTaxLiabilities,,,76000000.000,,,,76033000.000,,,,61190000.000,
DeferredRentCreditCurrent,,,18000000.000,,,,19694000.000,,,,23396000.000,
DeferredTaxAssetsDeferredIncome,,,5000000.000,,,,7093000.000,,,,8985000.000,
DeferredTaxAssetsGross,,,130000000.000,,,,119482000.000,,,,100708000.000,
DeferredTaxAssetsLiabilitiesNet,,,49000000.000,,,,40399000.000,,,,35829000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,38000000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,11000000.000,,,,,44390000.000,39780000.000,30293000.000,36834000.000,37376000.000
DeferredTaxAssetsNet,,,125000000.000,,,,116432000.000,,,,97019000.000,
DeferredTaxAssetsNetCurrent,37000000.000,37000000.000,38000000.000,38446000.000,38473000.000,38474000.000,,,,,,
DeferredTaxAssetsNetNoncurrent,24000000.000,24000000.000,20000000.000,20349000.000,20203000.000,20205000.000,40399000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,8000000.000,,,,5463000.000,,,,4615000.000,
DeferredTaxAssetsOther,,,9000000.000,,,,8731000.000,,,,2294000.000,
DeferredTaxAssetsStateTaxes,,,4000000.000,,,,8156000.000,,,,4077000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,8000000.000,,,,6360000.000,,,,2408000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,16000000.000,,,,9387000.000,,,,9765000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,13000000.000,,,,13748000.000,,,,16403000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,15000000.000,,,,17880000.000,,,,18714000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,19000000.000,,,,17992000.000,,,,24602000.000,
DeferredTaxAssetsValuationAllowance,,,5000000.000,,,,3050000.000,,,,3689000.000,
