,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilities,41034.000,37249.000,38052.000,22464.000
AccountsPayableRelatedParties,123729.000,,,
AccountsPayableRelatedPartiesCurrent,,31838.000,21234.000,21234.000
AccruedLiabilities,10341.000,9346.000,,
AdditionalPaidInCapital,515614.000,515614.000,514689.000,514689.000
Assets,962179.000,941051.000,831290.000,826009.000
AssetsCurrent,84193.000,63817.000,51460.000,50730.000
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,660908.000,660908.000,660908.000,660908.000
CapitalizedCostsUnprovedProperties,217078.000,216326.000,118922.000,114371.000
Cash,35314.000,8300.000,28131.000,38532.000
CashAndCashEquivalentsAtCarryingValue,,8300.000,28131.000,38532.000
CommonStockParOrStatedValuePerShare,50893.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,700000000.000,700000000.000,700000000.000
CommonStockSharesIssued,,518175000.000,518175000.000,518175000.000
CommonStockSharesOutstanding,,518175000.000,518175000.000,518175000.000
CommonStockSharesSubscribedButUnissuedValue,157500.000,157500.000,157500.000,157500.000
CommonStockValue,,50893.000,51818.000,51818.000
DebtInstrumentUnamortizedDiscount,,,0.000,
DepositLiabilitiesAccruedInterest,8371.000,14276.000,19632.000,9335.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-334543.000,-272314.000,-233938.000,-226031.000
DueFromJointVenturesCurrent,,3302.000,,
InterestPayableCurrent,,,6935.000,
LiabilitiesAndStockholdersEquity,962179.000,941051.000,831290.000,826009.000
LiabilitiesCurrent,572715.000,489358.000,341221.000,328033.000
NoncashOrPartNoncashAcquisitionPayablesAssumed,37541.000,37541.000,,
NotesPayable,114240.000,114620.000,,
NotesPayableRelatedPartiesCurrent,275000.000,275000.000,275000.000,275000.000
OilAndGasPropertySuccessfulEffortMethodNet,877986.000,877234.000,779830.000,775279.000
OtherReceivables,43744.000,55517.000,23329.000,12198.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000
PreferredStockValue,,,,0.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,5135.000,3727.000,,
StockholdersEquity,389464.000,451693.000,490069.000,497976.000
