,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,313000000.000,401000000.000,454000000.000,490000000.000,417000000.000,336000000.000,292000000.000,211000000.000,208000000.000,205000000.000,193000000.000,246000000.000,305000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,21000000.000,22000000.000,27000000.000,24000000.000,18000000.000,18000000.000,20000000.000,18000000.000,10000000.000,13000000.000,14000000.000,17000000.000,13000000.000
AccruedIncomeTaxesCurrent,7000000.000,4000000.000,4000000.000,5000000.000,,,,,,,,,
AccruedLiabilitiesCurrent,100000000.000,103000000.000,120000000.000,125000000.000,108000000.000,106000000.000,97000000.000,94000000.000,94000000.000,96000000.000,95000000.000,100000000.000,94000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,61000000.000,63000000.000,64000000.000,51000000.000,55000000.000,60000000.000,64000000.000,65000000.000,74000000.000,80000000.000,87000000.000,93000000.000,101000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-17000000.000,1000000.000,-21000000.000,-45000000.000,-84000000.000,-71000000.000,-117000000.000,-134000000.000,-111000000.000,-119000000.000,-122000000.000,-142000000.000,-132000000.000
AdditionalPaidInCapitalCommonStock,,1946000000.000,1951000000.000,1952000000.000,1957000000.000,1963000000.000,1969000000.000,1980000000.000,1985000000.000,1991000000.000,1996000000.000,2002000000.000,2007000000.000
AllowanceForDoubtfulAccountsReceivable,,,,19000.000,,,,38000000.000,,,,34000000.000,
Assets,2343000000.000,2473000000.000,2558000000.000,2596000000.000,2609000000.000,2473000000.000,2186000000.000,1832000000.000,1738000000.000,1814000000.000,1711000000.000,1603000000.000,1663000000.000
AssetsCurrent,1826000000.000,1946000000.000,2032000000.000,2047000000.000,1907000000.000,1732000000.000,1532000000.000,1292000000.000,1201000000.000,1108000000.000,1024000000.000,959000000.000,1025000000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,10000000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,20000000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,175000000.000,236000000.000,166000000.000,195000000.000,122000000.000,114000000.000,126000000.000,90000000.000,131000000.000,136000000.000,131000000.000,106000000.000,102000000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,330000000.000,330000000.000,330000000.000,330000000.000,330000000.000,330000000.000,330000000.000,330000000.000,330000000.000,330000000.000,330000000.000,330000000.000
CommonStockSharesIssued,,107057698.000,107067457.000,107067457.000,107178567.000,107178567.000,107204061.000,107219138.000,107426047.000,107473952.000,107473952.000,107474904.000,107667793.000
CommonStockSharesOutstanding,,107057698.000,107067457.000,107067457.000,107178567.000,107178567.000,107204061.000,107219138.000,107426047.000,107473952.000,107473952.000,107474904.000,107667793.000
