,2012-12-31,2013-12-31,2014-12-31
AccretionExpense,21000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,16530000.000,,
AircraftRental,115000.000,,
AllocatedShareBasedCompensationExpense,16500000.000,3100000.000,3400000.000
AmortizationOfFinancingCostsAndDiscounts,5003000.000,4907000.000,5123000.000
AssetRetirementObligationAccretionExpense,420000.000,51000.000,56000.000
AssetRetirementObligationLiabilitiesIncurred,313000.000,68000.000,31000.000
AssetRetirementObligationLiabilitiesSettled,356000.000,,4000.000
AssetRetirementObligationRevisionOfEstimate,26000.000,125000.000,11000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,25683000.000,
CashAcquiredFromAcquisition,4118000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,24030000.000,-19463000.000,-8909000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,45792000.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,53636000.000,-244000.000,
ComprehensiveIncomeNetOfTax,-106195000.000,-67690000.000,-8176000.000
CostsAndExpenses,130882000.000,115255000.000,33579000.000
CurrentFederalTaxExpenseBenefit,,330000.000,-286000.000
CurrentForeignTaxExpenseBenefit,572000.000,-587000.000,
CurrentStateAndLocalTaxExpenseBenefit,642000.000,525000.000,57000.000
DebtInstrumentIncreaseAdditionalBorrowings,40000000.000,,
DecreaseInRestrictedCash,,,11500000.000
DeferredFederalIncomeTaxExpenseBenefit,82162000.000,-32711000.000,-14345000.000
DeferredForeignIncomeTaxExpenseBenefit,-456000.000,-542000.000,
DeferredIncomeTaxExpenseBenefit,47165000.000,-32820000.000,-14345000.000
DepreciationDepletionAndAmortization,6641000.000,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,-3633000.000,,
EarningsPerShareBasic,-1.080,-0.650,-0.750
EarningsPerShareDiluted,-1.110,-0.650,-0.750
EffectOfExchangeRateOnCashAndCashEquivalents,837000.000,-125000.000,50000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350
ExplorationExpense,12913000.000,,
ExtinguishmentOfDebtGainLossNetOfTax,11100000.000,,
FairValueAdjustmentOfWarrants,,-23394000.000,-12561000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,1311000.000
ForeignCurrencyTransactionGainLossBeforeTax,-65000.000,-11000.000,-58000.000
GainLossOnDispositionOfAssets,-27000.000,24434000.000,4055000.000
GainLossOnSaleOfBusiness,-787000.000,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,24434000.000,-4055000.000
GainsLossesOnExtinguishmentOfDebt,-28026000.000,-16568000.000,1936000.000
GeneralAndAdministrativeExpense,97941000.000,29391000.000,19675000.000
ImpairmentOfLongLivedAssetsHeldForUse,7500000.000,,
ImpairmentOfOilAndGasProperties,9764000.000,,
IncomeLossFromContinuingOperations,-54056000.000,-64463000.000,-8226000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,28864000.000,-97448000.000,-22800000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.550,-0.620,-0.750
IncomeLossFromContinuingOperationsPerDilutedShare,-0.580,-0.620,-0.750
IncomeLossFromDiscontinuedOperationsNetOfTax,,-3102000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-52171000.000,-3102000.000,
