,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,,,,474620.000
AmortizationOfDebtDiscountPremium,93335.000,,,,14381.000,,,,681.000,,,,37448.000,,,,414.000
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,-24016.000,,,,24009.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-16972.000,,,,4695.000,,,,131067.000,,,,-174.000,,,,
ComprehensiveIncomeNetOfTax,-1095857.000,-568327.000,,,-113033.000,-289615.000,-668332.000,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-1095857.000,-568327.000,,,-113033.000,-289615.000,-668332.000,,,,,,,,,,
ConversionOfStockSharesConverted1,,,,,18000000000.000,,,,,,,,,,,,
CostOfRevenue,,,,,,,,,90000.000,,,,,,,,
Depreciation,28.000,,,,,,,,,,,,8132.000,,,,7582.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,-229125.000,,,,-66187.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000
EquityIssuancePerShareAmount,,,,,,,,,0.000,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,1.590,,,,
FairValueInputsDiscountRate,,,,,,,,,,,,,0.002,,,,
GainLossOnDispositionOfAssets1,,,,,-3886.000,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,-3886.000,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-101282.000,-6500.000,766899.000,1527313.000,332880.000,949.000,,,,,,,,,,,
GrossProfit,,,,,,,,,110000.000,,,,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,,-2554006.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,-808233.000,,-1680969.000,,,,,,-240556.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-2554006.000,,,,,,-348914.000,,-224604.000,,-613682.000,-1033899.000,-967925.000,-1040610.000,-474620.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1095857.000,-568327.000,,,-113033.000,-289615.000,-668332.000,,,-226416.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,27778.000,,,,190226.000,,,,300959.000,,,,170680.000,,,,97128.000
IncreaseDecreaseInAccountsReceivable,54719.000,,,,3535.000,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,3180.000,,,,,,,,
