,2011-12-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2016-03-31
AmortizationOfDebtDiscountPremium,,,,,,,,,745.000,,
BusinessCombinationConsiderationTransferredOther1,,,,,,,,,2586.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-84036.000,,,,-85072.000,,,-135137.000,,
ComprehensiveIncomeNetOfTax,,2442.000,9366.000,48240.000,36831.000,12300.000,,,,,
CurrentFederalTaxExpenseBenefit,,,,,,9112.000,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,2586206.000,,
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,,,110768.000,,
Depreciation,,514.000,489.000,476.000,449.000,425.000,,,185.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,8885.000,,,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.000,-0.000,-0.000,0.000,0.000,-0.000,,,0.000,-0.120
EffectOfExchangeRateOnCashAndCashEquivalents,,2442.000,,,,12429.000,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,,,,0.340,,,,,
FairValueAdjustmentOfWarrants,,,,,,13.000,,,,,
FairValueOptionCreditRiskGainsLossesOnLiabilities,,,,,,,,,237469.000,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,88362.000,-4220881.000
GainLossOnInvestments,,,,,,,,-20000.000,-14000.000,,
GeneralAndAdministrativeExpense,,,,,,,,,104108.000,159737.000,100820.000
GrossProfit,723.000,,,,,,,,,,
HealthCareOrganizationMedicalSuppliesAndDrugsExpense,35652.000,,,,,,,,,,
ImpairmentOfIntangibleAssetsFinitelived,,0.000,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromContinuingOperations,,-34333.000,-32796.000,-26492.000,-43844.000,-18251.000,-47342.000,-1036208.000,-541834.000,-708044.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-66411.000,-55972.000,-44105.000,-54136.000,-26796.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-114260.000,-34333.000,-32796.000,-26492.000,-43844.000,-18251.000,-316353.000,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-212383.000,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,-0.000,
IncomeLossFromDiscontinuedOperationsNetOfTax,,0.000,0.000,0.000,0.000,0.000,-269011.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,,,,0.000,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
IncomeTaxExpenseBenefitContinuingOperations,,22576.000,,,,,,,,,
IncomeTaxesPaidNet,,0.000,,,,0.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-17215.000,,,,-14706.000,,,-19293.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,,0.000,,,,0.000,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,-237469.000,,
IncreaseDecreaseInPrepaidExpense,,0.000,,,,,,,66435.000,,
InterestExpense,,,,,,,,,1868.000,,
InterestIncomeExpenseNet,,,,,,,,,,-238496.000,-687703.000
InterestIncomeOther,,,0.000,0.000,,0.000,,-548.000,-7953.000,,
InterestPaid,,0.000,,,,0.000,,,,,
InvestmentIncomeInterest,0.000,0.000,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,58000.000,,
NetCashProvidedByUsedInFinancingActivities,,-3402.000,,,,-56424.000,,,466287.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-3402.000,,,,-56424.000,,,466287.000,,
NetCashProvidedByUsedInInvestingActivities,,36.000,,,,0.000,,,-12149.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,36.000,,,,0.000,,,-12149.000,,
NetCashProvidedByUsedInOperatingActivities,,-83112.000,,,,-41077.000,,,-589275.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-83112.000,,,,-41077.000,,,-589275.000,,
NetIncomeLoss,-114260.000,-34333.000,-32796.000,-26492.000,-43844.000,-18251.000,-316353.000,-1036208.000,-541834.000,-708044.000,-5103314.000
NetIncomeLossAttributableToNoncontrollingInterest,98123.000,-32078.000,-23176.000,-17613.000,-10292.000,-8545.000,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,,,,0.010,-0.000,,
NonoperatingIncomeExpense,0.000,0.000,0.000,0.000,-7219.000,0.000,,-20548.000,215516.000,-155934.000,-4908584.000
OfficersCompensation,1500.000,0.000,0.000,0.000,16651.000,0.000,,,26181.000,15937.000,2750.000
OperatingExpenses,213106.000,66430.000,55912.000,44107.000,46990.000,26796.000,47342.000,1015660.000,757350.000,552110.000,194730.000
OperatingIncomeLoss,-212383.000,-66411.000,-55972.000,-44105.000,-46917.000,-26796.000,-47342.000,-1015660.000,-757350.000,-552110.000,-194730.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,8073.000,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,8073.000,2442.000,9366.000,48240.000,36831.000,12300.000,-5491.000,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,0.000,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-114260.000,,,,,,,,,,
