,2011-08-09,2011-11-06,2012-02-29,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,,,3476030.000,3086455.000,2831664.000,2656562.000,1645696.000,2694914.000
AccountsReceivableNetCurrent,,,9853682.000,9525602.000,10478984.000,11279831.000,10558667.000,12089511.000
AccruedEmployeeBenefitsCurrent,,,,,,,2519944.000,
AccruedIncomeTaxesNoncurrent,,,3082356.000,3128100.000,3129577.000,3414129.000,3256088.000,3061556.000
AccruedLiabilitiesCurrent,,,12437921.000,7517163.000,9951349.000,8377251.000,9102544.000,9980681.000
AccruedProfessionalFeesCurrent,,,,,,,618026.000,
AccruedRoyaltiesCurrent,,,,,,,2071142.000,
AccruedSalesCommissionCurrent,,,,,,,1757075.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,8351571.000,-8734909.000,9103151.000,9469432.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,-185661.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,-67230.000,41000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-263849.000,-308144.000,-93120.000,-220020.000,-252891.000,41613.000
AdditionalPaidInCapital,,,219062043.000,219737936.000,220482245.000,221221105.000,221180420.000,222013507.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,988707.000,
Assets,,,178061480.000,170839205.000,172392176.000,166858316.000,168828682.000,170631692.000
AssetsCurrent,,,119846531.000,118070934.000,123009082.000,120689515.000,120985271.000,120652636.000
AssetsFairValueDisclosure,,,,,98677000.000,93664000.000,99707000.000,100819000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,1300000.000,
BuildingsAndImprovementsGross,,,,,24505574.000,24505574.000,,24505574.000
CashAndCashEquivalentsAtCarryingValue,,,63077178.000,59956972.000,56049622.000,61057974.000,55116328.000,57822604.000
CashCashEquivalentsAndShortTermInvestments,,,87817176.000,83993497.000,86192174.000,84166613.000,88174163.000,86832395.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,56.000,
ClassOfWarrantOrRightOutstanding,,,,,,,0.000,
CommonStockParOrStatedValuePerShare,,,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000
CommonStockSharesIssued,,,19573244.000,19589744.000,19590244.000,19590244.000,19970424.000,19974239.000
CommonStockSharesOutstanding,,,,19533244.000,19542677.000,19579032.000,19966149.000,19974239.000
CommonStockValue,,,195733.000,195898.000,195903.000,195903.000,199705.000,199743.000
DeferredIncomeTaxLiabilities,,,,,,,251453.000,
DeferredRevenueCurrent,,,4423980.000,4126323.000,4010724.000,3218456.000,3286422.000,3357469.000
DeferredRevenueNoncurrent,,,,,,785612.000,972918.000,917832.000
DeferredTaxAssetsDeferredIncome,,,,,,,273608.000,
DeferredTaxAssetsGross,,,,,,,9803121.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,
DeferredTaxAssetsNet,,,,,,,251453.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,2349107.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,495486.000,
