,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2017-03-31
CashPeriodIncreaseDecrease,,,,,,,,,,,,,-675.000,,,,-48.000,,-107.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,0.000,0.000,-0.000,,,,,-0.000,0.000,,0.000,,0.000,,0.000,0.000,0.000
GainLossOnSaleOfPropertiesBeforeApplicableIncomeTaxes,,,,,,,,,,,,,,,,,-48.000,-4629.000,-107.000
GeneralAndAdministrativeExpense,2234.000,1151.000,1496.000,708.000,976.000,2800.000,800.000,3800.000,671.000,6801.000,4200.000,1200.000,675.000,6236.000,2214.000,13970.000,1048.000,6129.000,1507.000
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,,,,-1048.000,-6129.000,1507.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,-0.000,-0.000,,-0.000,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,-3866.000,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-6100.000,,,,-976.000,,,,-671.000,,,,-675.000,,,,-48.000,,-107.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-6100.000,,,,-976.000,,,,-671.000,,,,-675.000,,,,-48.000,,-107.000
NetIncomeLoss,-2234.000,-1151.000,2496.000,-4700.000,-976.000,-2800.000,-800.000,-3800.000,-671.000,-6801.000,-4200.000,-1200.000,-675.000,-6236.000,-2214.000,-13970.000,-48.000,-4629.000,-107.000
OtherIncome,,,,,,,,,,,,,,,,,1000.000,1500.000,1400.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3500000.000,3939560.000,6000000.000,-8569697.000,6000000.000,6000000.000,6000000.000,,6000000.000,6000000.000,6000000.000,-12000000.000,6000000.000,6000000.000,6000000.000,-12000000.000,6000000.000,6000000.000,6000000.000
