,2011-12-31,2012-03-31,2012-06-30,2013-03-31,2013-06-30
AccountsPayableCurrent,24154.000,29154.000,34004.000,37004.000,36004.000
AdditionalPaidInCapital,23535127.000,23535127.000,23535127.000,23535127.000,23535127.000
Assets,0.000,0.000,0.000,0.000,0.000
AssetsCurrent,,0.000,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesOutstanding,161668115.000,161668115.000,161668115.000,161668115.000,161668115.000
CommonStockValue,161668.000,161668.000,161668.000,161668.000,161668.000
Liabilities,0.000,0.000,0.000,0.000,0.000
LiabilitiesCurrent,38447.000,43447.000,52338.000,55363.000,61770.000
NotesPayableRelatedPartiesClassifiedCurrent,14293.000,14293.000,18334.000,18359.000,25766.000
OtherAdditionalCapital,0.000,0.000,,0.000,0.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.001,0.000,,0.000,0.000
RetainedEarningsAccumulatedDeficit,-23410667.000,-23410667.000,-23410667.000,-23410667.000,-23410667.000
RetainedEarningsUnappropriated,-324575.000,-329575.000,-338466.000,341491.000,-347898.000
StockholdersEquity,-38447.000,-43447.000,-52338.000,-55363.000,-61770.000
