,2012-02-21,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,584000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,727000.000,914000.000,810000.000,712000.000,526000.000,1399000.000
AllocatedShareBasedCompensationExpense,,914000.000,810000.000,712000.000,541000.000,1550000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,,-134000.000,,,,
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,20000.000,81000.000,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,-38000.000,-22000.000,-20000.000,86000.000
AmortizationOfFinancingCosts,2000.000,12000.000,10000.000,0.000,,
AmortizationOfIntangibleAssets,-948000.000,-313000.000,207000.000,193000.000,494000.000,289000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2885809.000,2919521.000,2811709.000,2492710.000,677964.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,-0.330,-0.230,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,-0.330,-0.230,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,-6149000.000,-3577000.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,-5977000.000,-4146000.000,
BusinessAcquisitionsProFormaRevenue,,,,53611000.000,56803000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,-322000.000,354000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,254000.000,229000.000,849000.000,-207000.000
BusinessExitCosts1,,,,,1791000.000,
CapitalizedComputerSoftwareAdditions,,,1309000.000,646000.000,1610000.000,245000.000
CapitalizedComputerSoftwareAmortization,813000.000,704000.000,541000.000,-252000.000,-341000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,408000.000
CapitalizedComputerSoftwareImpairments,,,2174000.000,0.000,-1538000.000,
CapitalizedComputerSoftwareImpairments1,,,,,,0.000
CapitalizedComputerSoftwarePeriodIncreaseDecrease,,,,394000.000,-269000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6251000.000,2060000.000,-6743000.000,-2060000.000,-2499000.000,10663000.000
ComprehensiveIncomeNetOfTax,2656000.000,1392000.000,-10478000.000,-7359000.000,-4934000.000,1105000.000
ConcentrationRiskPercentage1,,,,,0.159,
ContractsRevenue,51126000.000,52246000.000,47562000.000,37930000.000,56803000.000,
CostOfRevenue,34781000.000,34509000.000,34981000.000,26551000.000,42406000.000,37857000.000
CurrentFederalTaxExpenseBenefit,,22000.000,4000.000,0.000,0.000,0.000
CurrentForeignTaxExpenseBenefit,,562000.000,382000.000,178000.000,288000.000,221000.000
CurrentIncomeTaxExpenseBenefit,,603000.000,408000.000,188000.000,300000.000,227000.000
CurrentStateAndLocalTaxExpenseBenefit,,19000.000,22000.000,10000.000,12000.000,6000.000
DecreaseInRestrictedCash,,,1099000.000,34000.000,1876000.000,2408000.000
DeferredFederalIncomeTaxExpenseBenefit,,0.000,0.000,24000.000,146000.000,127000.000
DeferredForeignIncomeTaxExpenseBenefit,,86000.000,-262000.000,-46000.000,25000.000,-23000.000
DeferredIncomeTaxExpenseBenefit,,86000.000,-262000.000,-22000.000,171000.000,123000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,,19000.000
DefinedContributionPlanCostRecognized,,287000.000,270000.000,256000.000,268000.000,207000.000
Depreciation,-497000.000,-562000.000,570000.000,545000.000,493000.000,383000.000
EarningsPerShareBasic,0.150,0.060,-0.580,-0.380,-0.260,0.080
EarningsPerShareDiluted,0.150,0.060,-0.580,-0.380,-0.260,0.080
