,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsAndOtherReceivablesNetCurrent,,,,698000.000,,,,5619000.000,,,,5494000.000,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,313988000.000,313619000.000,224259000.000,247880000.000,224502000.000,212284000.000,189753000.000,164786000.000,181179000.000,196260000.000,189362000.000,141107000.000,149525000.000,129744000.000,157672000.000,,,,,102321000.000,88175000.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,,,,83282000.000,78375000.000,44441000.000,19142000.000,11012000.000,9772000.000
AccountsReceivableGrossCurrent,,,,58799000.000,,,,50679000.000,,,,22293000.000,,,,,,,,,
AccountsReceivableNetCurrent,110747000.000,99390000.000,72639000.000,79089000.000,72734000.000,60012000.000,77210000.000,67516000.000,81879000.000,72470000.000,63734000.000,35654000.000,32840000.000,25981000.000,38306000.000,108110000.000,76544000.000,58511000.000,46173000.000,35074000.000,22693000.000
AccruedInsuranceCurrentAndNoncurrent,,,,7300000.000,,,,7300000.000,,,,,,,,,,,,,
AccruedRoyaltiesCurrent,,,,,,,,,,,,,,,,41368000.000,27999000.000,27645000.000,20985000.000,15039000.000,11236000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,8040502000.000,6885861000.000,6949986000.000,7052195000.000,7472922000.000,7938913000.000,8284094000.000,8332502000.000,8375503000.000,8419440000.000,,,,,2495793000.000,2786341000.000,3334979000.000,3953455000.000,4253806000.000,4359776000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,18272000.000,,,,20514000.000,-20172000.000,-19827000.000,-19484000.000,-10398000.000,-10225000.000,-10051000.000,-8687000.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,0.000,,,,0.000,,,,0.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,90279000.000,74316000.000,-11203000.000,-18272000.000,-18085000.000,-17899000.000,-17714000.000,-20514000.000,-20172000.000,-19827000.000,-19484000.000,-10398000.000,-10225000.000,-10051000.000,-8687000.000,,,,,-1104000.000,-1104000.000
AcquisitionCostsCumulative,,,,,,,,232176000.000,,,,48095000.000,,,,286200000.000,,,,,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,1565135000.000,1565625000.000,1566034000.000,1566289000.000,1566801000.000
AdditionalPaidInCapitalCommonStock,2691987000.000,2799155000.000,2480984000.000,2486994000.000,2528451000.000,2533109000.000,2538129000.000,2541859000.000,2547430000.000,2550933000.000,2552707000.000,2554997000.000,2556277000.000,2558271000.000,2560353000.000,1564805000.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,1463000.000,,,,1463000.000,,,,1118000.000,,,,,,,,,
AssetRetirementObligation,,,,78938000.000,,,,58585000.000,25135000.000,25751000.000,28214000.000,25355000.000,,,,48782000.000,49400000.000,49400000.000,40400000.000,40860000.000,50800000.000
AssetRetirementObligationCurrent,453000.000,3934000.000,2501000.000,1040000.000,,,,2430000.000,1436000.000,2504000.000,2891000.000,2726000.000,,,,,,9400000.000,,,
AssetRetirementObligationsNoncurrent,87598000.000,87139000.000,75760000.000,77898000.000,75659000.000,77993000.000,79133000.000,56155000.000,23699000.000,23247000.000,25323000.000,22629000.000,24337000.000,21821000.000,20487000.000,39382000.000,39977000.000,39955000.000,40481000.000,40860000.000,41392000.000
Assets,3908207000.000,4377713000.000,3498105000.000,3381151000.000,3531274000.000,3117330000.000,2782378000.000,2201862000.000,1894984000.000,1913745000.000,1909317000.000,1117952000.000,1102187000.000,996825000.000,927485000.000,2438350000.000,2582851000.000,1954800000.000,1123686000.000,797721000.000,650236000.000
AssetsCurrent,397779000.000,688353000.000,454222000.000,210672000.000,221352000.000,249074000.000,176510000.000,125080000.000,110062000.000,106126000.000,91221000.000,113794000.000,105752000.000,49852000.000,53365000.000,291236000.000,536028000.000,432980000.000,315319000.000,253410000.000,203290000.000
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,27373000.000,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,0.000,0.000,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,0.000,0.000,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,,,,134887000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,,,,,,,,,,,7225000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,,,,,61889000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,,,,,76766000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,,,,,,,15191000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssetsNoncurrent,,,,,,,,,,,,,,,,14524000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,40413000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,,,,,,,,,,,,,,,66464000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,,,,,,,,,,,,,8120000.000,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,7908200000.000,7985396000.000,6838561000.000,6901997000.000,7002621000.000,7423306000.000,7892873000.000,8237186000.000,8284724000.000,8326395000.000,8369028000.000,8460589000.000,,,,,,,,,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,,,,,,,,,,,,53645000.000,,,,319256000.000,303519000.000,284761000.000,109070000.000,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,9501137000.000,,,,9974296000.000,,,,9267313000.000,,,,10100000.000,,,,4730537000.000,4739021000.000
