,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableCurrent,35636.000,34830.000,36277.000,42251.000,38878.000,39322.000,44576.000,41045.000,41986.000,42315.000,46361.000,46337.000,32872.000
AccruedRentCurrent,100800.000,,,,,168000.000,,,,,,,
AccruedRentCurrentAndNoncurrent,,,,,158400.000,52800.000,168000.000,168000.000,168000.000,,,,
AdditionalPaidInCapital,952471.000,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,952471.000,952471.000,952471.000,972471.000,972471.000,972471.000,1019971.000,1019971.000,3174284.000,3239084.000,3303809.000,3367959.000
Assets,2480.000,,427.000,15.000,2382.000,3826.000,1665.000,41177.000,10638.000,0.000,0.000,,164.000
AssetsCurrent,2480.000,,427.000,15.000,2382.000,3826.000,1665.000,41177.000,10638.000,,,209.000,164.000
BankOverdrafts,127.000,16.000,,,0.000,,,,,,,,
Cash,,,427.000,15.000,2382.000,626.000,65.000,41177.000,10638.000,,,209.000,164.000
CashAndCashEquivalentsAtCarryingValue,2480.000,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.005,0.005,0.005,0.005,0.005,,0.005,0.005,0.005,0.005,0.005,0.005,0.005
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,46457403.000,46457403.000,46457403.000,46457403.000,57457403.000,,56957403.000,61957403.000,62957403.000,93457403.000,93457403.000,93457403.000,93457403.000
CommonStockSharesOutstanding,46457403.000,46457403.000,46457403.000,46457403.000,57457403.000,57457403.000,56957403.000,61957403.000,62957403.000,93457403.000,93457403.000,93457403.000,93457403.000
CommonStockValue,,232287.000,232287.000,232287.000,282787.000,284787.000,284787.000,312287.000,312287.000,467287.000,467287.000,467287.000,467287.000
CommonStockValueOutstanding,232287.000,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,8000.000
DebtInstrumentCarryingAmount,,,,,,,,,,-914313.000,-933398.000,-949166.000,-961124.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,64800.000,64725.000,64725.000
DeferredTaxAssetsGross,,,,,,1496451.000,,,,1752339.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,1261081.000,,,,1446969.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,235370.000,,,,305370.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,-1496451.000,,,,-1752339.000,,,
DepositAssets,,,,,,3200.000,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,3224710.000,3305174.000,3389970.000,3470650.000,3547160.000,3617585.000,3714152.000,3798440.000,3933741.000,4051312.000,4167771.000,4281702.000
DueToOfficersOrStockholdersCurrent,1415356.000,1475357.000,,,,,,,,,,,
DueToRelatedPartiesCurrent,185970.000,,,,,175197.000,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,,,,,,914313.000,979113.000,1043838.000,1107988.000
InterestPayable,,,,,,,,66588.000,,,,,
InterestPayableCurrent,45518.000,48528.000,51538.000,54548.000,57558.000,60568.000,63578.000,66588.000,69598.000,72608.000,75618.000,78628.000,81638.000
InterestPayableCurrentAndNoncurrent,,,,,,,,,69598.000,,,,
Liabilities,1960654.000,2039952.000,2120843.000,2205227.000,2215774.000,2293728.000,2361992.000,2423071.000,2476820.000,292170.000,344941.000,396884.000,446620.000
LiabilitiesAndStockholdersEquity,2480.000,,427.000,15.000,2382.000,3826.000,1665.000,41177.000,10638.000,0.000,0.000,209.000,164.000
LiabilitiesCurrent,1960654.000,2039952.000,2120843.000,2205227.000,2215774.000,2293728.000,2361992.000,2423071.000,2476820.000,292170.000,299226.000,302212.000,299757.000
LitigationReserve,,,,,,,,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000
LitigationReserveCurrent,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000,177247.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,0.000,,,,,,,,
PrepaidExpense,,,,,,,1600.000,,,,,,
RegulatoryLiabilityCurrent,,,,,234805.000,237815.000,240825.000,243835.000,246845.000,249855.000,252865.000,255875.000,255875.000
RetainedEarningsAccumulatedDeficit,-3142932.000,,,,,,,,,,,,
StockholdersEquity,-1958174.000,-2039952.000,-2120416.000,-2205212.000,-2213392.000,-2289902.000,-2360327.000,-2381894.000,-2466182.000,-292170.000,-344941.000,-396675.000,-446456.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1958174.000,,-2120416.000,-2205212.000,-2213392.000,-2289902.000,-2360327.000,-2381894.000,-2466182.000,-292170.000,-344941.000,-396675.000,-446456.000
