,2011-01-01,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02,2016-12-31
AccrualForEnvironmentalLossContingenciesPayments,,6100000.000,5000000.000,7500000.000,5100000.000,9700000.000,
AccrualForEnvironmentalLossContingenciesPayments1,,,,,,,8000000.000
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,400000.000,,,,,
AdditionsToNoncurrentAssets,,101300000.000,96900000.000,,,,
AdjustmentForAmortization,74700000.000,78500000.000,70500000.000,69000000.000,66100000.000,63100000.000,62600000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,12300000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,-3800000.000,1700000.000,,,
AdvertisingExpense,,,9600000.000,,,,
AmortizationOfIntangibleAssets,,,,,24400000.000,20500000.000,19900000.000
AmountRecognizedInIncomeDueToInflationaryAccounting,,0.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,12000000.000,7000000.000,3000000.000,1000000.000,200000.000
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,,,,,,,5000000.000
CapitalExpendituresIncurredButNotYetPaid,,9500000.000,12000000.000,11500000.000,3800000.000,3100000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-10600000.000,50500000.000,57400000.000,116200000.000,-124600000.000,-48400000.000,36300000.000
CashFlowHedgeGainLossReclassifiedToEarningsNet,,-6200000.000,-9700000.000,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,7000000.000,-1000000.000,,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments,,,17800000.000,,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,-33600000.000,-44900000.000,5800000.000,6900000.000
CommonStockDividendsPerShareDeclared,0.800,1.000,1.080,1.140,1.340,1.460,1.600
ComprehensiveIncomeNetOfTax,,,200600000.000,212700000.000,-17300000.000,136800000.000,251800000.000
