,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,933025.000,1062429.000,799007.000,904874.000,743436.000,1056909.000,1300917.000,1361115.000,1149407.000,1230563.000,1170446.000,1362497.000,1189988.000,865330.000,1045170.000,721791.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,,,,396577.000,,,,994731.000,,,,1375361.000,
AccountsReceivableGross,,,,,,,1537332.000,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,4869164.000,,,,4335205.000,,,,4504720.000,
AccountsReceivableNetCurrent,5021561.000,5995211.000,6754434.000,4152598.000,6430900.000,7004346.000,5771013.000,7301877.000,5597267.000,6356029.000,5863636.000,5663123.000,6815994.000,5327202.000,4693260.000,4865253.000
AccruedSalariesCurrent,,,,,,,,,,,468454.000,292751.000,537524.000,245104.000,110639.000,1042594.000
AccruedVacationCurrent,,,,,,,480307.000,,,,488446.000,,,,582872.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,2514067.000,,,,2894323.000,,,,3349889.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-43547.000,-115100.000,-176509.000,-140888.000,-194110.000,-185294.000,-182603.000,-178586.000,-238920.000,-267671.000,-241576.000,-269608.000,-264828.000,-290951.000,-394884.000,-408893.000
AdditionalPaidInCapitalCommonStock,3814411.000,4050647.000,4173828.000,4224099.000,4316865.000,4757377.000,5185325.000,5245707.000,5283259.000,5318323.000,5340277.000,5363275.000,5393582.000,5431634.000,5465723.000,5503775.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,115000.000,,,,104000.000,,,,75000.000,
Assets,22776479.000,23615085.000,24082771.000,24194410.000,25056575.000,26305245.000,26910046.000,27082011.000,27203912.000,27911750.000,28142885.000,28804662.000,29714164.000,27333639.000,28351541.000,27036400.000
AssetsCurrent,20477217.000,21372199.000,21884150.000,22100670.000,18608319.000,19859127.000,20566543.000,19779550.000,19964696.000,20745678.000,21091852.000,21880651.000,22562829.000,20188363.000,21138649.000,19951806.000
AssetsNoncurrent,,,,,,,,,,5548286.000,,,,,,
BilledContractReceivables,,,,,,,-11316592.000,,,,-8529505.000,,,,-7755789.000,
BillingsInExcessOfCost,319007.000,205387.000,201015.000,348078.000,483587.000,711013.000,306148.000,437865.000,539344.000,604693.000,,,,,,
BillingsInExcessOfCostCurrent,,,,,,,,,,,388687.000,253770.000,329445.000,125200.000,125242.000,157831.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,4241914.000,4241914.000,4241914.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,,,,,,,190782.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,,,,,190782.000,190782.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxAssetsNoncurrent,,,,,,,64866.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,4058285.000,4058285.000,3198285.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,,,860000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,64866.000,64866.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,309545.000,309545.000,309545.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,9220705.000,9211321.000,8737543.000,10710762.000,4813154.000,5497568.000,7576374.000,4293399.000,6322489.000,6161302.000,8283092.000,8296797.000,7751469.000,7177741.000,7873903.000,5545940.000
CashUninsuredAmount,,,,,,,7548000.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,,,,,,0.010,,,,0.010,,,0.010,0.010,
CommonStockSharesAuthorized,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000
