,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,5215880.000,4985473.000,5704245.000,5176964.000,5560890.000,4803079.000,5036927.000
AccountsPayableTradeCurrent,,,,,1719587.000,1719625.000,1309766.000
AccountsReceivableGrossCurrent,,,,,,830253.000,
AccountsReceivableNetCurrent,949342.000,884200.000,1034938.000,1140023.000,1155524.000,770248.000,954408.000
AccruedSalariesCurrent,,,,,237630.000,198388.000,277309.000
AccruedSalesCommissionCurrent,,,,,2178460.000,1988603.000,2394606.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,13616565.000,15766771.000,17041680.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-244515.000,-585743.000,-605479.000,-587281.000,-502695.000,-431081.000,-327514.000
AdditionalPaidInCapital,23493474.000,23557119.000,23606308.000,23638558.000,23707736.000,23739111.000,23763938.000
AllowanceForDoubtfulAccountsReceivableCurrent,5257.000,2770.000,26451.000,28740.000,56116.000,60005.000,62814.000
AssetRetirementObligation,,,,,99430.000,99430.000,99430.000
Assets,32007569.000,31571283.000,32828384.000,32404630.000,27113281.000,20447637.000,9169343.000
AssetsCurrent,5023849.000,4471993.000,4340595.000,4077783.000,4618006.000,2136872.000,2128431.000
AssetsFairValueDisclosure,,,,,0.000,0.000,0.000
CapitalLeaseObligations,,,,,298328.000,64603.000,194583.000
CapitalLeaseObligationsCurrent,347708.000,273824.000,316377.000,295871.000,239992.000,224511.000,151918.000
CapitalLeaseObligationsNoncurrent,83077.000,44252.000,46979.000,24046.000,58336.000,64603.000,42665.000
CapitalLeasedAssetsGross,,,,,,1028664.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,316579.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,239989.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,32469.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,44121.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,289114.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,335702.000,
CashAndCashEquivalentsAtCarryingValue,1440957.000,1532242.000,975363.000,739223.000,141887.000,106218.000,419348.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000
CommonStockSharesIssued,23015788.000,23115788.000,23174108.000,23205358.000,23225358.000,23225358.000,23225358.000
CommonStockSharesOutstanding,22575326.000,22675326.000,22712977.000,22728795.000,22738885.000,22738885.000,22738885.000
CommonStockValue,22625.000,22725.000,22763.000,22779.000,22789.000,22789.000,22789.000
DebtInstrumentFaceAmount,,,,,,243981.000,
DebtInstrumentInterestRateAtPeriodEnd,,,,,0.055,,
