,2015-12-31,2016-12-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,2359000.000
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,1743000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,4846000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,623000.000
AmortizationOfDebtDiscountPremium,,8179000.000
AmortizationOfFinancingCosts,,7823000.000
AmortizationOfIntangibleAssets,,6100000.000
AssetImpairmentCharges,,0.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,259996000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,0.000
CapitalExpendituresIncurredButNotYetPaid,,5752000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,29256000.000
CommonStockDividendsPerShareDeclared,,2.400
ComprehensiveIncomeNetOfTax,,-1154000.000
CostsAndExpenses,,770103000.000
CurrentFederalTaxExpenseBenefit,,1596000.000
CurrentIncomeTaxExpenseBenefit,,2703000.000
CurrentStateAndLocalTaxExpenseBenefit,,1107000.000
DeferredFederalIncomeTaxExpenseBenefit,,-1488000.000
DeferredIncomeTaxExpenseBenefit,,-2186000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-698000.000
DefinedContributionPlanCostRecognized,,400000.000
Depreciation,,369900000.000
DepreciationAndAmortization,,375970000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,0.000
DividendsCommonStock,,370186000.000
EarningsPerShareBasic,,-0.040
EarningsPerShareDiluted,,-0.040
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,-267000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,,98600000.000
GainLossOnSaleOfPropertyPlantEquipment,,0.000
GeneralAndAdministrativeExpense,,35402000.000
GoodwillAcquiredDuringPeriod,,262334000.000
GoodwillImpairmentLoss,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,305000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,305000.000
IncomeTaxExpenseBenefit,,517000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,8176000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,188000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,107000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,149000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-224000.000
IncomeTaxReconciliationTaxExemptIncome,,4016000.000
IncomeTaxesPaid,,3003000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,2806000.000
IncreaseDecreaseInAccountsReceivable,,3516000.000
IncreaseDecreaseInOtherOperatingAssets,,1365000.000
InterestExpense,,275394000.000
InterestPaid,,255945000.000
LeaseAndRentalExpense,,834000.000
NetCashProvidedByUsedInFinancingActivities,,188766000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,188766000.000
NetCashProvidedByUsedInInvestingActivities,,-535231000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-535231000.000
NetCashProvidedByUsedInOperatingActivities,,375988000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,375988000.000
NetIncomeLoss,,-212000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-5497000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,-5497000.000
OperatingExpenses,,49668000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-267000.000
OtherComprehensiveIncomeLossNetOfTax,,-942000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,-675000.000
OtherNoncashIncomeExpense,,-936000.000
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic,,1557000.000
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossDiluted,,1557000.000
PaymentsOfDividends,,367830000.000
PaymentsOfFinancingCosts,,20557000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,2359000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,488788000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,,34900000.000
PaymentsToAcquirePropertyPlantAndEquipment,,46443000.000
ProceedsFromIssuanceOfCommonStock,,54213000.000
ProceedsFromLinesOfCredit,,641000000.000
ProceedsFromNotesPayable,,548875000.000
ProvisionForDoubtfulAccounts,,0.000
RealEstateAccumulatedDepreciationOtherDeductions,,10113000.000
RealEstateAcquisitionsThroughForeclosures,,15848000.000
RealEstateCostOfRealEstateSold,,10113000.000
RealEstateImprovements,,156972000.000
RepaymentsOfDebt,,22027000.000
RepaymentsOfLinesOfCredit,,641000000.000
RepaymentsOfLongTermCapitalLeaseObligations,,1549000.000
Revenues,,770408000.000
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,,343971000.000
SalesRevenueNet,,770408000.000
ShareBasedCompensation,,4846000.000
StockIssuedDuringPeriodValueNewIssues,,137665000.000
StraightLineRent,,17293000.000
TemporaryEquityDividendsAdjustment,,1743000.000
UnrealizedGainLossOnDerivatives,,-24500000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,152473000.000
WeightedAverageNumberOfSharesOutstandingBasic,,152473000.000
