,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,,,259515.000,,,,423062.000,,,,245959.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,1333875.000,,,,1223096.000,,,,2602775.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,85831.000,,,,,,,,226383.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,492123.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,173784.000,,,,
AmortizationOfDebtDiscountPremium,920739.000,44112.000,0.000,0.000,0.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4133540.000,0.000,3060301.000,-3932481.000,3511890.000,4754243.000,4834690.000,-8106398.000,4928753.000,4493120.000,5546269.000,-7992491.000,7359173.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1223501.000,,,,-4993896.000,,,,-6161898.000,,,,-9811749.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,-27991000.000,,,,0.000,,,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,1833336.000,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,0.000,,,,,,,,,,
DeferredRevenueRevenueRecognized,,,,,200000.000,225000.000,,,,,,,
DepreciationDepletionAndAmortization,24213.000,30592.000,142093.000,174291.000,191219.000,,,,192104.000,,,,326563.000
DerivativeGainLossOnDerivativeNet,,1725823.000,0.000,,0.000,0.000,0.000,0.000,,,,,
EarningsPerShareBasic,,0.030,,,,-0.480,,,,,,,
EarningsPerShareBasicAndDiluted,-11.450,,-0.620,,-0.540,,-0.430,,-0.660,-0.620,-0.570,-0.750,-0.610
EarningsPerShareDiluted,,0.030,,,,-0.480,,,,,,,
FairValueAdjustmentOfWarrants,0.000,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,27991000.000,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,-726.000
GainsLossesOnExtinguishmentOfDebt,,2084368.000,0.000,,,0.000,0.000,,,,,,
GainsLossesOnSalesOfAssets,,,-22818.000,,,,0.000,,,,,,
GeneralAndAdministrativeExpense,669289.000,1133101.000,1322048.000,1935265.000,1959913.000,1910702.000,2156965.000,2003415.000,2455612.000,2360453.000,2450778.000,3981592.000,3102751.000
IncreaseDecreaseInAccountsPayable,391262.000,,,,91359.000,,,,2111999.000,,,,-1754121.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,102500.000
IncreaseDecreaseInAccruedLiabilities,135864.000,,,,124983.000,,,,-225694.000,,,,-215182.000
IncreaseDecreaseInDeferredRevenue,,,,,300000.000,,,,363636.000,,,,-75593.000
IncreaseDecreaseInOtherCurrentLiabilities,0.000,,,,,,,,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,0.000,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,192582.000,,,,265767.000,,,,-55172.000,,,,-727215.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,555735.000,,,,,,,,,,,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,846566.000,,,,,,,,,,,
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,,1197.000,,,,,,,,,,,
