,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,58556349.000,51955218.000,55040479.000
AccountsReceivableNetCurrent,55830653.000,46082592.000,34087346.000
AccruedLiabilitiesCurrent,6094151.000,6959197.000,7473788.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1429568.000,-1429568.000,-1429568.000
AdditionalPaidInCapital,302591358.000,305310085.000,314109889.000
AllowanceForDoubtfulAccountsReceivableCurrent,1923810.000,2231616.000,3400492.000
Assets,176494245.000,135957467.000,109361294.000
AssetsCurrent,164716946.000,124188707.000,98218660.000
CashAndCashEquivalentsAtCarryingValue,18141139.000,21586497.000,15916614.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,119769317.000,121803656.000,135125036.000
CommonStockSharesOutstanding,119769317.000,121803656.000,135125036.000
CommonStockValue,1197693.000,1218037.000,1351251.000
ConvertibleSubordinatedDebtCurrent,8380952.000,12369336.000,10360000.000
ConvertibleSubordinatedDebtNoncurrent,6869048.000,5870664.000,
DeferredRevenueCurrent,3330034.000,6015235.000,3460394.000
DeferredRevenueNoncurrent,20901778.000,25525032.000,27194160.000
EmployeeRelatedLiabilitiesCurrent,2518574.000,3011981.000,2142444.000
InventoryNet,81331470.000,49937028.000,46029526.000
Liabilities,153066805.000,157783766.000,135924219.000
LiabilitiesAndStockholdersEquity,176494245.000,135957467.000,109361294.000
LiabilitiesCurrent,118171290.000,120442397.000,103954866.000
LinesOfCreditCurrent,34675000.000,34675000.000,20487546.000
NotesAndLoansReceivableNetCurrent,4224393.000,4114388.000,100000.000
NotesPayableCurrent,3737534.000,3912600.000,4093930.000
OtherAssetsNoncurrent,676990.000,676850.000,576990.000
OtherLiabilitiesNoncurrent,703205.000,709986.000,715076.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,5014949.000,2468202.000,2085174.000
PropertyPlantAndEquipmentNet,11100309.000,11091910.000,10565644.000
ProvisionForLossOnContracts,293749.000,,
RestructuringReserveCurrent,584947.000,1543830.000,896285.000
RetainedEarningsAccumulatedDeficit,-278932043.000,-326924853.000,-340594497.000
StockholdersEquity,23427440.000,-21826299.000,-26562925.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,23427440.000,-21826299.000,-26562925.000
UnbilledContractsReceivable,174342.000,,
WarrantsAndRightsOutstanding,272106.000,131530.000,50000.000
