,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,10432.000,12252.000,10627.000,,,,
AccountsPayableCurrent,2500.000,7392.000,18607.000,10769.000,9828.000,10143.000,9189.000,11167.000,8179.000,8546.000,9816.000,7679.000,7812.000,8262.000,,,,18264.000,17584.000,29454.000,55493.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,,72190.000,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,15105.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-5268.000,,,,10536.000,,,,15804.000,,,,18835.000,20853.000,21862.000,27253.000
AdditionalPaidInCapital,3900.000,12084.000,12084.000,29742.000,29742.000,29742.000,29742.000,29742.000,29742.000,29742.000,29742.000,29742.000,29742.000,29742.000,29742.000,29742.000,-9033.000,-9033.000,1585967.000,2243967.000,2262522.000
Assets,26544.000,42534.000,30059.000,30657.000,36762.000,27554.000,26357.000,24062.000,22649.000,24358.000,15090.000,15101.000,14100.000,9941.000,15148.000,7997.000,7323.000,10475.000,1581545.000,1658863.000,1674788.000
AssetsCurrent,6354.000,18644.000,7486.000,9401.000,16823.000,8932.000,9052.000,8074.000,8678.000,11004.000,3053.000,4381.000,4697.000,1855.000,8379.000,1933.000,2268.000,5420.000,3640.000,108634.000,5129.000
Cash,5654.000,15594.000,41.000,4671.000,12093.000,4202.000,4322.000,3344.000,3862.000,10196.000,2245.000,3573.000,3889.000,1047.000,7571.000,1125.000,1460.000,4612.000,2832.000,1634.000,3129.000
CashEquivalentsAtCarryingValue,,,,,,,,,,10196.000,2245.000,3573.000,3889.000,1047.000,7571.000,1125.000,1460.000,4612.000,2832.000,1634.000,3129.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
