,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesNoncurrent,2000.000,5000.000
AdditionalPaidInCapitalCommonStock,,20880.000
Assets,4148.000,16838.000
CashAndCashEquivalentsAtCarryingValue,798.000,11538.000
CommonStockSharesAuthorized,75000000.000,75000000.000
CommonStockSharesIssued,9000000.000,11320000.000
CommonStockSharesOutstanding,9000000.000,11320000.000
CommonStockValue,9000.000,11320.000
DueToRelatedPartiesNoncurrent,914.000,914.000
Liabilities,2914.000,5914.000
LiabilitiesAndStockholdersEquity,4148.000,16838.000
OtherAssetsNoncurrent,2250.000,4800.000
PrepaidExpenseCurrent,1100.000,500.000
RetainedEarningsAccumulatedDeficit,-7766.000,-21276.000
SharesIssued,,11320000.000
StockholdersEquity,,10924.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1234.000,10924.000
