,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,943897.000,898529.000,837742.000,852941.000,700005.000,620493.000,757060.000,755329.000,632111.000,574928.000,533438.000,647522.000,652523.000,700758.000,853933.000,915141.000,731715.000,793703.000,913755.000,977762.000,851856.000,887156.000
AccountsReceivableNet,8951.000,7167.000,1119.000,144992.000,53246.000,131123.000,21011.000,86797.000,138237.000,58039.000,62505.000,130780.000,34446.000,55451.000,25139.000,43015.000,35108.000,63641.000,103123.000,79005.000,35915.000,79341.000
AccruedLiabilitiesCurrent,346907.000,392480.000,423947.000,392511.000,372066.000,416365.000,444559.000,464663.000,415637.000,403032.000,376188.000,383119.000,353269.000,393689.000,366938.000,484802.000,492059.000,512174.000,506480.000,552337.000,610185.000,611399.000
AccruedPayrollTaxesCurrent,,,,,4305.000,19746.000,36118.000,37308.000,14442.000,22056.000,9471.000,18271.000,9621.000,16598.000,47379.000,73331.000,67835.000,80034.000,66825.000,72895.000,66630.000,33471.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,70968.000,-76311.000,-81654.000,-90015.000,-91654.000,-96654.000,101655.000,-108338.000,-115021.000,-121705.000,-128388.000,-135224.000,-142055.000,-148892.000,-153454.000,-153454.000,-153454.000,-153454.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-197230.000,-198661.000,-129117.000,-96882.000,-97993.000,-108857.000,120086.000,-131043.000,-130885.000,-135658.000,-144273.000,-151328.000,-158384.000,-165439.000,-172494.000,-177203.000,-181913.000,-186623.000
AdditionalPaidInCapital,,,3076666.000,4061810.000,5023709.000,5618524.000,5641492.000,6006917.000,6793089.000,7032738.000,7253730.000,7350994.000,7414799.000,7701985.000,7985860.000,8049432.000,8600507.000,8745131.000,8783391.000,8803450.000,9258512.000,9310666.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,1563.000,,,,1725.000,,,
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,23600.000,23600.000,4600.000,4600.000,4600.000,4600.000,4600.000,4600.000,4600.000,4600.000,4600.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000
Assets,249484.000,223060.000,273938.000,515196.000,810153.000,1103155.000,960361.000,1000096.000,1279813.000,903752.000,839631.000,771947.000,530066.000,541391.000,521646.000,366701.000,478897.000,489035.000,338250.000,289947.000,398998.000,269595.000
AssetsCurrent,137144.000,120128.000,179310.000,427374.000,728812.000,1030415.000,861037.000,912071.000,1196365.000,708665.000,652638.000,590502.000,379862.000,404433.000,402678.000,261160.000,363153.000,285463.000,253447.000,206544.000,312405.000,184928.000
AssetsNoncurrent,,,,,,,,,,,,,,,43839.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,36262.000,56470.000,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,42492.000,21246.000,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,56656.000,56656.000,,,,,,,,,,,,,,,,
Cash,,,,,265283.000,216069.000,79136.000,202137.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,21371.000,25591.000,55132.000,116642.000,265283.000,216069.000,79136.000,202137.000,472693.000,146469.000,140231.000,34815.000,19297.000,91626.000,16185.000,28132.000,150586.000,35902.000,12305.000,3108.000,91079.000,11123.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,0.200,,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,16868178.000,15000908.000,,,11131612.000,10944112.000,10944112.000,2712862.000,1276066.000
ClassOfWarrantOrRightUnissued,,,,,,,,,,,,,,,2750000.000,,,,,,,
