,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-11-30,2014-05-31,2014-11-30,2015-02-28,2015-11-30
AccountsPayable,2430.000,0.000,2100.000,,,,,,,,,
AccountsPayableCurrent,,,,80.000,95.000,2295.000,2900.000,82534.000,179690.000,391938.000,125389.000,145578.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,1439862.000,,,133421.000,118322.000
AccountsReceivableNetCurrent,,,,,,,,14672.000,18439.000,4999.000,2714.000,7597.000
AccruedLiabilities,4379.000,,,,,5952.000,,,,,,
AccruedLiabilitiesCurrent,,,,4452.000,5202.000,5952.000,,23936.000,43350.000,73655.000,52948.000,43093.000
AccumulatedAmortizationOfCurrentDeferredFinanceCosts,,,,,,,,,,,,76800.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,2344.000,3020.000,3802.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,233310.000,342133.000
AdditionalPaidInCapital,42500.000,42500.000,42500.000,42500.000,42500.000,42500.000,42500.000,-129073.000,270661.000,270661.000,320969.000,1047952.000
Assets,85414.000,79765.000,78136.000,21721.000,21338.000,15610.000,12912.000,462951.000,414152.000,433547.000,419178.000,200730.000
AssetsCurrent,85414.000,79765.000,78136.000,21721.000,21338.000,15610.000,12912.000,353391.000,21014.000,26687.000,344047.000,133686.000
CapitalLeaseObligationsCurrent,,,,,,,,0.000,,,,
CapitalLeaseObligationsNoncurrent,,,,,,,,0.000,,,,
Cash,85414.000,79765.000,78136.000,21721.000,21338.000,15610.000,12912.000,338719.000,2575.000,21688.000,233551.000,84415.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,338719.000,2577.000,21688.000,233551.000,84415.000
CommonStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,4000000000.000
CommonStockSharesIssued,,,,37500000.000,37500000.000,37500000.000,37500000.000,48750000.000,49016667.000,49016667.000,49130616.000,540465372.000
CommonStockSharesOutstanding,,,,37500000.000,37500000.000,37500000.000,37500000.000,48750000.000,49016667.000,49016667.000,49130616.000,540465372.000
