,2014-10-31
AdjustmentsToAdditionalPaidInCapitalOther,40000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1245.000
EarningsPerShareBasicAndDiluted,-0.010
GeneralAndAdministrativeExpense,54391.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,7750.000
IncreaseDecreaseInSecurityDeposits,4000.000
NetCashProvidedByUsedInFinancingActivities,36900.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,36900.000
NetCashProvidedByUsedInOperatingActivities,-38145.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-38145.000
NetIncomeLoss,-81895.000
OperatingExpenses,81895.000
OperatingIncomeLoss,-81895.000
ProceedsFromIssuanceOfCommonStock,30000.000
ProceedsFromRelatedPartyDebt,7200.000
ProfessionalFees,21500.000
ProfitLoss,-81895.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,8286.000
RepaymentsOfRelatedPartyDebt,300.000
ResearchAndDevelopmentExpense,6004.000
StockIssuedDuringPeriodSharesIssuedForCash,3000000.000
StockIssuedDuringPeriodValueIssuedForCash,30000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10238356.000
