,2011-08-31,2011-11-30
AccountsPayableCurrent,5299000.000,5386000.000
AccountsReceivableNetCurrent,25125000.000,31311000.000
AccruedLiabilitiesCurrent,5892000.000,5888000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,212000.000,-456000.000
AdditionalPaidInCapital,262973000.000,264542000.000
AllowanceForDoubtfulAccountsReceivableCurrent,150000.000,150000.000
Assets,106591000.000,107157000.000
AssetsCurrent,49284000.000,49748000.000
CapitalLeaseObligationsCurrent,924000.000,870000.000
CashAndCashEquivalentsAtCarryingValue,20814000.000,15049000.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000
CommonStockSharesIssued,29371909.000,29681513.000
CommonStockValue,29000.000,29000.000
DeferredRevenueCurrent,40083000.000,43698000.000
DeferredRevenueNoncurrent,3763000.000,3566000.000
EmployeeRelatedLiabilitiesCurrent,8528000.000,10047000.000
Goodwill,41424000.000,41246000.000
IntangibleAssetsNetExcludingGoodwill,7904000.000,7085000.000
Liabilities,68235000.000,72472000.000
LiabilitiesAndStockholdersEquity,106591000.000,107157000.000
LiabilitiesCurrent,60726000.000,65889000.000
OtherAssetsNoncurrent,3473000.000,3856000.000
OtherLiabilitiesNoncurrent,3746000.000,3017000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,3345000.000,3388000.000
PropertyPlantAndEquipmentNet,4069000.000,4792000.000
RestrictedCashAndCashEquivalentsNoncurrent,437000.000,430000.000
RetainedEarningsAccumulatedDeficit,-218872000.000,-223444000.000
StockholdersEquity,38356000.000,34685000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,38356000.000,34685000.000
TreasuryStockShares,920288.000,920288.000
TreasuryStockValue,5986000.000,5986000.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,28387.000,
