,2011-06-30,2011-09-30,2012-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,688.000,,,,4776.000,,,,,,,,
AmortizationOfIntangibleAssets,,,50.000,,,61.000,,,,59.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,55729.000,,,28581.000,,,,32320.000,,,,-22812.000,,,,21576.000
ComprehensiveIncomeNetOfTax,,,269366.000,-28762.000,-82538.000,-136256.000,-20797.000,-150610.000,-116717.000,-124389.000,-107111.000,98803.000,595794.000,5002.000,-32640.000,-10378.000,-101477.000,43160.000
CostOfGoodsSold,261964.000,330259.000,546441.000,230350.000,189404.000,166563.000,148539.000,8058.000,85245.000,105684.000,169259.000,102223.000,-20654.000,84065.000,81029.000,91051.000,79853.000,78171.000
CostOfGoodsSoldDepreciation,,,,,,2435.000,,,,2474.000,,,,,,,,
CostOfGoodsSoldDepreciationAndAmortization,,,,,,61.000,,,,59.000,,,,,,,,
CumulativeEffectOnRetainedEarningsTax1,,,,,,,,,,,,,,,,,,-9030.000
DebtConversionOriginalDebtAmount1,,,,,,1000000.000,,,,,,,,,,,,
Depreciation,,,2598.000,,,4434.000,,,,4132.000,,,,,,,,
DepreciationNonproduction,,,,,,1999.000,,,,1658.000,,,,,,,,
EarningsPerShareBasic,,,,-0.000,-0.005,-0.008,0.000,-0.009,-0.003,-0.006,-0.010,0.000,0.026,0.000,0.000,-0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,0.000,,0.002,,,,,,,,,,,,,,,
EarningsPerShareDiluted,,,,-0.000,-0.005,-0.008,-0.000,-0.009,-0.003,-0.006,-0.010,0.000,0.026,0.000,0.000,-0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,284.000,,,-17590.000,,,,-149.000,,,,692.000,,,,6.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,,,,0.340
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,,,,,,,,,,,,,,,,,-0.090
EffectiveIncomeTaxRateReconciliationTaxHolidays,,,,,,,,,,,,,,,,,,-0.250
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,-34473.000,,6087.000,-26813.000,-3424.000,-36981.000,7040.000
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,,,,,,25307.000,,,,16350.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,1105.000,,,,1201.000,,,,,,,,
GeneralAndAdministrativeExpense,49011.000,70457.000,71260.000,77187.000,113870.000,74303.000,81766.000,69384.000,118288.000,71638.000,100432.000,9187.000,-60402.000,32759.000,47296.000,35922.000,97199.000,4108.000
GrossProfit,75626.000,82081.000,197522.000,83948.000,68331.000,6750.000,76099.000,-1238.000,28098.000,35321.000,51592.000,33915.000,45211.000,31663.000,41461.000,28963.000,32702.000,40226.000
ImpairmentEffectOnEarningsPerShareAfterTax,,,,,,,,,,,,,,,,,,0.000
IncomeLossFromContinuingOperations,,,,-15032.000,-49891.000,-95709.000,-20067.000,-78437.000,-126185.000,-71103.000,-60460.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-38231.000,-83928.000,-130564.000,-20066.000,-152236.000,-116483.000,-123818.000,-107099.000,133276.000,607828.000,-1085.000,-5827.000,-6954.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,36120.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-26521.000,-3830.000,269147.000,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,0.001,,,,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,,,,,0.000,,0.000,,,,,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,,,,9030.000
IncomeTaxesPaid,,,,,,0.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-16950.000,,,-39511.000,,,,-8228.000,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,-34207.000,,,,,,,-8678.000,,,,,,,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,,,,,,,,4829.000,,,,-13596.000
IncreaseDecreaseInAccruedLiabilities,,,-31373.000,,,-27595.000,,,,-8829.000,,,,22276.000,,,,81.000
IncreaseDecreaseInCustomerAdvances,,,475.000,,,41577.000,,,,-1755.000,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,,1516.000,,,,-2903.000
IncreaseDecreaseInInterestPayableNet,,,38525.000,,,29048.000,,,,10565.000,,,,,,,,
IncreaseDecreaseInInventories,,,-185849.000,,,72213.000,,,,17225.000,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,,,,,,,,,8586.000,,,,1874.000
IncreaseDecreaseInOtherAccountsPayable,,,,,,-31666.000,,,,118232.000,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,20138.000,,,,,,,,,,,,,,,
