,2011-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-2041000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,3351000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,18483000.000
ComprehensiveIncomeNetOfTax,3230000.000
DeferredIncomeTaxExpenseBenefit,-275000.000
DepreciationAmortizationAndAccretionNet,1333000.000
EarningsPerShareBasicAndDiluted,0.730
EquipmentExpense,1800000.000
FederalDepositInsuranceCorporationPremiumExpense,1426000.000
FeesAndCommissionsDepositorAccounts,3248000.000
FeesAndCommissionsOther,2778000.000
GainsLossesOnSalesOfOtherRealEstate,-266000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1343000.000
IncomeTaxExpenseBenefit,124000.000
IncomeTaxesPaidNet,452000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-492000.000
IncreaseDecreaseInDeposits,14485000.000
IncreaseDecreaseInFederalFundsSold,32420000.000
IncreaseDecreaseInOtherOperatingAssets,-1018000.000
IncreaseDecreaseInOtherOperatingLiabilities,-1316000.000
InterestAndDividendIncomeOperating,35722000.000
InterestAndDividendIncomeSecurities,4460000.000
InterestAndFeeIncomeLoansAndLeases,31087000.000
InterestExpense,5526000.000
InterestExpenseDeposits,5246000.000
InterestExpenseSecuritiesSoldUnderAgreementsToRepurchase,280000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,20308000.000
InterestIncomeExpenseNet,30196000.000
InterestIncomeSecuritiesTaxExempt,1159000.000
InterestIncomeSecuritiesTaxable,3301000.000
InterestPaid,6746000.000
LaborAndRelatedExpense,10502000.000
NetCashProvidedByUsedInFinancingActivities,635000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,635000.000
NetCashProvidedByUsedInInvestingActivities,1987000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1987000.000
NetCashProvidedByUsedInOperatingActivities,15861000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,15861000.000
NetIncomeLoss,1219000.000
NoninterestExpense,25223000.000
NoninterestIncome,6258000.000
NoninterestIncomeOther,232000.000
OccupancyNet,1549000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,2011000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,2011000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,1340000.000
OtherNoninterestExpense,2706000.000
PaymentsForRepurchaseOfCommonStock,183000.000
PaymentsToAcquireAvailableForSaleSecurities,230545000.000
PaymentsToAcquireHeldToMaturitySecurities,760000.000
PaymentsToAcquirePropertyPlantAndEquipment,494000.000
PensionAndOtherPostretirementBenefitExpense,2877000.000
ProceedsFromIssuanceOfCommonStock,26000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,10390000.000
ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,-11369000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,186558000.000
ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,864000.000
ProceedsFromSaleOfForeclosedAssets,3554000.000
ProfessionalFees,1058000.000
ProfitLossFromRealEstateOperations,-2098000.000
ProvisionForLoanAndLeaseLosses,9888000.000
ProvisionForLoanLossesExpensed,9888000.000
StockIssuedDuringPeriodValueNewIssues,26000.000
SuppliesExpense,396000.000
TreasuryStockAcquiredAverageCostPerShare,57.510
TreasuryStockValueAcquiredCostMethod,-183000.000
