,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AircraftMaintenanceMaterialsAndRepairs,,,345000000.000,,343000000.000,357000000.000,347000000.000,-32000000.000,383000000.000,375000000.000,350000000.000,152000000.000,485000000.000,514000000.000,529000000.000,523000000.000,494000000.000,502000000.000,456000000.000,437000000.000,419000000.000,453000000.000,481000000.000,481000000.000,492000000.000,495000000.000
AircraftRental,,,165000000.000,,143000000.000,130000000.000,137000000.000,140000000.000,164000000.000,179000000.000,186000000.000,239000000.000,320000000.000,312000000.000,306000000.000,312000000.000,317000000.000,316000000.000,308000000.000,309000000.000,306000000.000,302000000.000,299000000.000,296000000.000,295000000.000,294000000.000
AirlineCapacityPurchaseArrangements,,,,,,,,,,,,,,,,,1462000000.000,1557000000.000,1518000000.000,1446000000.000,1432000000.000,1518000000.000,1538000000.000,1556000000.000,1573000000.000,1620000000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,60000000.000,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,53000000.000,48000000.000,,46000000.000,46000000.000,46000000.000,-92000000.000,51000000.000,0.000,0.000,-32000000.000,,,,,1000.000,905000.000,1094000.000,-1236000.000,1089000.000,2601000.000,1623000.000,-3884000.000,395000.000,837000.000
BankruptcyClaimsAmountOfClaimsFiled,,,,,,,,,290000000000.000,,,,,,,,,,,,,,,,,
BankruptcyClaimsNumberClaimsFiled,,,,,,,,,13400.000,,,,,,,,,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,16000000.000,6200000.000,13800000.000,259000000.000,142000000.000,163000000.000,166000000.000,339000000.000,216000000.000,221000000.000,196000000.000,367000000.000,,112000000.000,225000000.000,,63000000.000,68000000.000
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,5000000.000,,,,,,,,,
CargoAndFreightRevenue,169000000.000,187000000.000,176000000.000,171000000.000,168000000.000,175000000.000,156000000.000,170000000.000,155000000.000,167000000.000,163000000.000,200000000.000,206000000.000,221000000.000,215000000.000,233000000.000,194000000.000,194000000.000,180000000.000,192000000.000,162000000.000,174000000.000,171000000.000,193000000.000,172000000.000,196000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,118000000.000,,,,92000000.000,,,,126000000.000,,,,119000000.000,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,54000000.000,,,,105000000.000,,,,52000000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
ComprehensiveIncomeNetOfTax,,,,,-1580000000.000,-287000000.000,1591000000.000,-616000000.000,-391000000.000,160000000.000,289000000.000,-944000000.000,377000000.000,1153000000.000,895000000.000,-2070000000.000,901000000.000,1674000000.000,1663000000.000,3199000000.000,683000000.000,936000000.000,722000000.000,-16000000.000,220000000.000,788000000.000
ContractualInterestExpenseOnPrepetitionLiabilitiesNotRecognizedInStatementOfOperations,,,,,-198000000.000,185000000.000,180000000.000,-912000000.000,269000000.000,176000000.000,212000000.000,271000000.000,,,,,,,,,,,,,,
ConvertiblePreferredDividendsNetOfTax,,,,,,,,,,,,,,-2000000.000,0.000,,,,,,,,,,,
CostOfServicesCatering,,,137000000.000,,125000000.000,130000000.000,139000000.000,142000000.000,139000000.000,149000000.000,154000000.000,,,,,,,,,,,,,,,
CostsAndExpenses,5765000000.000,6192000000.000,6337000000.000,6739000000.000,6126000000.000,6310000000.000,6378000000.000,5934000000.000,6046000000.000,5960000000.000,6130000000.000,7208000000.000,9265000000.000,9956000000.000,9879000000.000,9301000000.000,8611000000.000,8906000000.000,8707000000.000,8562000000.000,8100000000.000,8612000000.000,9163000000.000,9021000000.000,9023000000.000,9570000000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,,,,45000000.000,72000000.000,51000000.000,61000000.000,39000000.000,40000000.000,48000000.000,72000000.000,,,,,,,,,,,,,,
DefinedBenefitPlanContributionsByEmployer,,,,,,86000000.000,86000000.000,,33000000.000,,,,,,,,,,,,,,,,,279000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments,,,,,,,1800000000.000,,,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,276000000.000,266000000.000,273000000.000,271000000.000,260000000.000,261000000.000,256000000.000,623000000.000,246000000.000,248000000.000,245000000.000,114000000.000,307000000.000,319000000.000,334000000.000,335000000.000,336000000.000,340000000.000,336000000.000,352000000.000,355000000.000,374000000.000,399000000.000,397000000.000,405000000.000,418000000.000
DerivativeCashReceivedOnHedge,,,,,9000000.000,,,,,,,,,,,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,31000000.000,25000000.000,,-2000000.000,2000000.000,7000000.000,9000000.000,,,,,,,,,,
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,,,,,1000000.000,,,,-3000000.000,,,,,,,,,,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,132000000.000,57000000.000,,,-1000000.000,-12000000.000,,1000000.000,-13000000.000,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,4000000.000,-26000000.000,,,-9000000.000,9000000.000,,-8000000.000,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,-142000000.000,,48000000.000,,86000000.000,,-13000000.000,-56000000.000,34000000.000,,,,,,,,,,,,,,,
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,-566000000.000,-332000000.000,,,,,,,,,,,,,,,,,,,,,,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,,,,,,,,,0.000,,,,,,,,,
EarningsPerShareBasic,-1.310,-0.850,-0.480,-3.270,-4.950,-0.720,-0.710,0.780,-1.020,0.650,0.860,-11.740,0.660,1.200,1.310,0.850,1.340,2.470,2.560,5.020,1.150,1.690,1.400,0.610,0.460,1.640
EarningsPerShareDiluted,-1.310,-0.850,-0.480,-3.270,-4.950,-0.720,-0.710,0.780,-1.020,0.590,0.760,-11.580,0.650,1.170,1.280,0.830,1.300,2.410,2.490,4.870,1.140,1.680,1.400,0.590,0.460,1.630
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,,,,,0.380,,,,,
FuelCosts,1842000000.000,2202000000.000,2255000000.000,2005000000.000,2165000000.000,2209000000.000,2180000000.000,2163000000.000,2200000000.000,2139000000.000,2220000000.000,1280000000.000,2711000000.000,2830000000.000,2829000000.000,2222000000.000,1544000000.000,1774000000.000,1593000000.000,1315000000.000,1029000000.000,1314000000.000,1393000000.000,1335000000.000,1402000000.000,1510000000.000
GainLossOnCashFlowHedgeIneffectivenessNet,,,,,-29000000.000,-8000000.000,2000000.000,34000000.000,7000000.000,-18000000.000,,,,,,,,,,,,,,,,
GainLossOnSaleOfOtherAssets,,,,,,,,,,,,,309000000.000,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,-54000000.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,1719000000.000,1709000000.000,,1117000000.000,1493000000.000,1189000000.000,500000000.000,365000000.000,1291000000.000
