,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-03-12,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AccountsPayableCurrent,345920.000,360657.000,360191.000,365785.000,372872.000,,404005.000,401138.000,399850.000,395567.000,402904.000,410182.000,417865.000,418903.000
AccountsPayableRelatedPartiesCurrent,,38750.000,52500.000,67500.000,,,,,,,,,,
AccruedLiabilitiesCurrent,22500.000,,,,82500.000,,77500.000,85000.000,92500.000,92500.000,92500.000,92500.000,98500.000,104500.000
AdditionalPaidInCapital,2617922.000,2617922.000,2617922.000,2818202.000,3186940.000,,3186940.000,3208540.000,3208540.000,3208540.000,3323915.000,3323915.000,3323915.000,3323915.000
Assets,260214.000,260274.000,260551.000,282613.000,82424.000,,0.000,98.000,134.000,40572.000,50499.000,78053.000,13218.000,1190.000
AssetsCurrent,146.000,206.000,483.000,22545.000,82424.000,,0.000,98.000,134.000,40572.000,50499.000,78053.000,11972.000,72.000
BankOverdrafts,,,,,,,48.000,,,,,,,
Cash,146.000,206.000,483.000,22545.000,82424.000,,0.000,98.000,134.000,40572.000,50499.000,78053.000,11972.000,72.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,-48.000,98.000,,40572.000,50499.000,78053.000,,72.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,17332445.000,17332445.000,17332445.000,18852445.000,23452445.000,,23452445.000,24352445.000,24352445.000,24352445.000,42727445.000,42727445.000,42727445.000,42727445.000
CommonStockSharesOutstanding,17332445.000,17332445.000,17332445.000,18852445.000,23452445.000,,23452445.000,24352445.000,24352445.000,24352445.000,42727445.000,42727445.000,42727445.000,42727445.000
CommonStockSharesSubscriptions,0.000,,,,,,,,,,,,,
CommonStockValue,17333.000,17333.000,17333.000,18853.000,23453.000,,23453.000,24353.000,24353.000,24353.000,42728.000,42728.000,42728.000,42728.000
DeferredTaxAssetsNet,0.000,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,4123000.000,,,,4293000.000,,,,4377000.000,,,,4478000.000,
DeferredTaxAssetsValuationAllowance,-4123000.000,,,,-4293000.000,,,,-4377000.000,,,,4478000.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1483096.000,1569175.000,1643069.000,1781089.000,2284901.000,,2415507.000,2480325.000,2531096.000,2574382.000,,,,
DueToOfficersOrStockholdersCurrent,7645.000,37010.000,67897.000,75585.000,49570.000,,47538.000,55369.000,74511.000,132518.000,156643.000,220603.000,241216.000,262412.000
EmployeeRelatedLiabilitiesCurrent,90000.000,115787.000,145787.000,75787.000,10000.000,,34033.000,64033.000,89486.000,119486.000,20212.000,19559.000,27906.000,60350.000
IntangibleAssetsNetExcludingGoodwill,260068.000,260068.000,260068.000,260068.000,,,,,0.000,,,,1246.000,
Liabilities,,,,,1006241.000,,,,1147646.000,,,,1276786.000,
LiabilitiesAndStockholdersEquity,260214.000,260274.000,260551.000,282613.000,82424.000,,0.000,98.000,134.000,40572.000,50499.000,78053.000,13218.000,1190.000
LiabilitiesCurrent,957364.000,1043503.000,1117674.000,1075956.000,1006241.000,,1054423.000,1096839.000,1147646.000,1231370.000,1163558.000,1234143.000,1276786.000,1337464.000
LongTermDebtCurrent,491299.000,491299.000,491299.000,491299.000,491299.000,,491299.000,491299.000,491299.000,491299.000,491299.000,491299.000,491299.000,491299.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,,,,,,,,,,,,,,1118.000
RetainedEarningsAccumulatedDeficit,-1849309.000,-1849309.000,-1849309.000,-1849309.000,-1849309.000,,-1849309.000,-1849309.000,-1849309.000,-1849309.000,-1849309.000,-1849309.000,-1849309.000,-1849309.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,500000.000,500000.000,550000.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,500000.000,500000.000,500000.000,550000.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,0.250,0.250,0.250,0.300,,,,,,,,,,
StockholdersEquity,-697150.000,-783229.000,-857123.000,-793343.000,-923817.000,,-1054423.000,-1096741.000,-1147512.000,-1190798.000,-1113059.000,-1156090.000,-1263568.000,-1336274.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-923817.000,,,,-1147512.000,,,,-1263568.000,
