,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AllocatedShareBasedCompensationExpense,,,0.000,0.000,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,101283.000,31404.000,,33162.000
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,,,,,100000.000,2150000.000,500000.000,850000.000,150000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,-510000.000,210000.000,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,21065.000,60489.000,,24253.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,305274.000,8901.000,,471677.000,1928158.000,193144.000,390471.000,641561.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,780127.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,1921853.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,1141726.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,251068.000,115694.000,276019.000,123045.000,0.000,70988.000,383890.000,-62532.000,0.000,-625.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-382712.000,,,,5130354.000,,,,-1598563.000
ComprehensiveIncomeNetOfTax,-1407612.000,348123.000,-531430.000,48520.000,-1718158.000,-213058.000,-3399658.000,-1544019.000,-2735688.000,51928.000
DepreciationDepletionAndAmortization,,241340.000,,,,232240.000,,,,213694.000
EarningsPerShareBasic,-0.150,0.010,-0.040,0.020,-0.170,0.000,-0.210,-0.080,-0.250,-0.050
EarningsPerShareDiluted,-0.150,0.010,-0.040,0.020,-0.170,0.000,-0.210,-0.080,-0.250,-0.050
EquityIssuancePerShareAmount,,,,,,,,,,2.500
FeesAndCommissionsDepositorAccounts,385444.000,342607.000,355972.000,371006.000,396094.000,360135.000,369198.000,407110.000,391421.000,363814.000
FeesAndCommissionsOther,21750.000,27541.000,37523.000,30278.000,28885.000,23690.000,22298.000,10452.000,30026.000,11600.000
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,,,,,,0.000,,,,0.000
GainLossOnSaleOfPropertyPlantEquipment,10549.000,,-7453.000,,,,,,,
GainLossOnSaleOfSecuritiesNet,,115694.000,,,,70988.000,,,,625.000
GainsLossesOnSalesOfOtherRealEstate,-36666.000,,-37993.000,,,-82924.000,-52969.000,-114384.000,-75332.000,-25835.000
ImpairmentOfRealEstate,,,,,,,,,,134347.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1423786.000,148280.000,-388708.000,181477.000,-1672774.000,13703.000,-2153275.000,-776978.000,-2585510.000,-437545.000
IncreaseDecreaseInDeposits,,1030807.000,,,,-2546011.000,,,,-3278324.000
IncreaseDecreaseInFederalFundsPurchased,,-1445000.000,,,,,,,,
IncreaseDecreaseInFederalFundsSold,,595000.000,,,,6045000.000,,,,3000.000
IncreaseDecreaseInLoansHeldForSale,,1644645.000,,,,1311300.000,,,,-884999.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,104843.000,104843.000,,66553.000,,,,
InterestAndDividendIncomeOperating,3656021.000,3561815.000,3481520.000,3203118.000,3062271.000,3028116.000,2816181.000,2740018.000,2797900.000,2710670.000
InterestAndDividendIncomeSecurities,236434.000,258697.000,271825.000,230240.000,216028.000,195798.000,178313.000,190923.000,204322.000,177996.000
InterestAndFeeIncomeLoansAndLeases,3418846.000,3302339.000,3208854.000,2972413.000,2845592.000,2830522.000,2632319.000,2545050.000,2589925.000,2528684.000
InterestExpense,1409945.000,1197583.000,1121475.000,1052459.000,971441.000,868737.000,852684.000,840931.000,816739.000,785487.000
InterestExpenseBorrowings,42768.000,45149.000,44921.000,45346.000,44825.000,43788.000,44040.000,44289.000,44144.000,43582.000
InterestExpenseDeposits,1367177.000,1152434.000,1076554.000,1007113.000,926616.000,824949.000,808644.000,796642.000,772595.000,741905.000
InterestIncomeDepositsWithFinancialInstitutions,180.000,130.000,410.000,430.000,548.000,411.000,203.000,42.000,42.000,41.000
InterestIncomeExpenseAfterProvisionForLoanLoss,106076.000,2169232.000,1850045.000,1940659.000,1283553.000,2059379.000,-186503.000,1399087.000,1131161.000,1775183.000
InterestIncomeExpenseNet,2246076.000,2364232.000,2360045.000,2150659.000,2090830.000,2159379.000,1963497.000,1899087.000,1981161.000,1925183.000
InterestIncomeFederalFundsSold,561.000,649.000,431.000,35.000,103.000,1385.000,5346.000,4003.000,3611.000,3949.000
InterestPaid,,1214518.000,,,,870731.000,,,,760572.000
LaborAndRelatedExpense,902763.000,940370.000,933018.000,908284.000,880987.000,935969.000,906615.000,902347.000,969475.000,987707.000
LoanPortfolioExpense,,,,,,1005451.000,,,,
NetCashProvidedByUsedInFinancingActivities,,3015808.000,,,,-2546011.000,,,,-3278324.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3015808.000,,,,-2546011.000,,,,-3278324.000
NetCashProvidedByUsedInInvestingActivities,,-3992788.000,,,,5938519.000,,,,2367382.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-3992788.000,,,,5938519.000,,,,2367382.000
NetCashProvidedByUsedInOperatingActivities,,594268.000,,,,1737846.000,,,,-687621.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,594268.000,,,,1737846.000,,,,-687621.000
NetChangeInterestBearingDepositsDomestic,,35212.000,,,,-82482.000,,,,-103482.000
NetIncomeLoss,-1423786.000,148280.000,-388708.000,181477.000,-1672774.000,13703.000,-2153275.000,-776978.000,-2585510.000,-437545.000
NetIncomeLossAvailableToCommonStockholdersBasic,-1435942.000,98280.000,-388708.000,169321.000,-1672774.000,-36297.000,-2153275.000,-789134.000,-2553110.000,-467301.000
NoninterestExpense,2267360.000,2641275.000,2995172.000,2413316.000,3801808.000,2744053.000,2965142.000,2764167.000,4488330.000,2856168.000
NoninterestIncome,737498.000,620323.000,756419.000,654134.000,845481.000,698377.000,998370.000,588102.000,771659.000,643440.000
OccupancyNet,285142.000,272341.000,242948.000,262094.000,482250.000,296520.000,305376.000,314910.000,286317.000,301091.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,-276019.000,-123045.000,,-70988.000,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,383890.000,-62532.000,,-625.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,251068.000,115694.000,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,279398.000,365537.000,133297.000,2244.000,-107540.000,-105773.000,-862493.000,-817417.000,-212334.000,518604.000
OtherNoninterestExpense,1079455.000,1428564.000,1819206.000,1242938.000,689177.000,1257834.000,1337481.000,1185329.000,2374264.000,1201584.000
OtherOperatingActivitiesCashFlowStatement,,175342.000,,,,1429967.000,,,,-744821.000
OtherOperatingIncome,105353.000,134481.000,132351.000,129805.000,4949.000,128165.000,140278.000,136483.000,159009.000,133535.000
PaymentsForConstructionInProcess,,112136.000,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,,,184431.000,,,,
PaymentsToAcquireAvailableForSaleSecurities,,7992359.000,,,,14671953.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,37973.000,,,,66867.000,,,,18725.000
PreferredStockDividendsAndOtherAdjustments,12156.000,50000.000,,12156.000,,50000.000,,12156.000,,29756.000
ProceedsFromIssuanceOfCommonStock,,530000.000,,,,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,1275248.000,,,,1354232.000,,,,1172024.000
ProceedsFromSaleOfAvailableForSaleSecurities,,3888865.000,,,,14539044.000,,,,
ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,,,,,,83200.000,,,,102100.000
ProceedsFromSaleOfForeclosedAssets,,,,,,234076.000,,,,327466.000
ProceedsFromStockOptionsExercised,,10001.000,,,,,,,,
ProvisionForLoanLeaseAndOtherLosses,,195000.000,,,,100000.000,,,,150000.000
ProvisionForLoanLossesExpensed,2140000.000,195000.000,510000.000,210000.000,807277.000,100000.000,2150000.000,500000.000,850000.000,150000.000
RentalIncomeNonoperating,,,,,,115399.000,82706.000,96589.000,118346.000,135116.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,,,,,106656.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,0.000,0.000,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,0.940,,,
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,84000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,10338846.000,10362573.000,,10358622.000,10292069.000,10307308.000,-20648998.000,10376069.000
WeightedAverageNumberOfSharesOutstandingBasic,,,10234003.000,10257730.000,,10292069.000,10292069.000,10307308.000,-20582445.000,10376069.000
