,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-10-25,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,126356000.000,90341000.000,70976000.000,80867000.000,,13111000.000,89180000.000,87856000.000,102654000.000,51572000.000,170498000.000,178485000.000,177527000.000,43359000.000,179003000.000,186474000.000,201348000.000,55322000.000,173813000.000,180324000.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,82716000.000,,,,188921000.000,,,,202413000.000,,,,193685000.000,,
AccountsReceivableGross,,,,,,,,,,,,,,5892000.000,,,,1491000.000,,
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,,,6868000.000,,,,,,,,,,,,,,
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,,,,,3081000.000,,,,3210000.000,,,,4845000.000,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,4067000.000,,,,5990000.000,,,,7321000.000,,,,8746000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3187000.000,-3340000.000,-3258000.000,-4306000.000,,-4425000.000,-6279000.000,-814000.000,-2353000.000,-2179000.000,-2374000.000,-6404000.000,-3304000.000,-6166000.000,-9219000.000,-6635000.000,-9850000.000,-6199000.000,-10307000.000,-11319000.000
AdditionalPaidInCapital,517016000.000,517309000.000,517343000.000,577764000.000,,907254000.000,1096423000.000,1097788000.000,1100613000.000,1428026000.000,1625272000.000,1631215000.000,1815064000.000,1842581000.000,1850161000.000,1852167000.000,1853823000.000,1854913000.000,1856271000.000,1858071000.000
AdvanceRent,,,,,,9488000.000,,,,16923000.000,,,,16311000.000,,,,18787000.000,,
AllowanceForDoubtfulAccountsReceivable,,,,,,1606000.000,,,,2694000.000,,,,1860000.000,,,,635000.000,,
Assets,2089688000.000,1636311000.000,1414767000.000,1597658000.000,,1906611000.000,2077634000.000,2061298000.000,2139436000.000,2925501000.000,3003409000.000,3131521000.000,3268456000.000,3704714000.000,3756697000.000,3626735000.000,3592702000.000,3619235000.000,3627616000.000,3448055000.000
AssetsNeededForImmediateSettlementAggregateFairValue,,,,,,,,10100000.000,10100000.000,,8200000.000,10500000.000,7000000.000,,13400000.000,9500000.000,12600000.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,37202000.000,,,,,,16260000.000,0.000,0.000,0.000,24079000.000,73657000.000,51327000.000,0.000,21373000.000,0.000,21448000.000
BelowMarketLeaseAccumulatedAmortization,,,,,,,,,,10050000.000,,,,29251000.000,,,,52844000.000,,
BelowMarketLeaseGross,,,,,,,,,,86046000.000,,,,105504000.000,,,,117718000.000,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,,0.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationBuildings,,,,300808000.000,,580616000.000,121369000.000,148206000.000,121369000.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLand,,,,12427000.000,,43600000.000,31337000.000,36815000.000,31337000.000,,,,,,,,,,,
