,2013-06-30,2014-06-30
AdvertisingExpense,162000.000,144000.000
AssetImpairmentCharges,,0.000
BankOwnedLifeInsuranceIncome,217000.000,217000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-9002000.000,-17447000.000
ComprehensiveIncomeNetOfTax,-1317000.000,986000.000
CurrentFederalTaxExpenseBenefit,-394000.000,7000.000
CurrentIncomeTaxExpenseBenefit,-493000.000,100000.000
CurrentStateAndLocalTaxExpenseBenefit,-99000.000,93000.000
DeferredFederalIncomeTaxExpenseBenefit,-384000.000,408000.000
DeferredIncomeTaxExpenseBenefit,-494000.000,448000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-109000.000,40000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,-6000.000
DefinedContributionPlanCostRecognized,48000.000,53000.000
DefinedContributionPlanEmployerMatchingContributionPercent,0.500,0.060
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,0.500
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,0.800,0.800
DepreciationNonproduction,567000.000,496000.000
DividendsCommonStockCash,,0.000
EarningsPerShareBasicAndDiluted,-0.280,0.200
EffectiveIncomeTaxRateContinuingOperations,0.416,0.357
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EffectiveIncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,,-0.013
EffectiveIncomeTaxRateReconciliationDeductionsOther,0.029,-0.048
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,-0.024,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.013,0.020
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.058,0.058
EmployeeStockOwnershipPlanESOPCompensationExpense,111000.000,131000.000
FederalDepositInsuranceCorporationPremiumExpense,291000.000,410000.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,522000.000
FeesAndCommissionsDepositorAccounts,329000.000,407000.000
FinancingReceivableAllowanceForCreditLossesRecovery,56000.000,57000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,2895000.000,-1241000.000
FinancingReceivableModificationsNumberOfContracts2,,2.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,5846000.000,1071000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,6108000.000,1054000.000
FinancingReceivableModificationsSubsequentDefaultNumberOfContracts1,,3.000
GainsLossesOnSalesOfOtherRealEstate,62000.000,142000.000
HeldToMaturitySecuritiesUnrecognizedHoldingGains,413000.000,599000.000
HeldToMaturitySecuritiesUnrecognizedHoldingLosses,2958000.000,1895000.000
HeldtomaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLoss,,223000.000
HeldtomaturitySecuritiesContinuousUnrealizedLossPositionAggregateLoss,2958000.000,1895000.000
HeldtomaturitySecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLoss,2958000.000,1672000.000
ImpairedFinancingReceivableAverageRecordedInvestment,26506000.000,23632000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,824000.000,909000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,212000.000,
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,18713000.000,21503000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,674000.000,906000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,7793000.000,2129000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,150000.000,3000.000
ImpairmentOfRealEstate,64000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2372000.000,1536000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,0.000,0.000
IncomeTaxExpenseBenefit,-987000.000,548000.000
IncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,,19000.000
IncomeTaxReconciliationDeductionsOther,69000.000,74000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-807000.000,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,57000.000,
IncomeTaxReconciliationOtherAdjustments,-30000.000,31000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-138000.000,88000.000
IncomeTaxesPaid,239000.000,1000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-112000.000,89000.000
IncreaseDecreaseInAdvancePaymentsByBorrowersForTaxesAndInsurance,35000.000,
IncreaseDecreaseInDeferredIncomeTaxes,,448000.000
IncreaseDecreaseInDeposits,-3331000.000,-17078000.000
IncreaseDecreaseInOtherOperatingAssets,237000.000,-644000.000
IncreaseDecreaseInOtherOperatingLiabilities,77000.000,69000.000
InformationTechnologyAndDataProcessing,553000.000,626000.000
InterestAndDividendIncomeSecuritiesHeldToMaturity,1504000.000,1870000.000
InterestAndFeeIncomeLoansAndLeases,10435000.000,10033000.000
InterestExpense,2721000.000,2422000.000
InterestExpenseBorrowings,714000.000,767000.000
InterestExpenseCustomerDeposits,2007000.000,1655000.000
InterestExpenseDeposits,2007000.000,1655000.000
InterestExpenseSavingsDeposits,251000.000,233000.000
InterestExpenseTimeDeposits,1705000.000,1372000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,5267000.000,8970000.000
InterestIncomeExpenseNet,9311000.000,9570000.000
InterestIncomeOperating,12032000.000,11992000.000
InterestPaid,2723000.000,2425000.000
LaborAndRelatedExpense,3859000.000,3784000.000
LoansAndLeasesReceivableImpairedInterestLostOnNonaccrualLoans,701000.000,
LoansAndLeasesReceivableRelatedPartiesAdditions,2778000.000,755000.000
LoansAndLeasesReceivableRelatedPartiesCollections,2081000.000,571000.000
NetCashProvidedByUsedInFinancingActivities,6172000.000,-8716000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6172000.000,-8716000.000
NetCashProvidedByUsedInInvestingActivities,-18301000.000,-11826000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-18301000.000,-11826000.000
NetCashProvidedByUsedInOperatingActivities,3127000.000,3095000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3127000.000,3095000.000
NetIncomeLoss,-1385000.000,988000.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,1000.000,
NoninterestExpense,8289000.000,8158000.000
NoninterestExpenseDirectorsFees,495000.000,444000.000
NoninterestIncome,650000.000,724000.000
NoninterestIncomeOtherOperatingIncome,103000.000,100000.000
OccupancyNet,1403000.000,1343000.000
OperatingLeasesRentExpenseNet,407000.000,407000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,50000.000,2000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,36000.000,1000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,4000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,7000.000,2000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,4000.000,2000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,68000.000,-2000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,7000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,-11000.000,4000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,6000.000,-5000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,,-3000.000
OtherInterestAndDividendIncome,93000.000,89000.000
OtherNoninterestExpense,983000.000,860000.000
PaymentsForCapitalImprovements,,87000.000
PaymentsForProceedsFromFederalHomeLoanBankStock,462000.000,
PaymentsForProceedsFromLoansAndLeases,-10674000.000,9203000.000
PaymentsForRepurchaseOfCommonStock,476000.000,
PaymentsOfDividendsMinorityInterest,56000.000,
PaymentsToAcquireAvailableForSaleSecurities,,8380000.000
PaymentsToAcquireFederalHomeLoanBankStock,,565000.000
PaymentsToAcquireHeldToMaturitySecurities,71755000.000,
PaymentsToAcquireLifeInsurancePolicies,588000.000,
PaymentsToAcquirePropertyPlantAndEquipment,49000.000,100000.000
ProceedsFromFederalHomeLoanBankAdvances,10000000.000,
ProceedsFromFederalHomeLoanBankBorrowings,,11500000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,41622000.000,4262000.000
