,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3680000.000,3961000.000,4413000.000,5086000.000,5226000.000,2398000.000,1908000.000,2206000.000,2564000.000
AccountsReceivableNetCurrent,531000.000,1214000.000,3147000.000,4846000.000,1867000.000,1384000.000,1056000.000,1138000.000,1048000.000
AccruedIncomeTaxesCurrent,,,,,3865000.000,,,806000.000,806000.000
AccruedLiabilitiesAndOtherLiabilities,5394000.000,5967000.000,4069000.000,5412000.000,10207000.000,8459000.000,9678000.000,8597000.000,6428000.000
AccruedProfessionalFeesCurrent,2664000.000,1021000.000,1747000.000,1650000.000,2602000.000,1118000.000,1876000.000,1168000.000,1418000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1116000.000,1242000.000,1404000.000,1657000.000,2017000.000,2396000.000,2887000.000,3632000.000,4464000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,75000.000,-339000.000,941000.000,392000.000,850000.000,-1684000.000,-1343000.000
AdditionalPaidInCapitalCommonStock,1005000.000,345201000.000,347088000.000,362807000.000,369009000.000,372924000.000,411516000.000,420897000.000,444165000.000
Assets,138765000.000,472551000.000,457854000.000,481825000.000,468012000.000,470054000.000,466986000.000,438611000.000,435494000.000
AssetsCurrent,136961000.000,469596000.000,452589000.000,424504000.000,413571000.000,407815000.000,378223000.000,354764000.000,360920000.000
AssetsFairValueDisclosureNonrecurring,,,,0.000,0.000,0.000,0.000,0.000,0.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,100000.000,41000.000,73000.000,130000.000,71000.000,7000.000,1000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,25000.000,222000.000,20000.000,16000.000,47000.000,148000.000,165000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,267346000.000,280770000.000,288274000.000,290867000.000,289140000.000,287115000.000,249049000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,281796000.000,287303000.000,271960000.000,272619000.000,247057000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,281848000.000,287415000.000,271985000.000,272500000.000,246893000.000
AvailableForSaleSecuritiesDebtSecurities,,,267421000.000,280589000.000,288327000.000,290981000.000,289164000.000,286974000.000,248885000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,264957000.000,,,,,,
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,,2464000.000,,,,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,3750000.000,3594000.000,3508000.000,3542000.000,4032000.000,4095000.000
CashAndCashEquivalentsAtCarryingValue,132984000.000,465867000.000,180991000.000,150456000.000,120133000.000,105938000.000,97983000.000,74932000.000,107068000.000
CashAndCashEquivalentsFairValueDisclosure,,,180991000.000,150456000.000,120133000.000,105938000.000,97983000.000,74932000.000,107068000.000
ClassOfWarrantOrRightOutstanding,723664.000,,,929437.000,,,,97621.000,
CommonStockCapitalSharesReservedForFutureIssuance,,6494292.000,6494292.000,15670937.000,,,,15799236.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,90000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,517545.000,62262615.000,62290683.000,63587833.000,64559772.000,64690718.000,67114020.000,67918246.000,69752865.000
CommonStockSharesOutstanding,517545.000,62262615.000,62290683.000,63587833.000,64559772.000,64690718.000,67114020.000,67918246.000,69752865.000
CommonStockValue,,6000.000,6000.000,6000.000,6000.000,6000.000,7000.000,7000.000,7000.000
ConstructionPayableCurrent,,,,,,3971000.000,3470000.000,447000.000,150000.000
