,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30
AllocatedShareBasedCompensationExpense,,,,930000.000,1040000.000,,567000.000,545000.000,586000.000,535000.000
AmortizationOfIntangibleAssets,2444000.000,2445000.000,1731000.000,1728000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,5300000.000,5000000.000,,2700000.000,1500000.000,400000.000,5100000.000
AssetImpairmentCharges,,,,10343000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-506000.000,,,,,,530000.000,
ComprehensiveIncomeNetOfTax,,,-7476000.000,-18257000.000,-6342000.000,-593000.000,1647000.000,1973000.000,2193000.000,-320000.000
CostOfGoodsSold,13445000.000,13537000.000,11404000.000,11095000.000,10808000.000,8155000.000,11777000.000,11265000.000,10084000.000,11808000.000
DepreciationAndAmortizationDiscontinuedOperations,,,,,1700000.000,,,,,
DepreciationDepletionAndAmortization,,,861000.000,,,,,,512000.000,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,2097000.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,-3935000.000,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,-922000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,1435000.000,,,,,
EarningsPerShareBasic,-0.140,-0.090,-0.170,-0.410,-0.140,-0.010,0.040,0.040,0.050,-0.010
EarningsPerShareBasicAndDiluted,,,,-0.410,,,,,,
EarningsPerShareDiluted,-0.140,-0.090,-0.170,-0.410,-0.140,-0.010,0.040,0.040,0.050,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,-30000.000,,,,,,-4000.000,
GrossProfit,17300000.000,17539000.000,14013000.000,14968000.000,16058000.000,13747000.000,15073000.000,14460000.000,14755000.000,16703000.000
IncomeLossFromContinuingOperations,,,,,-3304000.000,,1673000.000,1985000.000,2187000.000,-314000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5982000.000,-4164000.000,-7411000.000,-18190000.000,-2373000.000,23009000.000,1734000.000,2042000.000,2239000.000,-320000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,-0.070,,0.040,0.040,0.050,-0.010
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,-0.070,,0.040,0.040,0.050,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,-3013000.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,-3013000.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,-0.070,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,-0.070,,,,,
IncomeTaxExpenseBenefit,30000.000,62000.000,29000.000,29000.000,931000.000,-753000.000,61000.000,57000.000,52000.000,-6000.000
IncomeTaxesPaid,,,,,,,,,95000.000,
IncreaseDecreaseInAccountsPayable,,,2801000.000,,,,,,-123000.000,
IncreaseDecreaseInAccountsReceivable,,,2868000.000,,,,,,907000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,328000.000,,,,,,-1615000.000,
IncreaseDecreaseInInventories,,,-465000.000,,,,,,-403000.000,
IncreaseDecreaseInOtherAccruedLiabilities,,,103000.000,,,,,,55000.000,
IncreaseDecreaseInOtherCurrentAssets,,,1332000.000,,,,,,63000.000,
IncreaseDecreaseInOtherNoncurrentAssets,,,-137000.000,,,,,,-77000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,688000.000,1010000.000,1308000.000,
InterestPaid,,,150000.000,,,,,,43000.000,
InventoryWriteDown,,,239000.000,,,,,,40000.000,
LossContingencyLossInPeriod,,,,,,,900000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,2089000.000,,,,,,418000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,2089000.000,,,,,,418000.000,
