,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,,,,,,,,,,800000.000,600000.000,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,,,,,,200000.000,100000.000,,100000.000
AmortizationOfFinancingCostsAndDiscounts,453321.000,,,,582000.000,,,,455000.000,,,,467000.000,,,,547000.000
AmortizationOfIntangibleAssets,-756000.000,,,,895000.000,,,,896000.000,,,,896000.000,,,,896000.000
ContractsRevenue,31895626.000,33144233.000,37925000.000,47395141.000,49344000.000,52678000.000,55293000.000,60046000.000,64035000.000,65552000.000,68227000.000,66002000.000,64278000.000,62785000.000,60282000.000,59605000.000,60432000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,,,,,17717000.000,17997000.000,19430000.000,18891000.000,19211000.000,19079000.000,21919000.000,21330000.000,20829000.000,18654000.000,18885000.000,29793000.000,22522000.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,7000.000,,132000.000,62000.000,,,
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,,,,7000.000,,132000.000,62000.000,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,1076000.000,,102000.000,32000.000,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,,,,,,,1076000.000,,102000.000,32000.000,,,
Depreciation,10921874.000,11416639.000,12573943.000,14787544.000,15300000.000,16100000.000,17400000.000,18800000.000,19800000.000,20600000.000,20500000.000,20800000.000,21200000.000,22500000.000,22300000.000,22800000.000,23300000.000
DepreciationAndAmortization,11677875.000,12172639.000,13377000.000,15689486.000,16220000.000,17044000.000,18261000.000,19631000.000,20731000.000,21507000.000,21360000.000,21640000.000,22094000.000,23412000.000,23195000.000,23636000.000,24151000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,,,,,100000.000,,200000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,,,6163000.000,,,,10227000.000,,,,17667000.000,,,,29409000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,0.000,,,,,,,,,,,,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,,0.348,0.440,,,,,,,,,,,,,,
DistributionsPerLimitedPartnershipUnitOutstanding,,,,,0.480,0.490,0.500,0.540,0.515,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525
GainLossOnSaleOfPropertyPlantEquipment,25231.000,-129689.000,52000.000,-231542.000,-229000.000,2520000.000,-63000.000,5000.000,195000.000,23000.000,-920000.000,1742000.000,122000.000,-1072000.000,155000.000,23000.000,244000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,1163000.000,,0.000,26800000.000,400000.000,74000.000,,700000.000,3400000.000,,1100000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,,26829000.000,443000.000,,,693000.000,3441000.000,,1112000.000
IncomeLossAttributableToParent,2520801.000,2401433.000,1712000.000,4436766.000,3915000.000,7518000.000,5013000.000,8500000.000,11456000.000,-15904000.000,9805000.000,-159630000.000,8538000.000,3274000.000,-2146000.000,3269000.000,1552000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,1701000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2576291.000,2459625.000,1775000.000,4540084.000,4018000.000,7518000.000,5013000.000,8500000.000,11535000.000,-15762000.000,10888000.000,-159849000.000,8772000.000,3368000.000,-2072000.000,,
IncomeTaxExpenseBenefit,55490.000,58192.000,63000.000,103318.000,103000.000,,,,79000.000,142000.000,1083000.000,-219000.000,234000.000,94000.000,74000.000,19000.000,149000.000
IncreaseDecreaseInAccountsPayable,-7358500.000,,,,-8079000.000,,,,-8101000.000,,,,-7287000.000,,,,-141000.000
IncreaseDecreaseInInventories,1030598.000,,,,2582000.000,,,,7619000.000,,,,725000.000,,,,4113000.000
